2343,-315115,-305938,-297289,-289177,-281535,-274575,-268196,-262440,-257214,-252619,-248595,-245192,-242386,-240195,-238537,-237509,-237118,-237315,-238171,-239620,-241727,-244407,-247750,-251687,-256263,-261542,-267422,-273931,-281068,-288936,-297328,-306154,-315548
-2881,-478033,-462793,-441737,-419283,-396483,-374054,-352400,-331765,-312597,-295404,-280074,-266997,-256201,-247809,-241838,-238247,-237091,-238319,-241927,-247826,-256008,-266382,-278811,-293188,-309194,-999999,-346002,-366463,-388018,-410620,-433695,-456191,-474431
2334,-314976,-305643,-296949,-288811,-281153,-274148,-267741,-261945,-256696,-252158,-248121,-244700,-241919,-239711,-238107,-237106,-236717,-236916,-237774,-239232,-241331,-244020,-247334,-251309,-255829,-260980,-266764,-273152,-280135,-287710,-295915,-304550,-313713
-2242,-398774,-381462,-364459,-348208,-332657,-317978,-304196,-291528,-279902,-269678,-260828,-253277,-247127,-242412,-239059,-237165,-236689,-237633,-239952,-243676,-248746,-255145,-262843,-271701,-281746,-293023,-305284,-318609,-332744,-347779,-363599,-380238,-397703
2246,-310227,-301576,-293432,-285700,-278671,-272129,-266169,-260707,-255787,-251492,-247769,-244590,-242033,-240032,-238603,-237773,-237491,-237818,-238681,-240170,-242214,-244814,-248003,-251762,-255995,-260831,-266183,-272062,-278499,-285375,-292842,-300605,-308852
-1312,-295444,-288310,-281633,-275437,-269672,-264361,-259520,-255137,-251259,-247861,-244938,-242513,-240555,-239053,-238062,-237540,-237480,-237907,-238802,-240228,-242047,-244301,-247050,-250246,-253839,-257802,-262240,-267064,-272251,-277822,-283661,-289990,-296509
2321,-315437,-306176,-297437,-289260,-281638,-999999,-268429,-262716,-257555,-253038,-249109,-245774,-243093,-240960,-239403,-238454,-238121,-238378,-239243,-240709,-242767,-245445,-248769,-252707,-257233,-262410,-268153,-274491,-281322,-288938,-296983,-305532,-314631
1268,-302977,-295850,-288994,-282424,-276346,-270622,-265293,-260411,-255935,-251984,-248490,-245465,-242970,-999999,-239457,-238516,-238134,-238306,-239051,-240349,-242227,-244666,-247721,-251345,-255508,-260321,-265665,-271586,-277993,-284871,-292412,-300342,-308728
2235,-304615,-296259,-288400,-281080,-274339,-268117,-262459,-257318,-252765,-999999,-245248,-242347,-239933,-238120,-236861,-236171,-236048,-236493,-237523,-239100,-241288,-243975,-247276,-251159,-255578,-260628,-266152,-272226,-278835,-285944,-293711,-301837,-310498
2161,-397802,-381474,-365485,-349981,-335048,-320609,-306956,-294274,-282460,-271974,-262686,-254684,-248059,-242803,-239015,-236748,-236045,-236937,-239400,-243488,-249108,-256396,-265340,-275825,-287890,-301496,-316435,-332653,-349989,-368124,-387214,-407153,-427585
2296,-306194,-297466,-289368,-281632,-274582,-268102,-262216,-256876,-252179,-248010,-244443,-241513,-239114,-237277,-235999,-235302,-235208,-235650,-236676,-238271,-240454,-243160,-246494,-250410,-254892,-259980,-265675,-272058,-279057,-286630,-294965,-303744,-313163
2790,-476826,-460251,-439263,-416585,-394128,-372038,-350820,-330836,-312045,-294971,-279643,-266488,-255529,-246862,-240564,-236614,-999999,-236339,-240146,-246565,-255650,-267504,-281981,-298950,-318389,-339925,-363121,-387386,-411871,-435715,-458037,-475244,-485303
-198,-235969,-235924,-235880,-235845,-235814,-235790,-235767,-235732,-235714,-235689,-235680,-235649,-235639,-235631,-235611,-235616,-235611,-235592,-235606,-235597,-235587,-235606,-235608,-235600,-235606,-235592,-235623,-235600,-235610,-235625,-235641,-235629,-235633
2810,-480108,-465657,-444581,-421639,-398346,-375616,-353889,-333320,-314310,-296918,-281269,-999999,-256372,-247434,-240966,-236970,-235596,-236895,-240867,-247577,-257141,-269558,-284722,-302708,-323049,-345485,-369082,-392977,-416416,-438467,-458616,-474336,-484558
-631,-240229,-239661,-239131,-238654,-238209,-237813,-237438,-237085,-236782,-236495,-236248,-236043,-235859,-235689,-235577,-235488,-235408,-235389,-999999,-235374,-235428,-235477,-235568,-235680,-235824,-235978,-236149,-236343,-236569,-236812,-237085,-237373,-237639
305,-236237,-236117,-235975,-235888,-235765,-235687,-235598,-235486,-235412,-235361,-235303,-235235,-235199,-235180,-235156,-235162,-235162,-235191,-235202,-235250,-235303,-235369,-235456,-235546,-235664,-235779,-235922,-236095,-236266,-236472,-236658,-236890,-237147
