-448,-233112,-232852,-232644,-232427,-232232,-232061,-231918,-231791,-231661,-231575,-231489,-231416,-231380,-231351,-231333,-231317,-231351,-231380,-231403,-231457,-231535,-231607,-231703,-231782,-231888,-232022,-232159,-232288,-232433,-232608,-232777,-232958,-233133
-2808,-511062,-502696,-487159,-466528,-442855,-417857,-999999,-366299,-341451,-318156,-297110,-278713,-263088,-250551,-241062,-234729,-231365,-231085,-233802,-239447,-247992,-259327,-273347,-289709,-308151,-328530,-350545,-373723,-398108,-423140,-448414,-472608,-493008
-2292,-328591,-316799,-305796,-295585,-286175,-277537,-269582,-262386,-256009,-250435,-245590,-241505,-238149,-235516,-233628,-232430,-231955,-232169,-233096,-234716,-237026,-240053,-243713,-248018,-252967,-258603,-264902,-271887,-279538,-287864,-296628,-306271,-316599
-2830,-508485,-498950,-484163,-465149,-442678,-417370,-390747,-363902,-338396,-314974,-294081,-276176,-261196,-249252,-240421,-234677,-231969,-232295,-235647,-241979,-251124,-263307,-278292,-295902,-315935,-999999,-361560,-386338,-411669,-436581,-461024,-482656,-499321
-2370,-343694,-330351,-317635,-305811,-294906,-284925,-275787,-267529,-260136,-253654,-248045,-243252,-239277,-236079,-233685,-232062,-231200,-231094,-231745,-233125,-235242,-238115,-241702,-245996,-251002,-256768,-263321,-270606,-278564,-287303,-296641,-306778,-317629
-2248,-452257,-432357,-411557,-390543,-369384,-348981,-329478,-311421,-294931,-280265,-267389,-256499,-247560,-240573,-235474,-232321,-231047,-231677,-234179,-238458,-244591,-252558,-262305,-273797,-286951,-301605,-317693,-335162,-353767,-372965,-393041,-413518,-434124
-2379,-339480,-326123,-313637,-302216,-291486,-281687,-272794,-264811,-257680,-999999,-246080,-241566,-237887,-235043,-233020,-231762,-231291,-231580,-232630,-234408,-236945,-240236,-244279,-249017,-254470,-260681,-267620,-275280,-283743,-292921,-302799,-313394,-324638
-1436,-331797,-320093,-308995,-298572,-288885,-279851,-271564,-264085,-257422,-251456,-246272,-241864,-238207,-235337,-233207,-231869,-231262,-231426,-232342,-234004,-236411,-239573,-243446,-248047,-253303,-259278,-266031,-273318,-999999,-289910,-299007,-308690,-318900
-2372,-344795,-331075,-318415,-306470,-295414,-285336,-276115,-267747,-260261,-253697,-248052,-243224,-239223,-236027,-233609,-231988,-231145,-231046,-231705,-233124,-235254,-238154,-241797,-246123,-251197,-256965,-263556,-270858,-278924,-287686,-297101,-307267,-318156
1005,-287034,-280750,-274804,-269215,-263934,-259087,-254536,-250378,-246601,-243197,-240197,-237600,-235434,-233684,-232313,-231428,-230969,-230997,-231464,-232381,-233806,-235670,-238048,-240936,-244284,-248147,-999999,-257408,-262810,-268677,-275004,-281824,-289108
