cmd_path,cmd_sweep_0,cmd_sweep_1,base_dac_y,base_dac_x,max_cross_x_index,max_cross_y_index,max_cross_x,max_cross_y,fit_x,fit_y,dac_y_at_max_cross,dac_x_at_max_cross
RECAL 1 3 17 14 14 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2196 64 4 80,-2253,-2148,15,14,-240539,-241535,-2196,-2088,-2197,-2088
RECAL 1 3 17 15 15 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2194 64 4 80,-2251,-1288,16,14,-234997,-235040,-2194,-1224,-2195,-1224
RECAL 1 3 17 16 16 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2283 64 4 80,-2340,1155,17,14,-231513,-231848,-2283,1222,-2284,1223
RECAL 1 3 17 17 17 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2283 64 4 80,-2339,2019,17,14,-237465,-237710,-2283,2084,-2283,2087
RECAL 1 3 17 18 18 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2207 64 4 80,-2262,2612,17,14,-240724,-241811,-2207,2677,-2206,2680
RECAL 1 3 18 1 1 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2161 64 4 80,2096,-2767,15,16,-228078,-231422,2161,-2708,2160,-2707
RECAL 1 3 18 2 2 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2091 64 4 80,2029,-2169,15,15,-226396,-226950,2091,-2107,2089,-2109
RECAL 1 3 18 3 3 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2093 64 4 80,2029,-1305,16,16,-229236,-229237,2093,-1243,2093,-1241
RECAL 1 3 18 4 4 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2107 64 4 80,2044,1161,16,16,-230163,-230206,2107,1225,2108,1225
RECAL 1 3 18 5 5 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2211 64 4 80,2147,2028,17,16,-232541,-232969,2211,2094,2211,2096
RECAL 1 3 18 6 6 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2219 64 4 80,2155,2630,17,16,-238064,-239649,2219,2695,2219,2698
RECAL 1 3 18 7 7 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 330 64 4 80,285,2668,17,11,-240984,-243355,329.8,2734,329,2736
RECAL 1 3 18 8 8 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 269 64 4 80,224,2078,16,11,-234423,-234412,269.4,2144,268,2142
RECAL 1 3 18 9 9 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -657 64 4 80,-715,1244,16,14,-232466,-232478,-657,1309,-659,1308
RECAL 1 3 18 10 10 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -700 64 4 80,-758,-1213,16,15,-232402,-232411,-699.5,-1151,-698,-1149
RECAL 1 3 18 11 11 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -720 64 4 80,-773,-2114,15,13,-230814,-232180,-719.6,-2054,-721,-2054
RECAL 1 3 18 12 12 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -452 64 4 80,-491,-2726,15,10,-233725,-235755,-451.5,-2666,-451,-2666
RECAL 1 3 18 13 13 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2231 64 4 80,-2288,-2754,15,14,-234008,-236655,-2231,-2695,-2232,-2694
RECAL 1 3 18 14 14 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2292 64 4 80,-2350,-2153,15,15,-235298,-235790,-2292,-2091,-2290,-2093
RECAL 1 3 18 15 15 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2290 64 4 80,-2348,-1281,16,15,-234509,-234616,-2290,-1218,-2288,-1217
RECAL 1 3 18 16 16 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2276 64 4 80,-2334,1183,16,14,-237771,-237870,-2276,1247,-2278,1247
RECAL 1 3 18 17 17 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2178 64 4 80,-2237,2040,16,15,-235058,-235125,-2178,2105,-2177,2104
RECAL 1 3 18 18 18 50,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2173 64 4 80,-2230,2637,17,14,-239174,-240663,-2173,2702,-2174,2705
RECAL 1 3 19 1 1 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2184 64 4 80,2120,-2864,15,16,-241154,-242129,2184,-2801,2184,-2804
RECAL 1 3 19 2 2 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2224 64 4 80,2162,-2272,15,15,-235421,-235610,2224,-2209,2222,-2212
RECAL 1 3 19 3 3 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2216 64 4 80,2152,-1448,16,16,-233886,-233901,2216,-1384,2216,-1384
RECAL 1 3 19 4 4 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2209 64 4 80,2147,1031,16,15,-231072,-231168,2209,1096,2207,1095
RECAL 1 3 19 5 5 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2199 64 4 80,2135,1975,16,16,-233081,-233105,2199,2040,2199,2039
RECAL 1 3 19 6 6 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2192 64 4 80,2129,2602,17,16,-242923,-244395,2192,2669,2193,2670
RECAL 1 3 19 7 7 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 234 64 4 80,210,2617,17,7,-232263,-232414,234.4,2681,238,2685
RECAL 1 3 19 8 8 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 311 64 4 80,258,1993,16,13,-233288,-233272,310.5,2059,310,2057
RECAL 1 3 19 9 9 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 378 64 4 80,339,1067,16,10,-234334,-234317,377.9,1132,379,1131
RECAL 1 3 19 10 10 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 442 64 4 80,393,-1421,16,12,-232524,-232523,442.3,-1356,441,-1357
RECAL 1 3 19 11 11 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 484 64 4 80,432,-2254,16,13,-236693,-236706,484.2,-2191,484,-2190
RECAL 1 3 19 12 12 51,RECAL 3 0 9999 181 64 4 80,RECAL 3 1 9999 126 64 4 80,117,-2849,15,2,-239167,-239730,125.6,-2786,125,-2789
RECAL 1 3 19 13 13 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2178 64 4 80,-2236,-2876,15,14,-249857,-250253,-2178,-2812,-2180,-2816
RECAL 1 3 19 14 14 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2133 64 4 80,-2191,-2288,15,15,-239712,-239895,-2133,-2226,-2131,-2228
RECAL 1 3 19 15 15 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2142 64 4 80,-2201,-1450,16,15,-235595,-235637,-2142,-1385,-2141,-1386
RECAL 1 3 19 16 16 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2150 64 4 80,-2209,1029,16,15,-231338,-231386,-2150,1093,-2149,1093
RECAL 1 3 19 17 17 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2161 64 4 80,-2217,1971,16,14,-235691,-235700,-2161,2036,-2161,2035
RECAL 1 3 19 18 18 51,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2171 64 4 80,-2230,2599,16,15,-235469,-235490,-2171,2666,-2170,2663
RECAL 1 3 20 1 1 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2162 64 4 80,2095,-2765,15,17,-239262,-241776,2162,-2705,2163,-2705
RECAL 1 3 20 2 2 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2080 64 4 80,2014,-2164,15,16,-240998,-241893,2080,-2103,2078,-2104
RECAL 1 3 20 3 3 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2079 64 4 80,2015,-1294,16,16,-239811,-239818,2079,-1232,2079,-1230
RECAL 1 3 20 4 4 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2182 64 4 80,2115,1167,16,17,-241736,-241810,2182,1233,2183,1231
RECAL 1 3 20 5 5 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2183 64 4 80,2117,2035,17,16,-252256,-253128,2183,2102,2181,2103
RECAL 1 3 20 6 6 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2184 64 4 80,2117,2638,17,17,-258799,-259504,2184,2702,2185,2706
RECAL 1 3 20 7 7 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -347 64 4 80,-421,2666,17,18,-244400,-246411,-347.4,2732,-349,2734
RECAL 1 3 20 8 8 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -349 64 4 80,-408,2075,16,14,-240230,-240227,-349,2141,-352,2139
RECAL 1 3 20 9 9 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -351 64 4 80,-401,1233,17,12,-239697,-239772,-351,1299,-353,1301
RECAL 1 3 20 10 10 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -777 64 4 80,-835,-1220,15,15,-236022,-236076,-776.7,-1158,-775,-1160
RECAL 1 3 20 11 11 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -780 64 4 80,-842,-2122,16,15,-240846,-240884,-780.4,-2060,-782,-2058
RECAL 1 3 20 12 12 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -504 64 4 80,-569,-2731,15,16,-236942,-238915,-504.2,-2671,-505,-2671
RECAL 1 3 20 13 13 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2246 64 4 80,-2306,-2761,15,15,-245441,-248629,-2246,-2703,-2246,-2701
RECAL 1 3 20 14 14 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2319 64 4 80,-2378,-2161,15,15,-244831,-245268,-2319,-2099,-2318,-2101
RECAL 1 3 20 15 15 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2320 64 4 80,-2380,-1290,15,15,-240448,-240536,-2320,-1228,-2320,-1230
RECAL 1 3 20 16 16 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2226 64 4 80,-2286,1169,16,15,-246020,-246018,-2226,1234,-2226,1233
RECAL 1 3 20 17 17 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2224 64 4 80,-2281,2033,17,14,-252349,-253854,-2224,2101,-2225,2101
RECAL 1 3 20 18 18 52,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2223 64 4 80,-2284,2632,17,15,-260313,-263148,-2223,2700,-2224,2700
RECAL 1 3 21 1 1 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2225 64 4 80,2159,-2704,15,17,-252039,-252756,2225,-2641,2227,-2644
RECAL 1 3 21 2 2 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2142 64 4 80,2076,-2110,15,16,-250117,-250595,2142,-2048,2140,-2050
RECAL 1 3 21 3 3 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2220 64 4 80,2153,-1257,16,17,-243821,-243878,2220,-1192,2221,-1193
RECAL 1 3 21 4 4 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2208 64 4 80,2143,1154,17,16,-242767,-242970,2208,1221,2207,1222
RECAL 1 3 21 5 5 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2205 64 4 80,2138,2001,17,17,-248382,-249596,2205,2068,2206,2069
RECAL 1 3 21 6 6 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2199 64 4 80,2135,2588,18,16,-250168,-254252,2199,2656,2199,2660
RECAL 1 3 21 7 7 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -228 64 4 80,-290,2613,18,16,-258206,-262338,-228.2,2681,-226,2685
RECAL 1 3 21 8 8 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 142 64 4 80,112,2026,17,7,-250124,-252069,142.2,2095,140,2094
RECAL 1 3 21 9 9 53,RECAL 3 0 9999 9999 128 4 80,RECAL 3 1 9999 -89 128 4 80,-196,1142,33,27,-243763,-243978,-88.67,1268,-88,1274
RECAL 1 3 21 10 10 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 312 64 4 80,265,-1200,16,11,-242605,-242605,312.4,-1136,309,-1136
RECAL 1 3 21 11 11 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -545 64 4 80,-601,-2078,15,14,-249911,-250357,-545.1,-2017,-545,-2018
RECAL 1 3 21 12 12 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 350 64 4 80,290,-2679,15,14,-248034,-249988,349.6,-2619,346,-2619
RECAL 1 3 21 13 13 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2172 64 4 80,-2230,-2709,15,15,-252343,-253331,-2172,-2647,-2170,-2649
RECAL 1 3 21 14 14 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2248 64 4 80,-2307,-2118,15,15,-251905,-252299,-2248,-2056,-2247,-2058
RECAL 1 3 21 15 15 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2176 64 4 80,-2235,-1272,16,15,-248934,-248933,-2176,-1207,-2175,-1208
RECAL 1 3 21 16 16 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2190 64 4 80,-2249,1131,17,15,-246909,-247328,-2190,1199,-2189,1199
RECAL 1 3 21 17 17 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2190 64 4 80,-2251,1983,17,15,-251994,-253929,-2190,2052,-2191,2051
RECAL 1 3 21 18 18 53,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2201 64 4 80,-2261,2578,17,15,-258487,-260248,-2201,2645,-2201,2646
RECAL 1 3 22 1 1 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2183 64 4 80,2117,-2859,15,16,-249357,-251974,2183,-2799,2181,-2799
RECAL 1 3 22 2 2 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2206 64 4 80,2138,-2276,15,17,-244064,-245070,2206,-2215,2206,-2216
RECAL 1 3 22 3 3 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2233 64 4 80,2167,-1469,16,16,-242108,-242185,2233,-1405,2231,-1405
RECAL 1 3 22 4 4 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2175 64 4 80,2110,986,16,16,-246020,-246058,2175,1049,2174,1050
RECAL 1 3 22 5 5 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2224 64 4 80,2158,1942,17,17,-247689,-248160,2224,2009,2226,2010
RECAL 1 3 22 6 6 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2302 64 4 80,2235,2570,17,17,-248901,-250364,2302,2636,2303,2638
RECAL 1 3 22 7 7 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 771 64 4 80,711,2612,17,15,-245136,-247280,771.1,2680,771,2680
RECAL 1 3 22 8 8 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 443 64 4 80,395,2001,17,12,-242034,-242066,442.7,2067,443,2069
RECAL 1 3 22 9 9 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -235 64 4 80,-299,1094,16,16,-242409,-242415,-234.9,1158,-235,1158
RECAL 1 3 22 10 10 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 476 64 4 80,423,-1378,15,13,-239273,-239851,476,-1318,475,-1318
RECAL 1 3 22 11 11 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 320 64 4 80,251,-2219,15,17,-238975,-240672,319.6,-2160,319,-2159
RECAL 1 3 22 12 12 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -148 64 4 80,-216,-2813,15,18,-257528,-261166,-147.5,-2755,-144,-2753
RECAL 1 3 22 13 13 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2194 64 4 80,-2256,-2829,15,16,-247288,-250171,-2194,-2770,-2192,-2769
RECAL 1 3 22 14 14 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2169 64 4 80,-2229,-2240,15,15,-242567,-244117,-2169,-2180,-2169,-2180
RECAL 1 3 22 15 15 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2141 64 4 80,-2201,-1415,15,15,-245167,-245281,-2141,-1353,-2141,-1355
RECAL 1 3 22 16 16 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2200 64 4 80,-2257,1049,16,14,-247923,-247936,-2200,1111,-2201,1113
RECAL 1 3 22 17 17 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2149 64 4 80,-2208,1974,17,15,-248820,-248944,-2149,2040,-2148,2042
RECAL 1 3 22 18 18 54,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2069 64 4 80,-2126,2592,17,14,-251018,-251734,-2069,2657,-2070,2660
RECAL 1 3 23 1 1 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2180 64 4 80,2116,-2861,15,16,-235348,-238541,2180,-2802,2180,-2801
RECAL 1 3 23 2 2 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2083 64 4 80,2016,-2283,15,17,-229920,-230742,2083,-2222,2084,-2223
RECAL 1 3 23 3 3 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2170 64 4 80,2105,-1490,16,16,-229241,-229242,2170,-1427,2169,-1426
RECAL 1 3 23 4 4 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2097 64 4 80,2029,940,16,17,-226841,-226841,2097,1005,2097,1004
RECAL 1 3 23 5 5 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2158 64 4 80,2092,1913,16,17,-229316,-229411,2158,1977,2160,1977
RECAL 1 3 23 6 6 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2156 64 4 80,2089,2543,17,17,-234397,-235670,2156,2608,2157,2611
RECAL 1 3 23 7 7 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -423 64 4 80,-497,2500,17,18,-235802,-237353,-423.1,2566,-425,2568
RECAL 1 3 23 8 8 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -400 64 4 80,-466,1854,17,16,-232003,-232868,-399.6,1922,-402,1922
RECAL 1 3 23 9 9 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -660 64 4 80,-722,826,16,16,-230263,-230281,-659.9,889.8,-658,890
RECAL 1 3 23 10 10 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -287 64 4 80,-357,-1560,15,18,-233112,-233395,-287.1,-1499,-285,-1500
RECAL 1 3 23 11 11 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -716 64 4 80,-774,-2329,15,15,-233769,-234139,-716.3,-2267,-714,-2269
RECAL 1 3 23 12 12 55,RECAL 3 0 9999 -179 64 4 80,RECAL 3 1 9999 -235 64 4 80,-243,-2898,15,2,-245429,-246856,-235,-2835,-235,-2838
RECAL 1 3 23 13 13 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2201 64 4 80,-2261,-2886,15,15,-236076,-237993,-2201,-2824,-2201,-2826
RECAL 1 3 23 14 14 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2288 64 4 80,-2349,-2317,15,15,-235097,-236235,-2288,-2256,-2289,-2257
RECAL 1 3 23 15 15 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2206 64 4 80,-2266,-1545,15,15,-229598,-229716,-2206,-1483,-2206,-1485
RECAL 1 3 23 16 16 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2277 64 4 80,-2337,849,16,15,-231594,-231613,-2277,913.9,-2277,913
RECAL 1 3 23 17 17 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2219 64 4 80,-2280,1866,16,15,-230771,-230791,-2219,1931,-2220,1930
RECAL 1 3 23 18 18 55,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2225 64 4 80,-2286,2507,17,15,-236933,-238356,-2225,2573,-2226,2575
RECAL 1 3 24 1 1 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2233 64 4 80,2168,-2669,15,16,-232662,-234007,2233,-2608,2232,-2609
RECAL 1 3 24 2 2 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2148 64 4 80,2081,-2081,16,17,-230592,-230584,2148,-2018,2149,-2017
RECAL 1 3 24 3 3 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2226 64 4 80,2160,-1227,16,16,-226601,-226666,2226,-1162,2224,-1163
RECAL 1 3 24 4 4 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2223 64 4 80,2156,1147,17,17,-228025,-228251,2223,1214,2224,1215
RECAL 1 3 24 5 5 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2216 64 4 80,2150,1982,17,17,-229471,-230567,2216,2049,2218,2050
RECAL 1 3 24 6 6 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2205 64 4 80,2138,2564,18,17,-234621,-238512,2205,2633,2206,2636
RECAL 1 3 24 7 7 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 267 64 4 80,220,2592,17,12,-232166,-234944,267.4,2663,268,2660
RECAL 1 3 24 8 8 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 375 64 4 80,330,2016,17,11,-229868,-231847,375.5,2085,374,2084
RECAL 1 3 24 9 9 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 408 64 4 80,354,1207,17,14,-228630,-228719,407.9,1273,410,1275
RECAL 1 3 24 10 10 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 423 64 4 80,376,-1162,16,12,-227926,-227938,422.8,-1100,424,-1098
RECAL 1 3 24 11 11 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -444 64 4 80,-488,-2042,15,11,-235639,-235803,-443.8,-1980,-444,-1982
RECAL 1 3 24 12 12 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 474 64 4 80,419,-2639,15,14,-242334,-245756,473.8,-2582,475,-2579
RECAL 1 3 24 13 13 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2138 64 4 80,-2197,-2672,15,15,-241112,-244066,-2138,-2614,-2137,-2612
RECAL 1 3 24 14 14 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2221 64 4 80,-2280,-2085,15,15,-237228,-238080,-2221,-2025,-2220,-2025
RECAL 1 3 24 15 15 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2144 64 4 80,-2201,-1239,16,14,-236796,-236841,-2144,-1176,-2145,-1175
RECAL 1 3 24 16 16 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2147 64 4 80,-2203,1132,17,14,-234016,-234343,-2147,1199,-2147,1200
RECAL 1 3 24 17 17 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2155 64 4 80,-2212,1969,17,14,-240353,-242480,-2155,2039,-2156,2037
RECAL 1 3 24 18 18 56,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2169 64 4 80,-2229,2555,17,15,-238010,-240594,-2169,2625,-2169,2623
RECAL 1 3 25 1 1 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2209 64 4 80,2144,-2695,15,16,-243135,-244629,2209,-2632,2208,-2635
RECAL 1 3 25 2 2 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2146 64 4 80,2080,-2104,16,17,-233675,-233719,2146,-2042,2148,-2040
RECAL 1 3 25 3 3 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2121 64 4 80,2057,-1252,16,16,-231469,-231466,2121,-1188,2121,-1188
RECAL 1 3 25 4 4 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2124 64 4 80,2061,1149,16,16,-230607,-230620,2124,1214,2125,1213
RECAL 1 3 25 5 5 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2130 64 4 80,2063,1990,17,17,-230022,-231190,2130,2057,2131,2058
RECAL 1 3 25 6 6 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2192 64 4 80,2126,2578,17,16,-236355,-238679,2192,2646,2190,2646
RECAL 1 3 25 7 7 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -256 64 4 80,-283,2547,17,7,-239658,-240689,-256.4,2612,-255,2615
RECAL 1 3 25 8 8 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -597 64 4 80,-654,1950,17,14,-234101,-234508,-596.5,2016,-598,2018
RECAL 1 3 25 9 9 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -605 64 4 80,-661,1080,16,14,-231071,-231077,-605.2,1145,-605,1144
RECAL 1 3 25 10 10 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -622 64 4 80,-687,-1316,15,16,-234798,-234878,-622.4,-1254,-623,-1256
RECAL 1 3 25 11 11 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -527 64 4 80,-585,-2142,15,15,-235350,-236081,-526.8,-2080,-525,-2082
RECAL 1 3 25 12 12 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 150 64 4 80,103,-2725,15,12,-244189,-246550,149.9,-2664,151,-2665
RECAL 1 3 25 13 13 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2195 64 4 80,-2255,-2697,15,15,-242812,-244984,-2195,-2636,-2195,-2637
RECAL 1 3 25 14 14 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2249 64 4 80,-2309,-2109,15,15,-243475,-244622,-2249,-2049,-2249,-2049
RECAL 1 3 25 15 15 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2271 64 4 80,-2328,-1262,16,14,-237053,-237091,-2271,-1200,-2272,-1198
RECAL 1 3 25 16 16 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2269 64 4 80,-2328,1136,16,15,-234439,-234430,-2269,1199,-2268,1200
RECAL 1 3 25 17 17 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2266 64 4 80,-2325,1981,17,15,-235791,-236064,-2266,2046,-2265,2049
RECAL 1 3 25 18 18 57,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2209 64 4 80,-2270,2568,17,15,-238410,-240119,-2209,2635,-2210,2636
RECAL 1 3 26 1 1 58,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2149 64 4 80,2086,-2722,15,16,-247842,-250286,2149,-2662,2150,-2662
RECAL 1 3 26 2 2 58,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2128 64 4 80,2063,-2119,15,16,-247117,-247635,2128,-2057,2127,-2059
