cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101
RECAL 3 0 9999 9999 64 4 80,2255,-351274,-337908,-325337,-313623,-302716,-292671,-283453,-275041,-267437,-260633,-254658,-249489,-245145,-241649,-238908,-237003,-235932,-235687,-236281,-237724,-240022,-243196,-247243,-252180,-258020,-264819,-272564,-281313,-291099,-301801,-313799,-326980,-341539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2322 64 4 80,2036,-477226,-456958,-435297,-412777,-389903,-367669,-346589,-326862,-308806,-292549,-278205,-265843,-255560,-247370,-241295,-237374,-235657,-236181,-239011,-244080,-251534,-261392,-273594,-288163,-304993,-324081,-345240,-368112,-392324,-417247,-441291,-463423,-482131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2267,-350299,-337235,-325143,-313941,-303580,-294053,-285345,-277390,-270220,-263829,-258252,-253399,-249318,-246001,-243456,-241674,-240660,-240434,-240981,-242325,-244471,-247409,-251158,-255738,-261165,-267452,-274530,-282585,-291545,-301453,-312427,-324485,-337694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2334 64 4 80,2640,-515777,-512274,-504082,-489376,-465549,-437281,-407331,-377837,-350393,-325445,-303468,-284625,-269142,-256769,-247847,-242374,-240381,-241931,-247077,-255879,-268467,-284813,-305050,-329336,-357608,-389885,-424983,-459153,-486183,-501674,-509880,-513820,-517694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,704,-250240,-249326,-248457,-247645,-246888,-246183,-245540,-244947,-244420,-243973,-243567,-243237,-242966,-242759,-242626,-242557,-242563,-242634,-242777,-243004,-243299,-243676,-244125,-244664,-245281,-245979,-246766,-247635,-248597,-249656,-250795,-252040,-253357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 766 64 4 80,2667,-517510,-515626,-509258,-499969,-481182,-454190,-423666,-392330,-362864,-336347,-312890,-292734,-275886,-262382,-252326,-245696,-242545,-242934,-246957,-254701,-266304,-281850,-301113,-324718,-352466,-384176,-419389,-455178,-485174,-501597,-510367,-515114,-517442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,660,-243601,-242704,-241862,-241069,-240338,-239667,-239052,-238502,-238012,-237577,-237205,-236907,-236668,-236493,-236393,-236370,-236406,-236519,-236709,-236981,-237326,-237746,-238255,-238838,-239509,-240266,-241097,-242017,-243028,-244143,-245345,-246638,-248031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 720 64 4 80,2077,-479830,-459454,-436660,-412889,-388936,-365793,-344025,-323781,-305400,-289232,-274940,-262838,-252997,-245435,-240121,-237090,-236368,-237979,-241939,-248302,-257072,-268363,-282131,-298369,-317153,-337993,-361163,-386010,-411800,-436890,-460023,-479671,-494643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,479,-239332,-238895,-238489,-238104,-237755,-237438,-237145,-236887,-236669,-236481,-236322,-236209,-236131,-236089,-236083,-236122,-236199,-236314,-236472,-236672,-236922,-237225,-237566,-237954,-238396,-238880,-239423,-240018,-240663,-241372,-242133,-242946,-243825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 533 64 4 80,1233,-362593,-349590,-336978,-325020,-313695,-302973,-292970,-283678,-275128,-267347,-260352,-254170,-248888,-244395,-240759,-237986,-236097,-235075,-234946,-235697,-237348,-239900,-243374,-247767,-253089,-259384,-266656,-274905,-284012,-294151,-305218,-317180,-329961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,680,-244304,-243221,-242196,-241234,-240339,-239508,-238761,-238074,-237457,-236913,-236437,-236054,-235745,-235511,-235363,-235291,-235309,-235403,-235581,-235852,-236213,-236669,-237210,-237849,-238590,-239420,-240355,-241382,-242521,-243762,-245120,-246586,-248157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 741 64 4 80,-1199,-306153,-296291,-287205,-278816,-271153,-264209,-257982,-252505,-247764,-243737,-240424,-237812,-235940,-234741,-234238,-234416,-235269,-236787,-238964,-241790,-245232,-249292,-253973,-259280,-265211,-271706,-278829,-286533,-294679,-303455,-312718,-322421,-332555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,665,-252968,-251973,-251030,-250143,-249312,-248551,-247842,-247194,-246618,-246100,-245661,-245277,-244961,-244726,-244556,-244465,-244445,-244501,-244637,-244853,-245146,-245527,-245986,-246535,-247171,-247892,-248691,-249599,-250598,-251688,-252881,-254173,-255563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 728 64 4 80,-2100,-439476,-415299,-390833,-367071,-344957,-324610,-306254,-290044,-276036,-264282,-254763,-247532,-242502,-239693,-239099,-240687,-244433,-250283,-258227,-268262,-280325,-294268,-310081,-327630,-346811,-367234,-388820,-410900,-432850,-453965,-473364,-490246,-501013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,677,-249897,-249024,-248203,-247445,-246731,-246086,-245504,-244960,-244493,-244067,-243715,-243424,-243195,-243026,-242932,-242914,-242946,-243057,-243241,-243492,-243828,-244239,-244715,-245270,-245907,-246634,-247436,-248340,-249315,-250375,-251535,-252782,-254127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 737 64 4 80,-2721,-518145,-513505,-507703,-497720,-479247,-450882,-417575,-383929,-353041,-326074,-302662,-283255,-267712,-255983,-247987,-243634,-242838,-245540,-251679,-261211,-274110,-290292,-309616,-332013,-357248,-384381,-413325,-442205,-468828,-490900,-504806,-512871,-516552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2164,-329266,-318730,-309001,-300085,-292016,-284674,-278117,-272291,-267214,-262846,-259173,-256226,-253964,-252402,-251542,-251342,-251815,-252989,-254814,-257336,-260523,-264407,-268990,-274246,-280228,-286909,-294279,-302423,-311319,-321010,-331394,-342769,-355013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2105 64 4 80,-2747,-509989,-502131,-485767,-456748,-421610,-386883,-355429,-327848,-304264,-284551,-268681,-256618,-248279,-243618,-242605,-245142,-251242,-260860,-273926,-290360,-310005,-332893,-358662,-386924,-416854,-446444,-473600,-494084,-506322,-513962,-517306,-518781,-518168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2157,-321882,-311007,-300961,-291790,-283419,-275853,-269063,-263031,-257753,-253226,-249449,-246385,-244077,-242440,-241512,-241286,-241759,-242923,-244778,-247320,-250563,-254494,-259130,-264474,-270510,-277273,-284746,-292942,-301786,-311563,-322125,-333534,-345876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2098 64 4 80,-2157,-501303,-488430,-469864,-446886,-421712,-395791,-371016,-347912,-326801,-307920,-291336,-277042,-265264,-255724,-248609,-243802,-241286,-241028,-242996,-247177,-253551,-262137,-272892,-285799,-300759,-317781,-336752,-357548,-379498,-402853,-426374,-449171,-470651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2151,-320026,-309162,-299133,-290017,-281677,-274123,-267342,-261316,-256062,-251553,-247834,-244777,-242448,-240833,-239925,-239727,-240229,-241423,-243308,-245897,-249178,-253144,-257809,-263187,-269268,-276056,-283460,-291701,-300649,-310425,-321000,-332423,-344743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2092 64 4 80,-1284,-338680,-326163,-314656,-303809,-293861,-284779,-276532,-269123,-262575,-256878,-252017,-247981,-244738,-242300,-240652,-239792,-239714,-240428,-241902,-244149,-247146,-250873,-255320,-260509,-266414,-272986,-280281,-288268,-296884,-306187,-316152,-326699,-337864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2207,-327282,-315999,-305615,-296122,-287542,-279731,-272757,-266591,-261303,-256719,-252929,-249912,-247656,-246158,-245404,-245385,-246120,-247585,-249768,-252671,-256297,-260657,-265752,-271563,-278033,-285328,-293349,-302154,-311785,-322250,-333575,-345850,-359061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2149 64 4 80,1164,-352131,-340448,-329316,-318818,-308965,-299763,-291317,-283478,-276323,-269863,-264120,-259085,-254797,-251304,-248519,-246517,-245305,-244867,-245221,-246372,-248316,-251066,-254647,-259068,-264356,-270477,-277480,-285362,-294105,-303625,-314162,-325482,-337643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2160,-320821,-310503,-301011,-292357,-284475,-277385,-271050,-265463,-260604,-256462,-253052,-250347,-248350,-247068,-246441,-246509,-247256,-248685,-250782,-253552,-257007,-261166,-266015,-271530,-277756,-284683,-292295,-300648,-309768,-319555,-330245,-341799,-354284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2102 64 4 80,2033,-481770,-461081,-437940,-413405,-389483,-366543,-345341,-326043,-308746,-293531,-280402,-269351,-260434,-253676,-249058,-246619,-246380,-248368,-252635,-259224,-268050,-279337,-292942,-308868,-327103,-347579,-370045,-394371,-419840,-444717,-467571,-486127,-498879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2155,-328571,-318530,-309274,-300808,-293169,-286262,-280047,-274533,-269714,-265573,-262089,-259316,-257182,-255698,-254876,-254702,-255170,-256289,-258058,-260482,-263565,-267294,-271690,-276756,-282473,-288866,-295917,-303599,-312140,-321361,-331395,-342214,-353893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2096 64 4 80,2625,-518990,-517527,-516044,-513423,-507068,-495483,-474614,-445458,-414312,-383682,-355575,-330462,-308656,-290137,-274891,-262995,-254596,-249530,-247967,-249918,-255426,-264568,-277388,-293899,-314224,-338384,-366597,-399103,-434807,-469840,-495390,-507668,-513056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2137,-343281,-331978,-321369,-311521,-302395,-294047,-286451,-279591,-273474,-268147,-263675,-259920,-256976,-254860,-253571,-253118,-253539,-254819,-256980,-260039,-264023,-268893,-274718,-281498,-289238,-297903,-307471,-318189,-329905,-342715,-356567,-371455,-387483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2197 64 4 80,-2649,-514403,-507399,-493959,-471689,-444502,-414262,-383961,-355832,-330018,-307445,-288397,-272992,-261383,-253556,-249540,-249305,-252869,-260271,-271520,-286661,-305555,-328211,-354535,-383479,-415270,-447563,-477213,-498637,-510082,-515323,-517975,-519233,-520015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2138,-346285,-334502,-323382,-313008,-303366,-294465,-286351,-278965,-272342,-266526,-261552,-257314,-253907,-251338,-249605,-248728,-248707,-249570,-251316,-253981,-257562,-262079,-267553,-273964,-281338,-289729,-298909,-309276,-320655,-333076,-346536,-360981,-376514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2200 64 4 80,-2062,-484230,-464265,-441672,-417493,-393678,-370333,-348656,-328622,-310659,-294819,-281243,-269955,-260976,-254347,-250068,-248138,-248567,-251387,-256591,-264263,-274180,-286573,-301215,-318161,-337269,-358301,-381134,-405502,-430360,-454918,-477083,-494391,-505511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2145,-340710,-328803,-317640,-307184,-297482,-288601,-280442,-273056,-266548,-260735,-255739,-251588,-248269,-245796,-244171,-243409,-243534,-244546,-246463,-249286,-253041,-257731,-263381,-270005,-277485,-286036,-295549,-306110,-317730,-330303,-343957,-358532,-374186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2206 64 4 80,-1206,-349178,-336507,-324620,-313553,-303267,-293810,-285180,-277324,-270269,-264065,-258647,-254067,-250302,-247351,-245222,-243879,-243328,-243576,-244598,-246393,-248943,-252229,-256269,-261037,-266554,-272788,-279766,-287450,-295797,-304890,-314495,-324822,-335738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2057,-330729,-319852,-309655,-300103,-291327,-283183,-275758,-269033,-263034,-257779,-253276,-249527,-246530,-244302,-242868,-242178,-242298,-243224,-244965,-247518,-250929,-255181,-260323,-266346,-273227,-281019,-289720,-299289,-309846,-321347,-333609,-347005,-361311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2118 64 4 80,1153,-358313,-345291,-332881,-321213,-310280,-300082,-290697,-282077,-274256,-267268,-261086,-255749,-251269,-247667,-244922,-243068,-242116,-242064,-242943,-244733,-247442,-251065,-255642,-261146,-267609,-275018,-283386,-292690,-302934,-314118,-326226,-339236,-352940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2121,-340059,-328522,-317759,-307688,-298380,-289869,-282020,-274946,-268641,-263082,-258323,-254324,-251126,-248722,-247132,-246330,-246352,-247213,-248935,-251508,-254963,-259320,-264594,-270792,-277926,-285993,-294973,-304976,-315982,-327984,-340892,-354938,-369976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2183 64 4 80,1974,-510881,-504251,-491354,-471806,-447433,-421140,-394969,-370001,-347160,-326318,-307787,-291564,-277688,-266165,-257062,-250417,-246205,-244453,-245166,-248334,-253993,-262168,-272784,-285821,-301158,-318812,-338614,-360263,-383618,-408371,-433365,-458181,-479983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2115,-342210,-331097,-320764,-311184,-302355,-294268,-286923,-280271,-274352,-269182,-264752,-261053,-258107,-255924,-254507,-253856,-253993,-254912,-256639,-259194,-262574,-266794,-271874,-277825,-284685,-292390,-301015,-310605,-321141,-332657,-345194,-358726,-373203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2176 64 4 80,2553,-520104,-519766,-517863,-516703,-512838,-503716,-484849,-454716,-420842,-387614,-357362,-330713,-307719,-288551,-273121,-261520,-253756,-249854,-249803,-253610,-261262,-272752,-287998,-306848,-329286,-355018,-383629,-414601,-446192,-475440,-497095,-508801,-515456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-210,-253913,-254040,-254165,-254296,-254425,-254572,-254701,-254840,-254972,-255123,-255255,-255400,-255532,-255671,-255807,-255950,-256091,-256222,-256361,-256478,-256611,-256741,-256862,-256981,-257101,-257221,-257342,-257444,-257549,-257673,-257773,-257878,-257973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -168 64 4 80,-232,-253225,-253345,-253447,-253568,-253683,-253816,-253946,-254072,-254212,-254344,-254473,-254596,-254744,-254884,-255019,-255162,-255296,-255433,-255574,-255714,-255859,-255987,-256126,-256255,-256394,-256529,-256653,-256784,-256912,-257024,-257141,-257267,-257374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -190 64 4 80,-254,-252687,-252760,-252854,-252958,-253045,-253165,-253263,-253380,-253489,-253610,-253737,-253869,-253991,-254124,-254254,-254386,-254524,-254651,-254791,-254925,-255061,-255210,-255349,-255481,-255623,-255761,-255900,-256039,-256171,-256308,-256442,-256581,-256708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -212 64 4 80,-276,-252319,-252354,-252413,-252473,-252537,-252618,-252700,-252800,-252893,-252987,-253087,-253198,-253310,-253423,-253537,-253667,-253786,-253923,-254047,-254178,-254310,-254436,-254585,-254706,-254845,-254987,-255123,-255264,-255403,-255548,-255679,-255818,-255957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -234 64 4 80,-298,-252179,-252182,-252186,-252218,-252230,-252268,-252327,-252362,-252423,-252492,-252574,-252652,-252732,-252827,-252908,-253022,-253124,-253228,-253338,-253454,-253576,-253706,-253828,-253961,-254081,-254220,-254353,-254474,-254608,-254760,-254896,-255029,-255170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -256 64 4 80,-320,-252337,-252271,-252231,-252199,-252164,-252156,-252152,-252159,-252181,-252192,-252230,-252271,-252320,-252385,-252433,-252517,-252586,-252667,-252752,-252842,-252950,-253056,-253167,-253278,-253392,-253498,-253629,-253740,-253877,-254007,-254135,-254264,-254397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -297 64 4 80,2521,-519745,-519425,-517836,-515867,-512744,-503614,-483658,-451668,-416396,-382714,-353008,-326503,-303992,-285371,-270525,-259448,-252148,-248602,-248766,-252621,-260191,-271452,-286355,-304716,-326603,-351913,-379748,-410479,-442060,-472236,-494842,-508010,-514207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-39,-250270,-250319,-250342,-250380,-250406,-250431,-250455,-250467,-250493,-250504,-250518,-250526,-250531,-250550,-250566,-250580,-250612,-250638,-250668,-250713,-250746,-250785,-250840,-250892,-250950,-251007,-251067,-251147,-251206,-251295,-251379,-251467,-251550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 3 64 4 80,-61,-250056,-250108,-250159,-250201,-250250,-250293,-250332,-250351,-250385,-250417,-250442,-250458,-250486,-250501,-250514,-250529,-250536,-250546,-250556,-250574,-250590,-250616,-250629,-250667,-250702,-250744,-250786,-250825,-250881,-250939,-250989,-251063,-251115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -19 64 4 80,-83,-249720,-249797,-249850,-249915,-249981,-250036,-250078,-250141,-250177,-250212,-250258,-250311,-250330,-250376,-250403,-250427,-250451,-250480,-250489,-250504,-250522,-250540,-250540,-250549,-250557,-250579,-250591,-250627,-250655,-250679,-250719,-250752,-250799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -41 64 4 80,-105,-249332,-249400,-249473,-249548,-249617,-249682,-249744,-249815,-249880,-249945,-250002,-250051,-250106,-250162,-250208,-250243,-250282,-250323,-250358,-250389,-250420,-250446,-250463,-250484,-250494,-250517,-250532,-250536,-250540,-250549,-250563,-250579,-250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -63 64 4 80,-127,-248893,-248965,-249049,-249120,-249210,-249277,-249361,-249433,-249504,-249579,-249644,-249721,-249784,-249850,-249911,-249966,-250021,-250082,-250124,-250176,-250221,-250261,-250296,-250325,-250372,-250404,-250422,-250448,-250468,-250467,-250496,-250511,-250529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -85 64 4 80,-149,-248422,-248501,-248580,-248658,-248742,-248826,-248917,-248985,-249079,-249154,-249238,-249318,-249391,-249463,-249533,-249613,-249680,-249743,-249813,-249874,-249931,-249987,-250042,-250096,-250146,-250190,-250241,-250276,-250316,-250353,-250377,-250400,-250429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -107 64 4 80,-171,-247989,-248057,-248132,-248210,-248297,-248388,-248463,-248534,-248623,-248710,-248793,-248868,-248953,-249042,-249123,-249186,-249269,-249346,-249419,-249495,-249576,-249637,-249712,-249777,-249841,-249904,-249961,-250009,-250065,-250116,-250162,-250212,-250267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -129 64 4 80,-193,-247614,-247675,-247746,-247805,-247875,-247951,-248017,-248098,-248176,-248253,-248340,-248419,-248505,-248581,-248671,-248745,-248832,-248909,-248996,-249070,-249150,-249230,-249302,-249378,-249458,-249543,-249603,-249673,-249739,-249809,-249871,-249933,-249986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -151 64 4 80,-215,-247349,-247388,-247431,-247482,-247525,-247583,-247642,-247702,-247775,-247841,-247910,-247983,-248056,-248134,-248216,-248281,-248375,-248455,-248528,-248603,-248694,-248786,-248858,-248931,-249025,-249112,-249193,-249263,-249343,-249425,-249494,-249565,-249640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -173 64 4 80,-237,-247223,-247236,-247249,-247259,-247285,-247320,-247352,-247394,-247446,-247499,-247556,-247611,-247668,-247727,-247794,-247872,-247935,-248019,-248098,-248167,-248259,-248333,-248418,-248500,-248579,-248661,-248744,-248824,-248906,-248972,-249070,-249140,-249213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-617,-248390,-248068,-247811,-247603,-247450,-247362,-247326,-247344,-247405,-247524,-247682,-247895,-248170,-248480,-248830,-249223,-249664,-250149,-250670,-251244,-251838,-252490,-253178,-253895,-254652,-255440,-256269,-257111,-258001,-258920,-259875,-260857,-261869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -592 64 4 80,1085,-349932,-338465,-327492,-317180,-307530,-298562,-290315,-282723,-275832,-269685,-264223,-259496,-255529,-252320,-249876,-248208,-247329,-247246,-247969,-249511,-251849,-255030,-259034,-263882,-269568,-276068,-283414,-291600,-300626,-310537,-321277,-332832,-345243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,281,-247985,-248061,-248163,-248258,-248377,-248516,-248670,-248825,-248999,-249199,-249403,-249639,-249879,-250140,-250423,-250732,-251057,-251409,-251775,-252170,-252582,-253012,-253482,-253963,-254479,-255019,-255570,-256163,-256781,-257436,-258118,-258842,-259583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 323 64 4 80,259,-247737,-247752,-247786,-247832,-247881,-247934,-248016,-248095,-248189,-248310,-248437,-248584,-248731,-248904,-249086,-249298,-249510,-249751,-250006,-250282,-250575,-250882,-251228,-251574,-251969,-252361,-252788,-253241,-253707,-254201,-254740,-255289,-255861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
