line_no,cmd,sweep_mode,base_x,base_y,legacy_5param,offset_dac,step_dac,delay_ms,dac_base,n_powers,fit_ok,validate_code,span,trend,global_max_idx,global_max_y,t_star,peak_idx,dac_peak,fit_n,fit_points
2,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2543.000000,33,0,ParabolaNotDownward,58.000000,Flat,32,-239988.000000,,,,0,
3,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,2407.000000,101,1,Ok,252549.000000,NonMono,51,-244534.000000,50.875174,51,2610.500697,7,[48]=-247845;[49]=-245930;[50]=-244839;[51]=-244534;[52]=-245032;[53]=-246342;[54]=-248459
4,RECAL 3 0 9999 2611 64 4 80,0,9999,2611,0,64,4,80,2547.000000,33,1,Ok,110531.000000,NonMono,16,-244469.000000,15.879321,16,2610.517284,7,[13]=-247766;[14]=-245890;[15]=-244784;[16]=-244469;[17]=-244981;[18]=-246303;[19]=-248431
5,RECAL 3 1 9999 2611 64 4 80,1,9999,2611,0,64,4,80,-2923.000000,33,1,Ok,259540.000000,NonMono,14,-236763.000000,13.767813,14,-2867.928747,5,[12]=-241592;[13]=-237608;[14]=-236763;[15]=-239060;[16]=-244473
6,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2478.000000,33,1,Ok,101818.000000,NonMono,16,-231398.000000,16.492918,16,2543.971674,7,[13]=-236068;[14]=-233731;[15]=-232185;[16]=-231398;[17]=-231405;[18]=-232203;[19]=-233808
7,RECAL 3 1 9999 2544 64 4 80,1,9999,2544,0,64,4,80,-2279.000000,33,1,Ok,256872.000000,NonMono,14,-227223.000000,13.929098,14,-2223.283609,5,[12]=-230759;[13]=-228035;[14]=-227223;[15]=-228307;[16]=-231312
8,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2539.000000,33,1,Ok,108084.000000,NonMono,16,-228226.000000,16.465316,16,2604.861262,7,[13]=-233181;[14]=-230671;[15]=-229037;[16]=-228226;[17]=-228255;[18]=-229109;[19]=-230877
9,RECAL 3 1 9999 2605 64 4 80,1,9999,2605,0,64,4,80,-1349.000000,33,1,Ok,106209.000000,NonMono,14,-226562.000000,13.819017,14,-1293.723930,7,[11]=-229184;[12]=-227654;[13]=-226770;[14]=-226562;[15]=-227015;[16]=-228142;[17]=-229935
10,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2436.000000,33,1,Ok,98106.000000,NonMono,16,-223847.000000,16.363246,16,2501.452984,7,[13]=-228043;[14]=-225871;[15]=-224511;[16]=-223847;[17]=-223947;[18]=-224799;[19]=-226417
11,RECAL 3 1 9999 2501 64 4 80,1,9999,2501,0,64,4,80,1249.000000,33,1,Ok,101003.000000,NonMono,15,-223690.000000,15.353578,15,1310.414313,7,[12]=-227417;[13]=-225505;[14]=-224268;[15]=-223690;[16]=-223784;[17]=-224572;[18]=-226040
12,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2501.000000,33,1,Ok,102607.000000,NonMono,16,-225718.000000,16.247638,16,2565.990553,7,[13]=-229744;[14]=-227619;[15]=-226295;[16]=-225718;[17]=-225906;[18]=-226880;[19]=-228674
13,RECAL 3 1 9999 2566 64 4 80,1,9999,2566,0,64,4,80,2168.000000,33,1,Ok,242027.000000,NonMono,16,-225672.000000,16.296353,16,2233.185411,5,[14]=-230646;[15]=-227210;[16]=-225672;[17]=-226073;[18]=-228407
14,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2488.000000,33,1,Ok,100259.000000,NonMono,17,-229066.000000,16.786715,17,2555.146862,7,[14]=-231864;[15]=-230197;[16]=-229254;[17]=-229066;[18]=-229576;[19]=-230799;[20]=-232775
15,RECAL 3 1 9999 2555 64 4 80,1,9999,2555,0,64,4,80,2803.000000,33,1,Ok,268420.000000,NonMono,17,-227417.000000,17.025634,17,2871.102534,5,[15]=-233709;[16]=-229045;[17]=-227417;[18]=-228904;[19]=-233535
16,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,822.000000,33,1,Ok,12414.000000,NonMono,14,-233415.000000,13.829720,14,877.318881,21,[4]=-236466;[5]=-235909;[6]=-235373;[7]=-234914;[8]=-234510;[9]=-234163;[10]=-233897;[11]=-233712;[12]=-233530;[13]=-233447;[14]=-233415;[15]=-233488;[16]=-233596;[17]=-233779;[18]=-234022;[19]=-234336;[20]=-234747;[21]=-235218;[22]=-235765;[23]=-236408;[24]=-237143
17,RECAL 3 1 9999 877 64 4 80,1,9999,877,0,64,4,80,2778.000000,33,1,Ok,262726.000000,NonMono,16,-233435.000000,16.413675,16,2843.654701,5,[14]=-241805;[15]=-236135;[16]=-233435;[17]=-233681;[18]=-236931
18,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,849.000000,33,1,Ok,18833.000000,NonMono,11,-233000.000000,11.644153,12,895.576610,19,[2]=-236550;[3]=-235873;[4]=-235252;[5]=-234691;[6]=-234227;[7]=-233835;[8]=-233533;[9]=-233272;[10]=-233097;[11]=-233000;[12]=-233000;[13]=-233066;[14]=-233221;[15]=-233464;[16]=-233789;[17]=-234160;[18]=-234658;[19]=-235257;[20]=-235955
19,RECAL 3 1 9999 896 64 4 80,1,9999,896,0,64,4,80,2133.000000,33,1,Ok,224222.000000,NonMono,16,-232956.000000,16.134660,16,2197.538641,5,[14]=-237112;[15]=-234137;[16]=-232956;[17]=-233646;[18]=-236143
20,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,602.000000,33,1,Ok,7754.000000,NonMono,14,-229501.000000,14.106027,14,658.424108,25,[2]=-232364;[3]=-231913;[4]=-231527;[5]=-231157;[6]=-230809;[7]=-230514;[8]=-230266;[9]=-230030;[10]=-229867;[11]=-229695;[12]=-229604;[13]=-229528;[14]=-229501;[15]=-229514;[16]=-229566;[17]=-229692;[18]=-229836;[19]=-230032;[20]=-230275;[21]=-230558;[22]=-230901;[23]=-231295;[24]=-231749;[25]=-232242;[26]=-232779
21,RECAL 3 1 9999 658 64 4 80,1,9999,658,0,64,4,80,1196.000000,33,1,Ok,101287.000000,NonMono,15,-228890.000000,14.556062,15,1254.224248,7,[12]=-230735;[13]=-229550;[14]=-228934;[15]=-228890;[16]=-229468;[17]=-230685;[18]=-232529
22,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,952.000000,33,1,Ok,22883.000000,NonMono,13,-229652.000000,13.001350,13,1004.005400,17,[5]=-233234;[6]=-232433;[7]=-231692;[8]=-231097;[9]=-230579;[10]=-230169;[11]=-229883;[12]=-229726;[13]=-229652;[14]=-229712;[15]=-229895;[16]=-230195;[17]=-230622;[18]=-231142;[19]=-231802;[20]=-232590;[21]=-233503
23,RECAL 3 1 9999 1004 64 4 80,1,9999,1004,0,64,4,80,-1407.000000,33,1,Ok,120824.000000,NonMono,13,-227353.000000,13.423301,13,-1353.306797,7,[10]=-231457;[11]=-229401;[12]=-227999;[13]=-227353;[14]=-227406;[15]=-228185;[16]=-229624
24,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,778.000000,33,1,Ok,13632.000000,NonMono,14,-228168.000000,13.545463,14,832.181851,19,[5]=-230651;[6]=-230103;[7]=-229625;[8]=-229220;[9]=-228869;[10]=-228599;[11]=-228405;[12]=-228258;[13]=-228179;[14]=-228168;[15]=-228233;[16]=-228374;[17]=-228610;[18]=-228894;[19]=-229267;[20]=-229724;[21]=-230262;[22]=-230881;[23]=-231594
25,RECAL 3 1 9999 832 64 4 80,1,9999,832,0,64,4,80,-2316.000000,33,1,Ok,255652.000000,NonMono,14,-225819.000000,14.410052,14,-2258.359791,5,[12]=-231276;[13]=-227583;[14]=-225819;[15]=-225993;[16]=-228128
26,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,977.000000,33,1,Ok,18343.000000,NonMono,15,-237251.000000,14.722689,15,1035.890756,15,[8]=-239704;[9]=-239032;[10]=-238471;[11]=-238011;[12]=-237668;[13]=-237425;[14]=-237274;[15]=-237251;[16]=-237337;[17]=-237562;[18]=-237871;[19]=-238323;[20]=-238852;[21]=-239549;[22]=-240381
27,RECAL 3 1 9999 1036 64 4 80,1,9999,1036,0,64,4,80,-2945.000000,33,1,Ok,268730.000000,NonMono,13,-227557.000000,13.459643,13,-2891.161428,17,[5]=-337938;[6]=-312993;[7]=-291492;[8]=-273107;[9]=-257917;[10]=-245782;[11]=-236698;[12]=-230609;[13]=-227557;[14]=-227600;[15]=-230796;[16]=-237155;[17]=-246640;[18]=-259504;[19]=-275596;[20]=-295041;[21]=-317512
28,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2276.000000,33,1,Ok,85478.000000,NonMono,14,-250553.000000,14.267901,14,-2218.928395,9,[10]=-255426;[11]=-253392;[12]=-251907;[13]=-250946;[14]=-250553;[15]=-250662;[16]=-251336;[17]=-252529;[18]=-254303
29,RECAL 3 1 9999 -2219 64 4 80,1,9999,-2219,0,64,4,80,-2916.000000,33,1,Ok,253760.000000,NonMono,14,-242381.000000,13.676245,14,-2861.295019,5,[12]=-246380;[13]=-242893;[14]=-242381;[15]=-244872;[16]=-250488
30,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2343.000000,33,1,Ok,92866.000000,NonMono,14,-244066.000000,13.962723,14,-2287.149109,9,[10]=-248638;[11]=-246610;[12]=-245179;[13]=-244329;[14]=-244066;[15]=-244369;[16]=-245264;[17]=-246728;[18]=-248783
31,RECAL 3 1 9999 -2287 64 4 80,1,9999,-2287,0,64,4,80,-2274.000000,33,1,Ok,249078.000000,NonMono,14,-239549.000000,13.773407,14,-2218.906372,5,[12]=-242438;[13]=-240066;[14]=-239549;[15]=-240902;[16]=-244082
32,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2272.000000,33,1,Ok,84128.000000,NonMono,14,-240842.000000,14.129654,14,-2215.481382,9,[10]=-245394;[11]=-243423;[12]=-242039;[13]=-241161;[14]=-240842;[15]=-241017;[16]=-241743;[17]=-242996;[18]=-244764
33,RECAL 3 1 9999 -2215 64 4 80,1,9999,-2215,0,64,4,80,-1339.000000,33,1,Ok,112673.000000,NonMono,13,-238169.000000,13.077975,13,-1286.688099,9,[9]=-243348;[10]=-241134;[11]=-239513;[12]=-238511;[13]=-238169;[14]=-238425;[15]=-239321;[16]=-240871;[17]=-243035
34,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2394.000000,33,1,Ok,93255.000000,NonMono,14,-239436.000000,13.943857,14,-2338.224574,9,[10]=-243942;[11]=-241966;[12]=-240559;[13]=-239695;[14]=-239436;[15]=-239741;[16]=-240694;[17]=-242167;[18]=-244195
35,RECAL 3 1 9999 -2338 64 4 80,1,9999,-2338,0,64,4,80,1257.000000,33,1,Ok,105612.000000,NonMono,15,-238949.000000,14.694578,15,1315.778311,7,[12]=-241270;[13]=-239855;[14]=-239082;[15]=-238949;[16]=-239472;[17]=-240663;[18]=-242485
36,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2323.000000,33,1,Ok,84603.000000,NonMono,14,-238461.000000,13.883594,14,-2267.465626,9,[10]=-242471;[11]=-240672;[12]=-239382;[13]=-238675;[14]=-238461;[15]=-238781;[16]=-239635;[17]=-241030;[18]=-242932
37,RECAL 3 1 9999 -2267 64 4 80,1,9999,-2267,0,64,4,80,2172.000000,33,1,Ok,224470.000000,NonMono,16,-238480.000000,15.884762,16,2235.539049,5,[14]=-241666;[15]=-239173;[16]=-238480;[17]=-239608;[18]=-242616
38,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2334.000000,33,1,Ok,87489.000000,NonMono,13,-241979.000000,13.194571,13,-2281.221716,9,[9]=-246474;[10]=-244574;[11]=-243197;[12]=-242349;[13]=-241979;[14]=-242146;[15]=-242806;[16]=-243945;[17]=-245623
39,RECAL 3 1 9999 -2281 64 4 80,1,9999,-2281,0,64,4,80,2808.000000,33,1,Ok,254724.000000,NonMono,17,-241838.000000,16.559761,17,2874.239043,5,[15]=-244960;[16]=-241986;[17]=-241838;[18]=-244580;[19]=-250402
40,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2374.000000,33,1,Ok,102294.000000,NonMono,17,-234317.000000,17.041957,17,2442.167828,7,[14]=-237832;[15]=-235918;[16]=-234720;[17]=-234317;[18]=-234670;[19]=-235812;[20]=-237749
41,RECAL 3 1 9999 2442 64 4 80,1,9999,2442,0,64,4,80,-2870.000000,33,1,Ok,267059.000000,NonMono,14,-229333.000000,14.254858,14,-2812.980570,5,[12]=-237582;[13]=-231807;[14]=-229333;[15]=-230130;[16]=-234314
42,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2362.000000,33,1,Ok,100707.000000,NonMono,17,-229641.000000,16.806849,17,2429.227395,7,[14]=-232642;[15]=-230877;[16]=-229883;[17]=-229641;[18]=-230169;[19]=-231523;[20]=-233643
43,RECAL 3 1 9999 2429 64 4 80,1,9999,2429,0,64,4,80,-2235.000000,33,1,Ok,253554.000000,NonMono,15,-228251.000000,14.822821,15,-2175.708714,5,[13]=-231578;[14]=-228898;[15]=-228251;[16]=-229624;[17]=-233060
44,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2350.000000,33,1,Ok,102574.000000,NonMono,17,-229461.000000,16.934941,17,2417.739765,7,[14]=-232753;[15]=-230907;[16]=-229787;[17]=-229461;[18]=-229903;[19]=-231135;[20]=-233173
45,RECAL 3 1 9999 2418 64 4 80,1,9999,2418,0,64,4,80,-1310.000000,33,1,Ok,95169.000000,NonMono,15,-228984.000000,14.789503,15,-1250.841988,7,[12]=-231613;[13]=-230047;[14]=-229176;[15]=-228984;[16]=-229459;[17]=-230603;[18]=-232424
46,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2338.000000,33,1,Ok,101141.000000,NonMono,16,-228929.000000,16.301409,16,2403.205637,7,[13]=-233016;[14]=-230918;[15]=-229536;[16]=-228929;[17]=-229090;[18]=-230010;[19]=-231715
47,RECAL 3 1 9999 2403 64 4 80,1,9999,2403,0,64,4,80,1251.000000,33,1,Ok,95255.000000,NonMono,16,-228914.000000,16.286521,16,1316.146083,7,[13]=-232886;[14]=-230822;[15]=-229482;[16]=-228914;[17]=-229064;[18]=-229974;[19]=-231662
48,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2245.000000,33,1,Ok,90413.000000,NonMono,17,-227446.000000,16.799527,17,2312.198109,7,[14]=-230096;[15]=-228536;[16]=-227629;[17]=-227446;[18]=-227927;[19]=-229141;[20]=-231111
49,RECAL 3 1 9999 2312 64 4 80,1,9999,2312,0,64,4,80,2144.000000,33,1,Ok,251051.000000,NonMono,16,-227443.000000,16.440429,16,2209.761715,5,[14]=-233562;[15]=-229423;[16]=-227443;[17]=-227561;[18]=-229746
50,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2313.000000,33,1,Ok,94900.000000,NonMono,16,-232224.000000,16.363631,16,2378.454525,7,[13]=-236117;[14]=-234129;[15]=-232834;[16]=-232224;[17]=-232310;[18]=-233140;[19]=-234665
51,RECAL 3 1 9999 2378 64 4 80,1,9999,2378,0,64,4,80,2765.000000,33,1,Ok,266690.000000,NonMono,17,-229338.000000,17.328389,17,2834.313554,5,[15]=-238450;[16]=-232171;[17]=-229338;[18]=-229919;[19]=-233916
52,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,174.000000,33,0,ParabolaNotDownward,1967.000000,Flat,6,-237777.000000,,,,0,
53,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,38.000000,101,1,Ok,16484.000000,NonMono,40,-237745.000000,38.821789,39,193.287157,33,[24]=-238011;[25]=-237990;[26]=-237933;[27]=-237924;[28]=-237910;[29]=-237884;[30]=-237859;[31]=-237849;[32]=-237837;[33]=-237800;[34]=-237799;[35]=-237789;[36]=-237771;[37]=-237786;[38]=-237773;[39]=-237769;[40]=-237745;[41]=-237765;[42]=-237766;[43]=-237768;[44]=-237800;[45]=-237831;[46]=-237853;[47]=-237899;[48]=-237937;[49]=-237982;[50]=-238024;[51]=-238079;[52]=-238138;[53]=-238211;[54]=-238279;[55]=-238345;[56]=-238433
54,RECAL 3 0 9999 193 64 4 80,0,9999,193,0,64,4,80,129.000000,33,0,ParabolaNotDownward,580.000000,Flat,14,-237737.000000,,,,0,
55,RECAL 3 1 9999 190 64 4 80,1,9999,190,0,64,4,80,2749.000000,33,1,Ok,261206.000000,NonMono,17,-234941.000000,17.337346,17,2818.349384,5,[15]=-244022;[16]=-237765;[17]=-234941;[18]=-235472;[19]=-239428
56,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-580.000000,33,1,Ok,4252.000000,NonMono,14,-230749.000000,13.085582,13,-527.657671,17,[6]=-231488;[7]=-231304;[8]=-231155;[9]=-230993;[10]=-230869;[11]=-230799;[12]=-230757;[13]=-230753;[14]=-230749;[15]=-230801;[16]=-230878;[17]=-230953;[18]=-231068;[19]=-231215;[20]=-231371;[21]=-231557;[22]=-231776
57,RECAL 3 1 9999 -528 64 4 80,1,9999,-528,0,64,4,80,2120.000000,33,1,Ok,251841.000000,NonMono,17,-229886.000000,16.907441,17,2187.629764,5,[15]=-233706;[16]=-230742;[17]=-229886;[18]=-231117;[19]=-234393
58,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,392.000000,33,1,Ok,5068.000000,NonMono,12,-227767.000000,11.804795,12,439.219182,17,[4]=-228361;[5]=-228224;[6]=-228096;[7]=-227999;[8]=-227900;[9]=-227854;[10]=-227807;[11]=-227779;[12]=-227767;[13]=-227784;[14]=-227812;[15]=-227884;[16]=-227957;[17]=-228057;[18]=-228184;[19]=-228341;[20]=-228517
59,RECAL 3 1 9999 439 64 4 80,1,9999,439,0,64,4,80,1210.000000,33,1,Ok,92211.000000,NonMono,16,-227764.000000,16.033674,16,1274.134698,7,[13]=-231020;[14]=-229241;[15]=-228156;[16]=-227764;[17]=-228125;[18]=-229147;[19]=-230926
60,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,459.000000,33,1,Ok,6102.000000,NonMono,13,-224112.000000,13.024213,13,511.096852,17,[5]=-224961;[6]=-224773;[7]=-224591;[8]=-224457;[9]=-224328;[10]=-224230;[11]=-224180;[12]=-224131;[13]=-224112;[14]=-224123;[15]=-224174;[16]=-224239;[17]=-224344;[18]=-224475;[19]=-224640;[20]=-224850;[21]=-225080
61,RECAL 3 1 9999 511 64 4 80,1,9999,511,0,64,4,80,-1357.000000,33,1,Ok,98555.000000,NonMono,15,-223813.000000,15.088718,15,-1296.645127,7,[12]=-227238;[13]=-225367;[14]=-224240;[15]=-223813;[16]=-224109;[17]=-225121;[18]=-226876
62,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,526.000000,33,1,Ok,8332.000000,NonMono,12,-228835.000000,11.884589,12,573.538354,17,[4]=-229853;[5]=-229618;[6]=-229414;[7]=-229249;[8]=-229107;[9]=-228984;[10]=-228905;[11]=-228853;[12]=-228835;[13]=-228865;[14]=-228923;[15]=-229021;[16]=-229148;[17]=-229330;[18]=-229544;[19]=-229787;[20]=-230083
63,RECAL 3 1 9999 574 64 4 80,1,9999,574,0,64,4,80,-2260.000000,33,1,Ok,257822.000000,NonMono,15,-227182.000000,14.690495,15,-2201.238020,5,[13]=-229926;[14]=-227559;[15]=-227182;[16]=-228836;[17]=-232596
64,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,590.000000,33,1,Ok,8701.000000,NonMono,12,-232441.000000,12.722585,13,640.890341,17,[4]=-233852;[5]=-233547;[6]=-233299;[7]=-233064;[8]=-232870;[9]=-232706;[10]=-232601;[11]=-232506;[12]=-232441;[13]=-232446;[14]=-232460;[15]=-232546;[16]=-232670;[17]=-232809;[18]=-233041;[19]=-233269;[20]=-233546
65,RECAL 3 1 9999 641 64 4 80,1,9999,641,0,64,4,80,-2885.000000,33,1,Ok,271465.000000,NonMono,14,-225465.000000,13.988521,14,-2829.045916,5,[12]=-231959;[13]=-227090;[14]=-225465;[15]=-227202;[16]=-232393
66,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2349.000000,33,1,Ok,110393.000000,NonMono,14,-236855.000000,13.783401,14,-2293.866397,7,[11]=-239318;[12]=-237888;[13]=-237038;[14]=-236855;[15]=-237330;[16]=-238464;[17]=-240235
67,RECAL 3 1 9999 -2294 64 4 80,1,9999,-2294,0,64,4,80,-2877.000000,33,1,Ok,265482.000000,NonMono,14,-231243.000000,14.142857,14,-2820.428571,5,[12]=-238656;[13]=-233342;[14]=-231243;[15]=-232418;[16]=-236832
68,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2355.000000,33,1,Ok,117048.000000,NonMono,13,-233168.000000,13.443293,13,-2301.226829,7,[10]=-236934;[11]=-235028;[12]=-233799;[13]=-233168;[14]=-233213;[15]=-233899;[16]=-235233
69,RECAL 3 1 9999 -2301 64 4 80,1,9999,-2301,0,64,4,80,-2250.000000,33,1,Ok,253593.000000,NonMono,15,-231636.000000,14.748690,15,-2191.005240,5,[13]=-234531;[14]=-232125;[15]=-231636;[16]=-233129;[17]=-236634
70,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2367.000000,33,1,Ok,113476.000000,NonMono,14,-233035.000000,13.817916,14,-2311.728336,7,[11]=-235600;[12]=-234093;[13]=-233231;[14]=-233035;[15]=-233492;[16]=-234565;[17]=-236361
71,RECAL 3 1 9999 -2312 64 4 80,1,9999,-2312,0,64,4,80,-1339.000000,33,1,Ok,90324.000000,NonMono,15,-232852.000000,15.247922,15,-1278.008312,7,[12]=-236463;[13]=-234550;[14]=-233358;[15]=-232852;[16]=-233017;[17]=-233847;[18]=-235347
72,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2377.000000,33,1,Ok,120074.000000,NonMono,13,-229323.000000,13.402512,13,-2323.389950,7,[10]=-233124;[11]=-231203;[12]=-229930;[13]=-229323;[14]=-229393;[15]=-230140;[16]=-231586
73,RECAL 3 1 9999 -2323 64 4 80,1,9999,-2323,0,64,4,80,1224.000000,33,1,Ok,88364.000000,NonMono,16,-229272.000000,16.242797,16,1288.971189,7,[13]=-232918;[14]=-231034;[15]=-229801;[16]=-229272;[17]=-229478;[18]=-230365;[19]=-231996
74,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2470.000000,33,1,Ok,119668.000000,NonMono,14,-233106.000000,14.077591,14,-2413.689635,7,[11]=-236465;[12]=-234620;[13]=-233503;[14]=-233106;[15]=-233401;[16]=-234405;[17]=-236178
75,RECAL 3 1 9999 -2414 64 4 80,1,9999,-2414,0,64,4,80,2126.000000,33,1,Ok,243224.000000,NonMono,16,-233090.000000,16.458929,16,2191.835717,5,[14]=-238995;[15]=-235033;[16]=-233090;[17]=-233183;[18]=-235246
76,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2407.000000,33,1,Ok,114060.000000,NonMono,14,-237437.000000,13.732272,14,-2352.070912,7,[11]=-239835;[12]=-238378;[13]=-237585;[14]=-237437;[15]=-237940;[16]=-239109;[17]=-240976
77,RECAL 3 1 9999 -2352 64 4 80,1,9999,-2352,0,64,4,80,2752.000000,33,1,Ok,262267.000000,NonMono,17,-234078.000000,17.484006,17,2821.936025,17,[9]=-352768;[10]=-326409;[11]=-303363;[12]=-283485;[13]=-267039;[14]=-253808;[15]=-243883;[16]=-237395;[17]=-234078;[18]=-234089;[19]=-237420;[20]=-244013;[21]=-253864;[22]=-266898;[23]=-282891;[24]=-301980;[25]=-323396
78,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2288.000000,33,1,Ok,133345.000000,NonMono,17,-233691.000000,16.855507,17,2355.422027,7,[14]=-237663;[15]=-235364;[16]=-234041;[17]=-233691;[18]=-234326;[19]=-235959;[20]=-238595
79,RECAL 3 1 9999 2355 64 4 80,1,9999,2355,0,64,4,80,-2865.000000,33,1,Ok,268360.000000,NonMono,14,-227624.000000,14.166527,14,-2808.333891,5,[12]=-235673;[13]=-229962;[14]=-227624;[15]=-228825;[16]=-233574
80,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2289.000000,33,1,Ok,138596.000000,NonMono,16,-227487.000000,16.483638,16,2354.934552,5,[14]=-230579;[15]=-228516;[16]=-227487;[17]=-227501;[18]=-228598
81,RECAL 3 1 9999 2355 64 4 80,1,9999,2355,0,64,4,80,-2284.000000,33,1,Ok,268848.000000,NonMono,14,-222658.000000,14.031282,14,-2227.874870,5,[12]=-227625;[13]=-223940;[14]=-222658;[15]=-223794;[16]=-227365
82,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2211.000000,33,1,Ok,145979.000000,NonMono,16,-222488.000000,15.751426,16,2274.005704,7,[13]=-226244;[14]=-223987;[15]=-222741;[16]=-222488;[17]=-223236;[18]=-225051;[19]=-227893
83,RECAL 3 1 9999 2274 64 4 80,1,9999,2274,0,64,4,80,-1490.000000,33,1,Ok,141360.000000,NonMono,15,-221768.000000,14.765676,15,-1430.937297,7,[12]=-225474;[13]=-223248;[14]=-222028;[15]=-221768;[16]=-222479;[17]=-224158;[18]=-226821
84,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2290.000000,33,1,Ok,150871.000000,NonMono,17,-221591.000000,17.061775,17,2358.247102,7,[14]=-226661;[15]=-223919;[16]=-222204;[17]=-221591;[18]=-222063;[19]=-223673;[20]=-226310
85,RECAL 3 1 9999 2358 64 4 80,1,9999,2358,0,64,4,80,949.000000,33,1,Ok,81773.000000,NonMono,14,-220968.000000,14.334366,14,1006.337464,9,[10]=-225250;[11]=-223513;[12]=-222189;[13]=-221347;[14]=-220968;[15]=-221038;[16]=-221596;[17]=-222625;[18]=-224172
86,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2211.000000,33,1,Ok,130834.000000,NonMono,16,-223736.000000,16.465526,16,2276.862105,7,[13]=-229580;[14]=-226649;[15]=-224699;[16]=-223736;[17]=-223768;[18]=-224814;[19]=-226864
87,RECAL 3 1 9999 2277 64 4 80,1,9999,2277,0,64,4,80,1915.000000,33,1,Ok,235328.000000,NonMono,16,-223614.000000,15.871509,16,1978.486035,5,[14]=-226897;[15]=-224335;[16]=-223614;[17]=-224829;[18]=-227930
88,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2282.000000,33,1,Ok,142673.000000,NonMono,17,-225221.000000,17.042257,17,2350.169029,7,[14]=-229822;[15]=-227291;[16]=-225748;[17]=-225221;[18]=-225673;[19]=-227144;[20]=-229664
89,RECAL 3 1 9999 2350 64 4 80,1,9999,2350,0,64,4,80,2544.000000,33,1,Ok,269971.000000,NonMono,16,-225240.000000,16.402148,16,2609.608591,17,[8]=-339530;[9]=-313728;[10]=-291427;[11]=-272410;[12]=-256671;[13]=-244022;[14]=-234541;[15]=-228267;[16]=-225240;[17]=-225517;[18]=-229155;[19]=-236190;[20]=-246559;[21]=-260594;[22]=-278224;[23]=-299498;[24]=-324187
90,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,944.000000,33,1,Ok,26110.000000,NonMono,15,-228723.000000,14.907889,15,1003.631556,13,[9]=-231472;[10]=-230639;[11]=-229948;[12]=-229395;[13]=-229016;[14]=-228780;[15]=-228723;[16]=-228812;[17]=-229080;[18]=-229525;[19]=-230116;[20]=-230866;[21]=-231834
