cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 1 -2042 64 4 80,2585,-270761,-269668,-267930,-263704,-253864,-236288,-212565,-186269,-158024,-130415,-105791,-83662,-64590,-48666,-35960,-26555,-20486,-17822,-18623,-22874,-30676,-42087,-57261,-76319,-99372,-126740,-158143,-191919,-225665,-251685,-263241,-266806,-268584
RECAL 3 0 9999 64 4 80,2118,-125999,-112775,-100535,-89246,-78790,-69179,-60393,-52378,-45098,-38645,-32994,-28110,-24008,-20672,-18140,-16399,-15411,-15199,-15794,-17180,-19387,-22408,-26260,-30902,-36355,-42647,-49821,-57872,-66841,-76812,-87791,-99632,-112724
RECAL 3 1 2185 64 4 80,-2863,-268401,-266282,-260413,-999999,-218936,-186206,-151792,-119979,-92530,-69218,-49950,-34643,-23344,-15679,-11780,-11557,-14969,-21992,-32545,-46607,-64203,-85162,-109062,-135735,-164435,-191750,-218000,-240933,-257271,-265867,-269612,-270925,-271055
RECAL 3 0 9999 64 4 80,2113,-126876,-113412,-100890,-89299,-78490,-68538,-59425,-51133,-43616,-36873,-30921,-25783,-21478,-17986,-15307,-13453,-12427,-12203,-12822,-14271,-16579,-19756,-23810,-28739,-34535,-41172,-48739,-57223,-66665,-77124,-88608,-101125,-114694
RECAL 3 1 2180 64 4 80,-2282,-239298,-220562,-197418,-173194,-146204,-120997,-98066,-77703,-59898,-44765,-32318,-22596,-15345,-10712,-8657,-9160,-12187,-17701,-25724,-36147,-48840,-63723,-80718,-99568,-120102,-142091,-164968,-186623,-206954,-226552,-243271,-256148,-264320
RECAL 3 0 9999 64 4 80,2147,-137326,-122292,-108251,-95175,-83083,-71858,-61554,-52176,-43766,-36132,-29364,-23475,-18457,-14296,-11038,-8642,-7127,-6480,-6696,-7798,-9757,-12622,-16365,-21036,-26591,-33106,-40564,-49003,-58459,-68950,-999999,-93141,-107098
RECAL 3 1 2216 64 4 80,-1489,-129953,-114209,-99377,-85605,-72833,-61274,-50735,-41322,-33029,-25853,-19800,-14854,-11030,-8296,-6633,-6027,-6447,-7896,-10350,-13804,-18265,-23635,-30026,-37364,-45637,-54793,-64830,-75686,-87345,-99783,-112882,-126566,-140725
RECAL 3 0 9999 64 4 80,2078,-118129,-104834,-92529,-81081,-70472,-60665,-51749,-43617,-36304,-29841,-24125,-19206,-15062,-11743,-9176,-7405,-6421,-6245,-6899,-8383,-10705,-13867,-17899,-22813,-28607,-35206,-42814,-51397,-60925,-71488,-83056,-95656,-109365
RECAL 3 1 2145 64 4 80,934,-68865,-61724,-54994,-48641,-42689,-37166,-32065,-27453,-23231,-19441,-16127,-13277,-10893,-8995,-7573,-6638,-6190,-6233,-6785,-7832,-9385,-11467,-14062,-17157,-20820,-25034,-29790,-35102,-40953,-47352,-54296,-61827,-69986
RECAL 3 0 9999 64 4 80,2173,-137597,-122728,-108654,-95564,-83508,-72381,-62169,-52882,-44525,-37096,-30606,-24947,-20165,-16226,-13131,-10891,-9490,-8975,-9282,-10474,-12542,-15471,-19307,-24057,-29725,-36362,-44037,-52767,-62538,-73404,-85395,-98506,-112908
RECAL 3 1 2242 64 4 80,1904,-237164,-221136,-202744,-183837,-162692,-141199,-120776,-101768,-84362,-68609,-54568,-42351,-31970,-23342,-16587,-11790,-8935,-8055,-9197,-12389,-17550,-24842,-34213,-45701,-59237,-74805,-92247,-111391,-131965,-153524,-175779,-195140,-214592
RECAL 3 0 9999 64 4 80,2190,-131838,-117243,-103699,-91202,-79672,-69190,-59643,-51011,-43226,-36323,-30234,-24963,-20520,-16939,-14131,-12152,-10981,-10631,-11096,-12386,-14509,-17510,-21410,-26215,-31928,-38570,-46171,-54763,-64373,-74928,-86748,-99716,-113975
RECAL 3 1 2258 64 4 80,2537,-269595,-267959,-264145,-255899,-241212,-219837,-194180,-166720,-137760,-111220,-87620,-66940,-49405,-34978,-23677,-15495,-10578,-8987,-10816,-16139,-25036,-37611,-53647,-73629,-97252,-124358,-154506,-185252,-212906,-236532,-253087,-262999,-267593
RECAL 3 0 9999 64 4 80,532,-18156,-17630,-17129,-16659,-16225,-15825,-15452,-15104,-14801,-14534,-14294,-14099,-13939,-13812,-13730,-13684,-13669,-13710,-13777,-13901,-14069,-14276,-14536,-14856,-15209,-15627,-16084,-16599,-17167,-17791,-18479,-19220,-20018
RECAL 3 1 595 64 4 80,2571,-270846,-269713,-268233,-264625,-257185,-242200,-999999,-191342,-162151,-132482,-105763,-82180,-61789,-44718,-31165,-20710,-13656,-9974,-9753,-13044,-19888,-30340,-44307,-61933,-83289,-108165,-136496,-167647,-196969,-224156,-244801,-258253,-265425
RECAL 3 0 9999 64 4 80,476,-11738,-11319,-10911,-10535,-10188,-9867,-9582,-9320,-9102,-8914,-8751,-8616,-8524,-8467,-8440,-8462,-8517,-8617,-8751,-8922,-9149,-9395,-9708,-10052,-10442,-10881,-11370,-11918,-12494,-13134,-13815,-14559,-15361
RECAL 3 1 532 64 4 80,1952,-245549,-230157,-211352,-190539,-169310,-146310,-124638,-104537,-86345,-69754,-55013,-42241,-31443,-22640,-15858,-11139,-8451,-7800,-9178,-12627,-18143,-25790,-35567,-47467,-61366,-77537,-95608,-115539,-137078,-159780,-182538,-202507,-221938
RECAL 3 0 9999 64 4 80,-528,-10069,-9568,-9118,-8693,-8307,-7967,-7661,-7388,-7166,-6972,-6811,-6688,-6592,-6531,-6497,-6499,-6528,-6586,-6672,-6794,-6937,-7098,-7290,-7504,-7751,-8010,-8298,-8600,-8923,-9252,-9615,-9993,-10384
RECAL 3 1 -470 64 4 80,1028,-82583,-73993,-65864,-58213,-51064,-44387,-38254,-32637,-27478,-22858,-18786,-15265,-12332,-9975,-8214,-7063,-6495,-6553,-7241,-8564,-10508,-13100,-16334,-20207,-24698,-29855,-35661,-42129,-49270,-57068,-65533,-74548,-84294
RECAL 3 0 9999 64 4 80,323,-8741,-8506,-8282,-8068,-7870,-7680,-7502,-7336,-7192,-7064,-6946,-6846,-6758,-6690,-6641,-6614,-6601,-6608,-6641,-6692,-6774,-6865,-6988,-7134,-7300,-7498,-7713,-7962,-8232,-8541,-8873,-9220,-9606
RECAL 3 1 387 64 4 80,-1420,-119127,-104901,-91547,-79124,-67744,-57218,-47693,-39166,-31635,-25084,-19524,-14919,-11301,-8655,-6990,-6303,-6586,-7841,-10025,-13163,-17169,-22141,-28006,-34782,-42431,-50947,-60279,-70422,-81243,-92649,-104692,-117322,-130468
RECAL 3 0 9999 64 4 80,-241,-11671,-11620,-11581,-11546,-11514,-11492,-11482,-11479,-11475,-11486,-11489,-11505,-11530,-11545,-11571,-11605,-11640,-11671,-11716,-11754,-11803,-11837,-11888,-11934,-11985,-12032,-12087,-12135,-12188,-12233,-12289,-12342,-12392
RECAL 3 1 -210 64 4 80,-2240,-243420,-225514,-202905,-179383,-152809,-127641,-104712,-84176,-66062,-50575,-37674,-27240,-19244,-13692,-10546,-9789,-11412,-15293,-21551,-30099,-40906,-53929,-69081,-86247,-105311,-126213,-148552,-171997,-193048,-214067,-233003,-248954,-260038
RECAL 3 0 9999 64 4 80,-223,-25083,-25010,-24956,-24912,-24867,-24837,-24805,-24782,-24757,-24748,-24740,-24730,-24719,-24728,-24734,-24745,-24753,-24768,-24771,-24786,-24805,-24829,-24842,-24861,-24880,-24912,-24929,-24969,-24987,-25015,-25045,-25075,-25078
RECAL 3 1 -175 64 4 80,-2826,-269317,-267329,-263196,-253730,-232686,-202425,-170791,-138311,-109970,-85815,-65549,-49165,-36641,-27974,-23104,-22003,-24603,-30891,-40803,-54111,-71137,-91516,-115078,-141722,-170788,-197915,-224360,-246078,-260317,-267045,-270051,-271126,-271223
RECAL 3 0 9999 64 4 80,-2260,-103834,-92837,-82745,-73501,-65086,-57487,-50785,-44742,-39543,-35091,-31396,-28430,-26222,-24739,-23970,-23916,-24557,-25918,-27981,-30772,-34270,-38519,-43430,-49131,-55543,-62698,-70626,-79338,-88854,-99156,-110381,-122574,-135797
RECAL 3 1 -2202 64 4 80,-2846,-268888,-267006,-261693,-245053,-215391,-182582,-148831,-118954,-93763,-72197,-54427,-40354,-29895,-23051,-19728,-19970,-23793,-31236,-42247,-56835,-74961,-96441,-121305,-149368,-179565,-207451,-233825,-253462,-263859,-268574,-270562,-271671,-271407
RECAL 3 0 9999 64 4 80,-2259,-95125,-83861,-73479,-63998,-55382,-47710,-40796,-34723,-29462,-25009,-21364,-18494,-16405,-15071,-14495,-14672,-15582,-17228,-19624,-22765,-26663,-31266,-36683,-42808,-49716,-57379,-65827,-75083,-85178,-96050,-107866,-120697,-134529
RECAL 3 1 -2202 64 4 80,-2268,-252836,-236477,-213614,-188030,-161518,-135223,-111523,-90483,-72150,-56135,-42698,-31775,-23369,-17438,-14005,-13036,-14481,-18312,-24488,-33022,-43846,-56976,-72350,-89872,-109049,-130375,-153359,-177448,-198752,-219921,-238415,-252519,-261959
