line_no,cmd,sweep_mode,base_dac,offset_dac,step_dac,delay_ms,dac_base,n_powers,fit_ok,validate_code,span,trend,global_max_idx,global_max_y,t_star,peak_idx,dac_peak,fit_n,fit_points
2,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2343.000000,33,1,Ok,95299.000000,NonMono,16,-126754.000000,16.117758,16,2407.471031,33,[0]=-218047;[1]=-207419;[2]=-197168;[3]=-187877;[4]=-179854;[5]=-171518;[6]=-163835;[7]=-156917;[8]=-150710;[9]=-145224;[10]=-140415;[11]=-136362;[12]=-132993;[13]=-130387;[14]=-128465;[15]=-127237;[16]=-126754;[17]=-127027;[18]=-128044;[19]=-129821;[20]=-132362;[21]=-135648;[22]=-139704;[23]=-144512;[24]=-150142;[25]=-156581;[26]=-163866;[27]=-171994;[28]=-180823;[29]=-189444;[30]=-199551;[31]=-210585;[32]=-222053
3,RECAL 3 1 2407 64 4 80,1,2407,64,4,80,-2881.000000,33,1,Ok,160782.000000,NonMono,15,-123340.000000,14.492812,14,-2823.028750,30,[0]=-283373;[1]=-282727;[2]=-281268;[3]=-278252;[4]=-271101;[5]=-257220;[6]=-236276;[7]=-213436;[8]=-191864;[9]=-173855;[10]=-157307;[11]=-144029;[12]=-133953;[13]=-127172;[14]=-123615;[15]=-123340;[16]=-126369;[17]=-132507;[18]=-141900;[19]=-154418;[20]=-170089;[21]=-187469;[22]=-207514;[23]=-229255;[24]=-250123;[26]=-275760;[27]=-279917;[28]=-282150;[29]=-283163;[30]=-283483
4,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2334.000000,33,1,Ok,98212.000000,NonMono,16,-118204.000000,15.938379,16,2397.753515,33,[0]=-209929;[1]=-198933;[2]=-188816;[3]=-180115;[4]=-170948;[5]=-162503;[6]=-154719;[7]=-147797;[8]=-141555;[9]=-136128;[10]=-131382;[11]=-127356;[12]=-124026;[13]=-121471;[14]=-119638;[15]=-118561;[16]=-118204;[17]=-118596;[18]=-119745;[19]=-121684;[20]=-124367;[21]=-127854;[22]=-132126;[23]=-137158;[24]=-142990;[25]=-149528;[26]=-156980;[27]=-165277;[28]=-174485;[29]=-183816;[30]=-193498;[31]=-204589;[32]=-216416
5,RECAL 3 1 2398 64 4 80,1,2398,64,4,80,-2242.000000,33,1,Ok,165104.000000,NonMono,15,-116911.000000,14.825504,15,-2182.697984,31,[0]=-275575;[1]=-269353;[2]=-258345;[3]=-243122;[4]=-226020;[5]=-208435;[6]=-191661;[7]=-177260;[8]=-162890;[9]=-150458;[10]=-140048;[11]=-131509;[12]=-124901;[13]=-120264;[14]=-117626;[15]=-116911;[16]=-118171;[17]=-121341;[18]=-126505;[19]=-133567;[20]=-142526;[21]=-153367;[22]=-166089;[23]=-180425;[24]=-194829;[25]=-211618;[26]=-229089;[27]=-246213;[28]=-261049;[29]=-270901;[30]=-276872
6,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2246.000000,33,1,Ok,96677.000000,NonMono,15,-114826.000000,15.421871,15,2307.687483,31,[0]=-196325;[1]=-186607;[2]=-177923;[3]=-168878;[4]=-160516;[5]=-152913;[6]=-145990;[7]=-139734;[8]=-134158;[9]=-129288;[10]=-125083;[11]=-121623;[12]=-118864;[13]=-116824;[14]=-115474;[15]=-114826;[16]=-114890;[17]=-115652;[18]=-117131;[19]=-119326;[20]=-122260;[21]=-125948;[22]=-130358;[23]=-135458;[24]=-141258;[25]=-147756;[26]=-154991;[27]=-163043;[28]=-171809;[29]=-181108;[30]=-190064
7,RECAL 3 1 2308 64 4 80,1,2308,64,4,80,-1312.000000,33,1,Ok,85981.000000,NonMono,15,-114617.000000,15.286937,15,-1250.852251,31,[0]=-189764;[1]=-181485;[2]=-172717;[3]=-164333;[4]=-156560;[5]=-149446;[6]=-142976;[7]=-137160;[8]=-132005;[9]=-127576;[10]=-123729;[11]=-120590;[12]=-118114;[13]=-116290;[14]=-115133;[15]=-114617;[16]=-114757;[17]=-115544;[18]=-117015;[19]=-119141;[20]=-121911;[21]=-125330;[22]=-129409;[23]=-134101;[24]=-139414;[25]=-145254;[26]=-151799;[27]=-158932;[28]=-166649;[29]=-174978;[30]=-183167
8,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2321.000000,33,1,Ok,104189.000000,NonMono,15,-115109.000000,15.413499,15,2382.653996,30,[0]=-199674;[1]=-189201;[2]=-180270;[3]=-170865;[4]=-162173;[6]=-147112;[7]=-140668;[8]=-134931;[9]=-129958;[10]=-125684;[11]=-122088;[12]=-119292;[13]=-117175;[14]=-115791;[15]=-115109;[16]=-115173;[17]=-115957;[18]=-117473;[19]=-119712;[20]=-122710;[21]=-126583;[22]=-131173;[23]=-136571;[24]=-142765;[25]=-149763;[26]=-157596;[27]=-166252;[28]=-175756;[29]=-185200;[30]=-195570
9,RECAL 3 1 2383 64 4 80,1,2383,64,4,80,1268.000000,33,1,Ok,94947.000000,NonMono,16,-115022.000000,16.480350,16,1333.921399,32,[0]=-203600;[1]=-194289;[2]=-185705;[3]=-177836;[4]=-169296;[5]=-161333;[6]=-153904;[7]=-147113;[8]=-140884;[9]=-135294;[10]=-130377;[11]=-126087;[12]=-122384;[14]=-117238;[15]=-115754;[16]=-115022;[17]=-115052;[18]=-115852;[19]=-117409;[20]=-119763;[21]=-122941;[22]=-126977;[23]=-131804;[24]=-137496;[25]=-144036;[26]=-151403;[27]=-159660;[28]=-168618;[29]=-178446;[30]=-187739;[31]=-198452;[32]=-209969
10,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2235.000000,33,1,Ok,92752.000000,NonMono,15,-115532.000000,15.456075,15,2296.824298,30,[0]=-192498;[1]=-183614;[2]=-175098;[3]=-166516;[4]=-158662;[5]=-151438;[6]=-144968;[7]=-139095;[8]=-133896;[10]=-125339;[11]=-122058;[12]=-119430;[13]=-117471;[14]=-116165;[15]=-115532;[16]=-115571;[17]=-116285;[18]=-117643;[19]=-119678;[20]=-122405;[21]=-125884;[22]=-130035;[23]=-134867;[24]=-140436;[25]=-146732;[26]=-153636;[27]=-161307;[28]=-169683;[29]=-178796;[30]=-187512
11,RECAL 3 1 2297 64 4 80,1,2297,64,4,80,2161.000000,33,1,Ok,166608.000000,NonMono,17,-114688.000000,16.395584,16,2226.582337,31,[2]=-273536;[3]=-265995;[4]=-254132;[5]=-238995;[6]=-222402;[7]=-205505;[8]=-189551;[9]=-175593;[10]=-161558;[11]=-149322;[12]=-138790;[13]=-130007;[14]=-123125;[15]=-118273;[16]=-115446;[17]=-114688;[18]=-116047;[19]=-119540;[20]=-125166;[21]=-133061;[22]=-143250;[23]=-155710;[24]=-170557;[25]=-186600;[26]=-204858;[27]=-225039;[28]=-245019;[29]=-262179;[30]=-273160;[31]=-278662;[32]=-281296
12,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2296.000000,33,1,Ok,87370.000000,NonMono,16,-119794.000000,15.889072,16,2359.556288,33,[0]=-201356;[1]=-191352;[2]=-182875;[3]=-174366;[4]=-166025;[5]=-158445;[6]=-151558;[7]=-145414;[8]=-139898;[9]=-135071;[10]=-130905;[11]=-127452;[12]=-124596;[13]=-122436;[14]=-120929;[15]=-120026;[16]=-119794;[17]=-120203;[18]=-121262;[19]=-122962;[20]=-125343;[21]=-128386;[22]=-132066;[23]=-136446;[24]=-141506;[25]=-147256;[26]=-153730;[27]=-161057;[28]=-169121;[29]=-178038;[30]=-186561;[31]=-196288;[32]=-207164
13,RECAL 3 1 2360 64 4 80,1,2360,64,4,80,2790.000000,33,1,Ok,167137.000000,NonMono,17,-117196.000000,17.123768,17,2858.495072,30,[2]=-283524;[3]=-283321;[4]=-281864;[5]=-279053;[6]=-273273;[7]=-261008;[8]=-241101;[9]=-218555;[10]=-196826;[11]=-178266;[12]=-160636;[13]=-145933;[14]=-134221;[15]=-125416;[17]=-117196;[18]=-117962;[19]=-122084;[20]=-129665;[21]=-140741;[22]=-155433;[23]=-173652;[24]=-193995;[25]=-218394;[26]=-243902;[27]=-265552;[28]=-276401;[29]=-280882;[30]=-282844;[31]=-283460;[32]=-283797
14,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-198.000000,33,1,Ok,559.000000,NonMono,1,-121557.000000,2.307037,2,-188.771851,7,[0]=-121577;[1]=-121557;[2]=-121558;[3]=-121558;[4]=-121563;[5]=-121565;[6]=-121576
15,RECAL 3 1 -189 64 4 80,1,-189,64,4,80,2810.000000,33,1,Ok,164443.000000,NonMono,17,-119744.000000,16.685045,17,2876.740182,30,[2]=-283818;[3]=-283178;[4]=-282061;[5]=-279639;[6]=-273547;[7]=-261029;[8]=-240822;[9]=-218351;[10]=-196507;[12]=-160422;[13]=-146005;[14]=-134700;[15]=-126541;[16]=-121524;[17]=-119744;[18]=-121219;[19]=-126038;[20]=-134264;[21]=-146034;[22]=-161368;[23]=-180301;[24]=-201157;[25]=-225986;[26]=-250861;[27]=-269636;[28]=-278267;[29]=-281639;[30]=-283227;[31]=-283510;[32]=-283995
16,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-631.000000,33,1,Ok,5353.000000,NonMono,13,-119385.000000,12.473109,12,-581.107564,26,[0]=-122175;[1]=-121728;[2]=-121325;[3]=-120960;[4]=-120639;[5]=-120355;[6]=-120105;[7]=-119897;[8]=-119731;[9]=-119601;[10]=-119483;[11]=-119421;[12]=-119401;[13]=-119385;[14]=-119410;[15]=-119485;[16]=-119580;[17]=-119700;[19]=-120061;[20]=-120277;[21]=-120515;[22]=-120772;[23]=-121078;[24]=-121405;[25]=-121733;[26]=-122100
17,RECAL 3 1 -581 64 4 80,1,-581,64,4,80,2187.000000,33,1,Ok,163757.000000,NonMono,17,-118660.000000,16.363735,16,2252.454939,31,[2]=-276207;[3]=-270061;[4]=-260070;[5]=-245481;[6]=-228856;[7]=-211673;[8]=-195040;[9]=-180626;[10]=-166421;[11]=-153735;[12]=-142964;[13]=-134087;[14]=-127247;[15]=-122302;[16]=-119421;[17]=-118660;[18]=-120033;[19]=-123611;[20]=-129490;[21]=-137600;[22]=-147931;[23]=-160658;[24]=-175787;[25]=-191641;[26]=-210593;[27]=-231103;[28]=-251391;[29]=-267276;[30]=-275996;[31]=-280335;[32]=-282417
18,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,305.000000,33,1,Ok,3661.000000,NonMono,11,-116897.000000,10.263718,10,346.054873,23,[0]=-117457;[1]=-117367;[2]=-117285;[3]=-117208;[4]=-117128;[5]=-117054;[6]=-117018;[7]=-116970;[8]=-116946;[9]=-116923;[10]=-116910;[11]=-116897;[12]=-116916;[13]=-116958;[14]=-117004;[15]=-117060;[16]=-117124;[17]=-117215;[18]=-117311;[19]=-117424;[20]=-117548;[21]=-117713;[22]=-117871
19,RECAL 3 1 346 64 4 80,1,346,64,4,80,1311.000000,33,1,Ok,103113.000000,NonMono,17,-116490.000000,17.056173,17,1379.224694,31,[2]=-199053;[3]=-189438;[4]=-180973;[5]=-172063;[6]=-163500;[7]=-155586;[8]=-148398;[9]=-141944;[10]=-136128;[11]=-131027;[12]=-126673;[13]=-123015;[14]=-120201;[15]=-118156;[16]=-116920;[17]=-116490;[18]=-116859;[19]=-118048;[20]=-120061;[21]=-122907;[22]=-126659;[23]=-131266;[24]=-136718;[25]=-143019;[26]=-150261;[27]=-158448;[28]=-167476;[29]=-177592;[30]=-187218;[31]=-198208;[32]=-210171
20,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-561.000000,33,1,Ok,5858.000000,NonMono,10,-116585.000000,9.753147,10,-521.987412,21,[0]=-118082;[1]=-117768;[2]=-117516;[3]=-117278;[4]=-117072;[5]=-116927;[6]=-116799;[7]=-116693;[8]=-116632;[9]=-116598;[10]=-116585;[11]=-116614;[12]=-116653;[13]=-116736;[14]=-116839;[15]=-116971;[16]=-117103;[17]=-117274;[18]=-117491;[19]=-117707;[20]=-117962
21,RECAL 3 1 -522 64 4 80,1,-522,64,4,80,-1263.000000,33,1,Ok,78822.000000,NonMono,16,-116537.000000,16.078373,16,-1198.686509,32,[0]=-195359;[1]=-186509;[2]=-178548;[3]=-170105;[4]=-162264;[5]=-154921;[6]=-148257;[8]=-136854;[9]=-132080;[10]=-127962;[11]=-124457;[12]=-121652;[13]=-119429;[14]=-117859;[15]=-116885;[16]=-116537;[17]=-116828;[18]=-117712;[19]=-119207;[20]=-121310;[21]=-123974;[22]=-127235;[23]=-131066;[24]=-135463;[25]=-140383;[26]=-145913;[27]=-151967;[28]=-158446;[29]=-165539;[30]=-173175;[31]=-181065;[32]=-188431
22,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,382.000000,33,1,Ok,5219.000000,NonMono,9,-118377.000000,9.652756,10,420.611025,11,[0]=-119225;[1]=-119079;[2]=-118939;[3]=-118809;[4]=-118703;[5]=-118593;[6]=-118515;[7]=-118455;[8]=-118415;[9]=-118377;[10]=-118380
23,RECAL 3 1 421 64 4 80,1,421,64,4,80,-2213.000000,33,1,Ok,163919.000000,NonMono,15,-117846.000000,15.364868,15,-2151.540528,31,[0]=-277029;[1]=-271224;[2]=-261434;[3]=-246977;[4]=-230391;[5]=-213270;[6]=-196541;[7]=-182033;[8]=-167820;[9]=-155070;[10]=-144336;[11]=-135251;[12]=-128064;[13]=-122723;[14]=-119327;[15]=-117846;[16]=-118259;[17]=-120593;[18]=-124880;[19]=-131177;[20]=-139394;[21]=-149560;[22]=-161661;[23]=-175726;[24]=-189997;[25]=-206581;[26]=-224076;[27]=-241924;[28]=-257879;[29]=-269539;[30]=-276268
24,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,460.000000,33,1,Ok,5372.000000,NonMono,12,-126212.000000,12.558961,13,510.235843,25,[0]=-128041;[1]=-127743;[2]=-127512;[3]=-127278;[4]=-127084;[5]=-126894;[6]=-126732;[7]=-126587;[8]=-126476;[9]=-126382;[10]=-126294;[11]=-126252;[12]=-126212;[13]=-126219;[14]=-126251;[15]=-126285;[16]=-126370;[17]=-126460;[18]=-126603;[19]=-126760;[20]=-126948;[21]=-127167;[22]=-127393;[23]=-127685;[24]=-127982
25,RECAL 3 1 510 64 4 80,1,510,64,4,80,-2858.000000,33,1,Ok,160391.000000,NonMono,15,-123928.000000,14.706149,15,-2799.175405,31,[0]=-283446;[1]=-282815;[2]=-281745;[3]=-278984;[4]=-273214;[5]=-261246;[6]=-241130;[7]=-218798;[8]=-197100;[9]=-178803;[10]=-161661;[11]=-147784;[12]=-137014;[13]=-129460;[14]=-125084;[15]=-123928;[16]=-126015;[17]=-131304;[18]=-139767;[19]=-151396;[20]=-166403;[21]=-183915;[22]=-203331;[23]=-225377;[24]=-247288;[25]=-264936;[26]=-275008;[27]=-279891;[28]=-282046;[29]=-283470;[30]=-283617
26,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2369.000000,33,1,Ok,92974.000000,NonMono,15,-131439.000000,14.956167,15,-2309.175332,31,[0]=-207426;[1]=-197443;[2]=-188274;[3]=-180509;[4]=-172501;[5]=-165141;[6]=-158538;[7]=-152674;[8]=-147539;[9]=-143207;[10]=-139568;[11]=-136588;[12]=-134304;[13]=-132665;[14]=-131712;[15]=-131439;[16]=-131812;[17]=-132799;[18]=-134469;[19]=-136767;[20]=-139739;[21]=-143358;[22]=-147589;[23]=-152496;[24]=-158034;[25]=-164319;[26]=-171282;[27]=-178935;[28]=-186304;[29]=-194640;[30]=-203970
27,RECAL 3 1 -2309 64 4 80,1,-2309,64,4,80,-2892.000000,33,1,Ok,155420.000000,NonMono,15,-128694.000000,14.348054,14,-2834.607782,31,[0]=-283701;[1]=-283348;[2]=-282192;[3]=-280061;[4]=-274695;[5]=-263123;[6]=-243352;[7]=-220723;[8]=-198889;[9]=-180629;[10]=-163939;[11]=-150325;[12]=-140141;[13]=-133106;[14]=-129316;[15]=-128694;[16]=-131336;[17]=-137199;[18]=-146327;[19]=-158739;[20]=-174291;[21]=-191482;[22]=-212264;[23]=-234832;[24]=-256279;[25]=-270901;[26]=-278255;[27]=-281263;[28]=-283042;[29]=-283673;[30]=-283804
28,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2380.000000,33,1,Ok,105666.000000,NonMono,14,-126086.000000,14.023102,14,-2323.907591,28,[0]=-194371;[1]=-185272;[2]=-177108;[3]=-168714;[4]=-161262;[5]=-154434;[6]=-148418;[7]=-143098;[8]=-138527;[9]=-134685;[10]=-131570;[11]=-129161;[12]=-127430;[13]=-126433;[14]=-126086;[15]=-126420;[16]=-127446;[17]=-129142;[18]=-131472;[19]=-134465;[20]=-138107;[21]=-142451;[22]=-147447;[23]=-153092;[24]=-159454;[25]=-166508;[26]=-174294;[28]=-190340
29,RECAL 3 1 -2324 64 4 80,1,-2324,64,4,80,-2258.000000,33,1,Ok,156017.000000,NonMono,16,-126110.000000,15.206492,15,-2197.174030,33,[0]=-281160;[1]=-278082;[2]=-273141;[3]=-263883;[4]=-249171;[5]=-231881;[6]=-214072;[7]=-197015;[8]=-182450;[9]=-168722;[10]=-156554;[11]=-146425;[12]=-138324;[13]=-132258;[14]=-128231;[15]=-126200;[16]=-126110;[17]=-128044;[18]=-131934;[19]=-137832;[20]=-145740;[21]=-155451;[22]=-167268;[23]=-180823;[24]=-194829;[25]=-211405;[26]=-228950;[27]=-246322;[28]=-261551;[29]=-271622;[30]=-277675;[31]=-280673;[32]=-282127
30,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2461.000000,33,1,Ok,109242.000000,NonMono,14,-122033.000000,14.443918,14,-2403.224328,29,[0]=-199172;[1]=-188854;[2]=-180050;[3]=-170885;[4]=-162562;[5]=-155009;[6]=-148301;[7]=-142373;[8]=-137270;[9]=-132860;[10]=-129228;[11]=-126328;[12]=-124145;[13]=-122718;[14]=-122033;[15]=-122055;[16]=-122801;[17]=-124331;[18]=-126592;[19]=-129563;[20]=-133265;[21]=-137672;[22]=-142845;[23]=-148715;[24]=-155247;[25]=-162663;[26]=-170751;[27]=-179638;[28]=-188083
31,RECAL 3 1 -2403 64 4 80,1,-2403,64,4,80,-1343.000000,33,1,Ok,87225.000000,NonMono,16,-121959.000000,15.984714,16,-1279.061143,32,[0]=-209184;[1]=-198757;[2]=-189093;[3]=-180759;[4]=-172071;[5]=-163922;[6]=-156504;[7]=-149831;[8]=-143899;[9]=-138719;[10]=-134244;[11]=-130491;[12]=-127405;[13]=-124994;[14]=-123293;[15]=-122287;[16]=-121959;[17]=-122305;[18]=-123333;[19]=-125047;[20]=-127439;[21]=-130481;[22]=-134165;[23]=-138501;[24]=-143506;[25]=-149205;[26]=-155575;[28]=-170308;[29]=-178594;[30]=-186407;[31]=-195171;[32]=-204556
32,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2386.000000,33,1,Ok,99499.000000,NonMono,14,-122194.000000,14.535511,15,-2327.857955,28,[0]=-196361;[1]=-186536;[2]=-178006;[3]=-169131;[4]=-161111;[5]=-153960;[6]=-147496;[7]=-141799;[8]=-136823;[9]=-132584;[10]=-129096;[12]=-124201;[13]=-122844;[14]=-122194;[15]=-122216;[16]=-122880;[17]=-124247;[18]=-126294;[19]=-128977;[20]=-132289;[21]=-136232;[22]=-140885;[23]=-146215;[24]=-152147;[25]=-158787;[26]=-166107;[27]=-174199;[28]=-182424
33,RECAL 3 1 -2328 64 4 80,1,-2328,64,4,80,1236.000000,33,1,Ok,99219.000000,NonMono,16,-122131.000000,15.865012,16,1299.460048,32,[0]=-200641;[1]=-191760;[2]=-183886;[3]=-176218;[4]=-168428;[5]=-161259;[6]=-154569;[7]=-148527;[8]=-143082;[9]=-138207;[10]=-133956;[11]=-130382;[12]=-127380;[13]=-125046;[14]=-123372;[15]=-122405;[16]=-122131;[17]=-122537;[18]=-123671;[19]=-125571;[20]=-128226;[22]=-135861;[23]=-140916;[24]=-146769;[25]=-153430;[26]=-161011;[27]=-169354;[28]=-178604;[29]=-187552;[30]=-197924;[31]=-209324;[32]=-221350
34,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2475.000000,33,1,Ok,103440.000000,NonMono,15,-123547.000000,14.674756,15,-2416.300974,31,[0]=-200070;[1]=-189827;[2]=-181136;[3]=-172326;[4]=-164150;[5]=-156771;[6]=-150208;[7]=-144356;[8]=-139278;[9]=-134874;[10]=-131221;[11]=-128325;[12]=-126082;[13]=-124526;[14]=-123696;[15]=-123547;[16]=-124121;[17]=-125366;[18]=-127322;[19]=-129951;[20]=-133311;[21]=-137383;[22]=-142169;[23]=-147636;[24]=-153834;[25]=-160839;[26]=-168488;[27]=-176905;[28]=-185157;[29]=-194246;[30]=-204562
35,RECAL 3 1 -2416 64 4 80,1,-2416,64,4,80,2139.000000,33,1,Ok,159320.000000,NonMono,17,-122695.000000,16.470824,16,2204.883297,31,[2]=-277270;[3]=-271325;[4]=-260935;[5]=-245714;[6]=-228595;[7]=-211363;[8]=-195112;[9]=-181261;[10]=-167867;[11]=-155861;[12]=-145686;[13]=-137318;[14]=-130824;[15]=-126201;[16]=-123467;[17]=-122695;[18]=-123925;[19]=-127254;[20]=-132604;[21]=-140111;[22]=-149759;[23]=-161574;[24]=-175727;[25]=-190354;[26]=-207488;[27]=-226374;[28]=-245269;[29]=-262146;[30]=-272950;[31]=-278469;[32]=-281231
36,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2420.000000,33,1,Ok,93994.000000,NonMono,15,-129592.000000,14.704251,15,-2361.182996,31,[0]=-198714;[1]=-189649;[2]=-181971;[3]=-174317;[4]=-166921;[5]=-160240;[6]=-154151;[7]=-148815;[8]=-144141;[9]=-140104;[10]=-136705;[11]=-133989;[12]=-131896;[13]=-130495;[14]=-129727;[15]=-129592;[16]=-130087;[17]=-131235;[18]=-133030;[19]=-135470;[20]=-138587;[21]=-142332;[22]=-146677;[23]=-151638;[24]=-157270;[25]=-163587;[26]=-170579;[27]=-178279;[28]=-185675;[29]=-193978;[30]=-203152
37,RECAL 3 1 -2361 64 4 80,1,-2361,64,4,80,2771.000000,33,1,Ok,156251.000000,NonMono,17,-127929.000000,16.723287,17,2837.893148,31,[2]=-284148;[3]=-283509;[4]=-282554;[5]=-280564;[6]=-275311;[7]=-263523;[8]=-243249;[9]=-220804;[10]=-199477;[11]=-181642;[12]=-165602;[13]=-152063;[14]=-141548;[15]=-134006;[16]=-129481;[17]=-127929;[18]=-129469;[19]=-134116;[20]=-142037;[21]=-153256;[22]=-167923;[23]=-185183;[24]=-205255;[25]=-228291;[26]=-251396;[27]=-269019;[28]=-277567;[29]=-281515;[30]=-282863;[31]=-283686;[32]=-283928
38,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2215.000000,33,1,Ok,97476.000000,NonMono,15,-119642.000000,15.199211,15,2275.796845,31,[0]=-189215;[1]=-181547;[2]=-173640;[3]=-165849;[4]=-158746;[5]=-152183;[6]=-146252;[7]=-140926;[8]=-136132;[9]=-131936;[10]=-128336;[11]=-125359;[12]=-122972;[13]=-121238;[14]=-120137;[15]=-119642;[16]=-119818;[17]=-120672;[18]=-122208;[19]=-124422;[20]=-127362;[21]=-130958;[22]=-135271;[23]=-140261;[24]=-146049;[25]=-152533;[26]=-159820;[27]=-167871;[28]=-176828;[29]=-185488;[30]=-195087
39,RECAL 3 1 2276 64 4 80,1,2276,64,4,80,-2905.000000,33,1,Ok,170391.000000,NonMono,14,-113909.000000,14.124679,14,-2848.501282,29,[0]=-283086;[1]=-281632;[2]=-279035;[3]=-273002;[4]=-260830;[5]=-240899;[6]=-218212;[7]=-195973;[8]=-176615;[9]=-158091;[10]=-142769;[11]=-130633;[12]=-121711;[13]=-116131;[14]=-113909;[15]=-115017;[16]=-119499;[17]=-127445;[18]=-138830;[19]=-153711;[20]=-172180;[21]=-192493;[22]=-216612;[23]=-241448;[24]=-263537;[25]=-275501;[26]=-280316;[27]=-282651;[28]=-283752
40,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2131.000000,33,1,Ok,85752.000000,NonMono,16,-113317.000000,15.611036,16,2193.444142,33,[0]=-184705;[1]=-176896;[2]=-168654;[3]=-161045;[4]=-153870;[5]=-147323;[6]=-141308;[7]=-135846;[8]=-131010;[9]=-126715;[10]=-122970;[11]=-119855;[12]=-117370;[13]=-115439;[14]=-114129;[15]=-113421;[16]=-113317;[17]=-113851;[18]=-115028;[19]=-116842;[20]=-119269;[21]=-122361;[22]=-126134;[23]=-130530;[24]=-135600;[25]=-141341;[26]=-147759;[27]=-154861;[28]=-162631;[29]=-171126;[30]=-180250;[31]=-188994;[32]=-199069
41,RECAL 3 1 2193 64 4 80,1,2193,64,4,80,-2279.000000,33,1,Ok,171044.000000,NonMono,15,-111983.000000,14.728646,15,-2220.085418,31,[0]=-277072;[1]=-271215;[2]=-260631;[3]=-245035;[4]=-227039;[5]=-208820;[6]=-191271;[7]=-176110;[8]=-161055;[9]=-147903;[10]=-136874;[11]=-127745;[12]=-120625;[13]=-115657;[14]=-112780;[15]=-111983;[16]=-113270;[17]=-116691;[18]=-122188;[19]=-129822;[20]=-139523;[21]=-151352;[22]=-165287;[23]=-181171;[24]=-197564;[25]=-216529;[26]=-235880;[27]=-254251;[28]=-268273;[29]=-275848;[30]=-279989
42,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2143.000000,33,1,Ok,86688.000000,NonMono,16,-109710.000000,15.588489,16,2205.353957,33,[0]=-181619;[1]=-173164;[2]=-164924;[3]=-157213;[4]=-150098;[5]=-143558;[6]=-137565;[7]=-132134;[8]=-127267;[9]=-123003;[10]=-119293;[11]=-116196;[12]=-113661;[13]=-111760;[14]=-110455;[15]=-109767;[16]=-109710;[17]=-110262;[18]=-111418;[19]=-113248;[20]=-115696;[21]=-118810;[22]=-122565;[23]=-127046;[24]=-132143;[25]=-137879;[26]=-144379;[27]=-151532;[28]=-159422;[29]=-168072;[30]=-177479;[31]=-186410;[32]=-196398
43,RECAL 3 1 2205 64 4 80,1,2205,64,4,80,-1381.000000,33,1,Ok,103018.000000,NonMono,15,-109105.000000,14.799646,15,-1321.801414,31,[0]=-190735;[1]=-181301;[2]=-171490;[3]=-162182;[4]=-153553;[5]=-145672;[6]=-138567;[7]=-132203;[8]=-126616;[9]=-121770;[10]=-117763;[11]=-114476;[12]=-112009;[13]=-110284;[14]=-109327;[15]=-109105;[16]=-109654;[17]=-110926;[18]=-112927;[19]=-115671;[20]=-119129;[21]=-123313;[22]=-128281;[23]=-133904;[24]=-140278;[25]=-147346;[26]=-154986;[27]=-163457;[28]=-172546;[29]=-181910;[30]=-191020
44,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2263.000000,33,1,Ok,96872.000000,NonMono,16,-111909.000000,15.500962,16,2325.003847,33,[0]=-189318;[1]=-181042;[2]=-172268;[3]=-163841;[4]=-156004;[5]=-148797;[6]=-142219;[7]=-136260;[8]=-130941;[9]=-126252;[10]=-122181;[11]=-118836;[12]=-116099;[13]=-114026;[14]=-112634;[15]=-111929;[16]=-111909;[17]=-112586;[18]=-113959;[19]=-116047;[20]=-118849;[21]=-122341;[22]=-126634;[23]=-131625;[24]=-137380;[25]=-143876;[26]=-151150;[27]=-159109;[28]=-167928;[29]=-177625;[30]=-186867;[31]=-197351;[32]=-208781
