line_no,cmd,sweep_mode,base_dac,offset_dac,step_dac,delay_ms,dac_base,n_powers,fit_ok,validate_code,span,trend,global_max_idx,global_max_y,t_star,peak_idx,dac_peak,fit_n,fit_points
120,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2102.000000,33,1,Ok,95802.000000,NonMono,17,-115513.000000,16.509704,17,2168.038817,31,[2]=-189421;[3]=-180551;[4]=-171199;[5]=-162542;[6]=-154611;[7]=-147487;[8]=-141105;[9]=-135424;[10]=-130455;[11]=-126183;[12]=-122617;[13]=-119793;[14]=-117686;[15]=-116239;[16]=-115529;[17]=-115513;[18]=-116213;[19]=-117621;[20]=-119732;[21]=-122578;[22]=-126220;[23]=-130563;[24]=-135639;[25]=-141523;[26]=-148125;[27]=-155574;[28]=-163891;[29]=-173074;[30]=-182620;[31]=-192228;[32]=-203454
121,RECAL 3 1 2168 64 4 80,1,2168,64,4,80,2571.000000,33,1,Ok,171301.000000,NonMono,17,-113019.000000,16.641542,17,2637.566169,31,[2]=-283615;[3]=-282580;[4]=-280995;[5]=-277629;[6]=-270386;[7]=-256700;[8]=-237053;[9]=-215309;[10]=-194005;[11]=-175418;[12]=-157403;[13]=-142257;[14]=-130200;[15]=-121146;[16]=-115395;[17]=-113019;[18]=-114076;[19]=-118707;[20]=-127026;[21]=-139153;[22]=-155322;[23]=-175892;[24]=-198837;[25]=-226618;[26]=-254879;[27]=-273680;[28]=-280766;[29]=-282262;[30]=-283666;[31]=-283784;[32]=-284193
122,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-670.000000,33,1,Ok,7678.000000,NonMono,11,-122833.000000,11.690126,12,-623.239495,23,[0]=-126114;[1]=-125560;[2]=-125028;[3]=-124602;[4]=-124206;[5]=-123853;[6]=-123561;[7]=-123328;[8]=-123146;[9]=-122989;[10]=-122905;[11]=-122833;[12]=-122839;[13]=-122876;[14]=-122934;[15]=-123064;[16]=-123216;[17]=-123416;[18]=-123646;[19]=-123915;[20]=-124231;[21]=-124573;[22]=-124952
123,RECAL 3 1 -623 64 4 80,1,-623,64,4,80,2578.000000,33,1,Ok,165641.000000,NonMono,18,-118592.000000,16.339207,16,2643.356826,28,[5]=-280803;[6]=-276833;[7]=-268429;[8]=-252611;[9]=-231513;[10]=-209366;[11]=-188516;[12]=-170632;[13]=-153954;[14]=-140411;[15]=-130020;[16]=-122818;[17]=-119005;[18]=-118592;[19]=-121668;[20]=-128419;[21]=-138855;[22]=-153206;[23]=-171658;[24]=-192712;[25]=-218366;[26]=-246153;[27]=-268846;[28]=-278638;[29]=-282446;[30]=-283300;[31]=-283859;[32]=-284034
124,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-262.000000,33,1,Ok,1050.000000,NonMono,8,-114048.000000,8.613141,9,-227.547435,17,[0]=-114288;[1]=-114233;[2]=-114185;[3]=-114159;[4]=-114123;[5]=-114086;[6]=-114070;[7]=-114052;[8]=-114048;[9]=-114051;[10]=-114064;[11]=-114066;[12]=-114086;[13]=-114106;[14]=-114122;[15]=-114157;[16]=-114188
125,RECAL 3 1 -228 64 4 80,1,-228,64,4,80,1966.000000,33,1,Ok,168337.000000,NonMono,17,-113572.000000,16.190363,16,2030.761450,31,[2]=-275343;[3]=-268346;[4]=-256104;[5]=-239943;[6]=-222191;[7]=-204614;[8]=-188124;[9]=-173630;[10]=-159428;[11]=-147082;[12]=-136577;[13]=-127965;[14]=-121295;[15]=-116653;[16]=-114071;[17]=-113572;[18]=-115198;[19]=-119020;[20]=-125071;[21]=-133347;[22]=-143992;[23]=-156881;[24]=-172164;[25]=-188420;[26]=-207064;[27]=-227328;[28]=-247034;[29]=-263387;[30]=-273206;[31]=-278013;[32]=-280755
126,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,285.000000,33,1,Ok,3460.000000,NonMono,12,-109490.000000,11.944364,12,332.777456,25,[0]=-110321;[1]=-110191;[2]=-110072;[3]=-109970;[4]=-109876;[5]=-109795;[6]=-109717;[7]=-109641;[8]=-109589;[9]=-109540;[10]=-109517;[11]=-109497;[12]=-109490;[13]=-109503;[14]=-109513;[15]=-109556;[16]=-109613;[17]=-109678;[18]=-109751;[19]=-109850;[20]=-109973;[21]=-110107;[22]=-110265;[23]=-110433;[24]=-110622
127,RECAL 3 1 333 64 4 80,1,333,64,4,80,1038.000000,33,1,Ok,79396.000000,NonMono,17,-109240.000000,16.907052,17,1105.628209,31,[2]=-173182;[3]=-165312;[4]=-157954;[5]=-150994;[6]=-144594;[7]=-138656;[8]=-133183;[9]=-128249;[10]=-123814;[11]=-119969;[12]=-116659;[13]=-113981;[14]=-111868;[15]=-110365;[16]=-109499;[17]=-109240;[18]=-109607;[19]=-110623;[20]=-112291;[21]=-114637;[22]=-117660;[23]=-121391;[24]=-125875;[25]=-131037;[26]=-136939;[27]=-143626;[28]=-151060;[29]=-159189;[30]=-168168;[31]=-177972;[32]=-187201
128,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,551.000000,33,1,Ok,10461.000000,NonMono,13,-110192.000000,12.844378,13,602.377513,26,[0]=-113933;[2]=-112895;[3]=-112443;[4]=-112026;[5]=-111643;[6]=-111306;[7]=-111006;[8]=-110764;[9]=-110551;[10]=-110392;[11]=-110281;[12]=-110216;[13]=-110192;[14]=-110238;[15]=-110311;[16]=-110447;[17]=-110646;[18]=-110876;[19]=-111181;[20]=-111539;[21]=-111955;[22]=-112419;[23]=-112950;[24]=-113539;[25]=-114191;[26]=-114922
129,RECAL 3 1 602 64 4 80,1,602,64,4,80,-1409.000000,33,1,Ok,120190.000000,NonMono,17,-110028.000000,16.680869,17,-1342.276525,31,[2]=-205760;[3]=-193972;[4]=-183401;[5]=-172985;[6]=-162763;[7]=-153382;[8]=-144910;[9]=-137376;[10]=-130746;[11]=-124982;[12]=-120161;[13]=-116278;[14]=-113309;[15]=-111285;[16]=-110196;[17]=-110028;[18]=-110812;[19]=-112526;[20]=-115149;[21]=-118717;[22]=-123192;[23]=-128647;[24]=-134980;[25]=-142254;[26]=-150472;[27]=-159649;[28]=-169780;[29]=-180660;[30]=-191224;[31]=-203375;[32]=-216386
130,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,696.000000,33,1,Ok,12926.000000,NonMono,15,-114339.000000,14.741054,15,754.964218,30,[0]=-122133;[1]=-121132;[2]=-120220;[3]=-119354;[4]=-118576;[5]=-117837;[7]=-116563;[8]=-116031;[9]=-115565;[10]=-115172;[11]=-114858;[12]=-114620;[13]=-114442;[14]=-114365;[15]=-114339;[16]=-114405;[17]=-114532;[18]=-114760;[19]=-115056;[20]=-115444;[21]=-115917;[22]=-116486;[23]=-117114;[24]=-117866;[25]=-118701;[26]=-119595;[27]=-120628;[28]=-121748;[29]=-122952;[30]=-124291
131,RECAL 3 1 755 64 4 80,1,755,64,4,80,-2228.000000,33,1,Ok,170052.000000,NonMono,15,-113458.000000,15.168347,15,-2167.326610,31,[0]=-280751;[1]=-278047;[2]=-272825;[3]=-263200;[4]=-247905;[5]=-229407;[6]=-210117;[7]=-191500;[8]=-175294;[9]=-159434;[10]=-145842;[11]=-134552;[12]=-125616;[13]=-119080;[14]=-115071;[15]=-113458;[16]=-114306;[17]=-117608;[18]=-123366;[19]=-131668;[20]=-142420;[21]=-155555;[22]=-171175;[23]=-187966;[24]=-207299;[25]=-228203;[26]=-248644;[27]=-265406;[28]=-275014;[29]=-279341;[30]=-281832
132,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,526.000000,33,1,Ok,5602.000000,NonMono,16,-115991.000000,15.660942,16,588.643770,33,[0]=-120108;[1]=-119608;[2]=-119160;[3]=-118737;[4]=-118332;[5]=-117979;[6]=-117629;[7]=-117317;[8]=-117039;[9]=-116797;[10]=-116581;[11]=-116406;[12]=-116268;[13]=-116134;[14]=-116054;[15]=-116000;[16]=-115991;[17]=-116038;[18]=-116119;[19]=-116225;[20]=-116373;[21]=-116560;[22]=-116792;[23]=-117071;[24]=-117376;[25]=-117748;[26]=-118145;[27]=-118598;[28]=-119115;[29]=-119632;[30]=-120247;[31]=-120895;[32]=-121593
133,RECAL 3 1 589 64 4 80,1,589,64,4,80,-2844.000000,33,1,Ok,170324.000000,NonMono,15,-113896.000000,14.814602,15,-2784.741590,31,[0]=-283937;[1]=-283608;[2]=-282765;[3]=-280958;[4]=-277436;[5]=-268897;[6]=-251419;[7]=-227362;[8]=-202774;[9]=-180880;[10]=-160547;[11]=-143656;[12]=-130550;[13]=-121171;[14]=-115620;[15]=-113896;[16]=-115917;[17]=-121730;[18]=-131360;[19]=-144810;[20]=-162057;[21]=-182820;[22]=-205982;[23]=-232603;[24]=-257429;[25]=-273562;[26]=-279806;[27]=-282226;[28]=-283223;[29]=-283912;[30]=-284151
134,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2230.000000,33,1,Ok,99511.000000,NonMono,15,-121465.000000,14.635108,15,-2171.459566,31,[0]=-196325;[1]=-186550;[2]=-177988;[3]=-169153;[4]=-161110;[5]=-153879;[6]=-147404;[7]=-141677;[8]=-136658;[9]=-132391;[10]=-128837;[11]=-125978;[12]=-123786;[13]=-122313;[14]=-121566;[15]=-121465;[16]=-122033;[17]=-123292;[18]=-125227;[19]=-127844;[20]=-131158;[21]=-135081;[22]=-139702;[23]=-144998;[24]=-150903;[25]=-157517;[26]=-164864;[27]=-172959;[28]=-181459;[29]=-189761;[30]=-199343
135,RECAL 3 1 -2171 64 4 80,1,-2171,64,4,80,-2828.000000,33,1,Ok,164419.000000,NonMono,15,-120027.000000,15.175465,15,-2767.298139,31,[0]=-284340;[1]=-283696;[2]=-283340;[3]=-282141;[4]=-279336;[5]=-272740;[6]=-257842;[7]=-234764;[8]=-209939;[9]=-187317;[10]=-168007;[11]=-151140;[12]=-137933;[13]=-128300;[14]=-122302;[15]=-120027;[16]=-121370;[17]=-126433;[18]=-135173;[19]=-147718;[20]=-163798;[21]=-183271;[22]=-205268;[23]=-230843;[24]=-255889;[25]=-272888;[26]=-280067;[27]=-282474;[28]=-283824;[29]=-284074;[30]=-284416
136,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2267.000000,33,1,Ok,103512.000000,NonMono,15,-112481.000000,15.061735,15,-2206.753060,29,[1]=-187260;[2]=-177610;[3]=-167663;[4]=-158660;[5]=-150527;[6]=-143229;[7]=-136825;[8]=-131067;[9]=-126154;[10]=-121950;[11]=-118567;[12]=-115932;[13]=-114038;[14]=-112882;[15]=-112481;[16]=-112802;[17]=-113853;[18]=-115645;[19]=-118173;[20]=-121409;[21]=-125394;[22]=-130156;[23]=-135508;[24]=-141694;[25]=-148589;[26]=-156244;[27]=-164710;[28]=-173999;[29]=-183384
137,RECAL 3 1 -2207 64 4 80,1,-2207,64,4,80,-2250.000000,33,1,Ok,171215.000000,NonMono,16,-112481.000000,14.966898,15,-2190.132408,33,[0]=-282079;[1]=-280412;[2]=-276735;[3]=-269295;[4]=-256187;[5]=-237606;[6]=-217618;[7]=-198050;[8]=-180899;[9]=-164259;[10]=-149744;[11]=-137554;[12]=-127650;[13]=-120138;[14]=-115151;[15]=-112577;[16]=-112481;[17]=-114857;[18]=-119714;[19]=-127027;[20]=-136909;[21]=-149235;[22]=-164071;[23]=-181183;[24]=-199172;[25]=-219982;[26]=-241558;[27]=-260602;[28]=-272963;[29]=-278579;[30]=-281889;[31]=-282743;[32]=-283696
138,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2310.000000,33,1,Ok,109624.000000,NonMono,15,-112420.000000,15.010718,15,-2249.957129,31,[0]=-203358;[1]=-191278;[2]=-181218;[3]=-170841;[4]=-161229;[5]=-152539;[6]=-144788;[7]=-137884;[8]=-131827;[9]=-126617;[10]=-122203;[11]=-118669;[12]=-115910;[13]=-113954;[14]=-112808;[15]=-112420;[16]=-112813;[17]=-113961;[18]=-115860;[19]=-118536;[20]=-121992;[21]=-126245;[22]=-131215;[23]=-136971;[24]=-143500;[25]=-150785;[26]=-158943;[27]=-167906;[28]=-177753;[29]=-187153;[30]=-197896
139,RECAL 3 1 -2250 64 4 80,1,-2250,64,4,80,-1444.000000,33,1,Ok,124285.000000,NonMono,16,-112439.000000,16.588231,17,-1377.647076,33,[0]=-236724;[1]=-224137;[2]=-211457;[3]=-198997;[4]=-187446;[5]=-177164;[6]=-166457;[7]=-156646;[8]=-147802;[9]=-139932;[10]=-133078;[11]=-127154;[12]=-122186;[13]=-118268;[14]=-115335;[15]=-113388;[16]=-112439;[17]=-112452;[18]=-113425;[19]=-115376;[20]=-118287;[21]=-122160;[22]=-127034;[23]=-132847;[24]=-139676;[25]=-147489;[26]=-156113;[27]=-165877;[28]=-176580;[29]=-186925;[30]=-198597;[31]=-211333;[32]=-224515
140,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2351.000000,33,1,Ok,114622.000000,NonMono,15,-112128.000000,14.901499,15,-2291.394002,30,[0]=-206242;[1]=-193746;[2]=-182996;[3]=-172511;[4]=-162537;[5]=-153466;[6]=-145405;[7]=-138266;[8]=-131966;[9]=-126593;[10]=-122043;[11]=-118364;[12]=-115590;[13]=-113614;[14]=-112469;[15]=-112128;[16]=-112618;[17]=-113920;[18]=-116006;[19]=-118924;[20]=-122622;[22]=-132443;[23]=-138527;[24]=-145408;[25]=-153073;[26]=-161629;[27]=-170932;[28]=-180871;[29]=-190612;[30]=-201973
141,RECAL 3 1 -2291 64 4 80,1,-2291,64,4,80,992.000000,33,1,Ok,73301.000000,NonMono,17,-111864.000000,16.946731,17,1059.786924,30,[2]=-170489;[3]=-163276;[4]=-156462;[5]=-150094;[6]=-144186;[7]=-138691;[8]=-133725;[9]=-129213;[10]=-125157;[11]=-121644;[12]=-118677;[13]=-116220;[14]=-114302;[15]=-112954;[16]=-112115;[17]=-111864;[18]=-112181;[20]=-114557;[21]=-116639;[22]=-119342;[23]=-122698;[24]=-126685;[25]=-131352;[26]=-136660;[27]=-142621;[28]=-149221;[29]=-156521;[30]=-164533;[31]=-173292;[32]=-182272
142,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2300.000000,33,1,Ok,109819.000000,NonMono,15,-112233.000000,14.796399,15,-2240.814404,31,[0]=-198936;[1]=-187561;[2]=-177678;[3]=-167432;[4]=-158236;[5]=-149901;[6]=-142460;[7]=-135852;[8]=-130127;[9]=-125149;[10]=-121052;[11]=-117730;[12]=-115216;[13]=-113451;[14]=-112458;[15]=-112233;[16]=-112765;[17]=-114050;[18]=-116078;[19]=-118874;[20]=-122387;[21]=-126726;[22]=-131761;[23]=-137578;[24]=-144174;[25]=-151516;[26]=-159645;[27]=-168573;[28]=-178350;[29]=-187683;[30]=-198394
143,RECAL 3 1 -2241 64 4 80,1,-2241,64,4,80,1935.000000,33,1,Ok,169654.000000,NonMono,17,-111619.000000,16.399224,16,2000.596894,31,[2]=-273975;[3]=-265595;[4]=-252285;[5]=-235871;[6]=-218196;[7]=-200917;[8]=-185179;[9]=-170600;[10]=-156716;[11]=-144643;[12]=-134331;[13]=-125943;[14]=-119371;[15]=-114803;[16]=-112219;[17]=-111619;[18]=-113027;[19]=-116467;[20]=-121987;[21]=-129659;[22]=-139503;[23]=-151520;[24]=-165847;[25]=-182122;[26]=-199337;[27]=-219419;[28]=-240018;[29]=-258719;[30]=-271570;[31]=-278007;[32]=-281147
144,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2360.000000,33,1,Ok,116739.000000,NonMono,14,-116772.000000,14.349152,14,-2302.603392,29,[0]=-197896;[1]=-186967;[2]=-177561;[3]=-167783;[4]=-159001;[5]=-151119;[6]=-144083;[7]=-137852;[8]=-132418;[9]=-127831;[10]=-124016;[11]=-121023;[12]=-118824;[13]=-117405;[14]=-116772;[15]=-116889;[16]=-117788;[17]=-119407;[18]=-121841;[19]=-125039;[20]=-129014;[21]=-133738;[22]=-139250;[23]=-145491;[24]=-152487;[25]=-160294;[26]=-168919;[27]=-178359;[28]=-187401
145,RECAL 3 1 -2303 64 4 80,1,-2303,64,4,80,2554.000000,33,1,Ok,169285.000000,NonMono,17,-114757.000000,16.506792,17,2620.027169,28,[3]=-283023;[4]=-281538;[5]=-278498;[6]=-271505;[7]=-257325;[8]=-236309;[9]=-213662;[11]=-173630;[12]=-156187;[13]=-141730;[14]=-130254;[15]=-121843;[16]=-116658;[17]=-114757;[18]=-116219;[19]=-121171;[20]=-129695;[21]=-141793;[22]=-157614;[23]=-177436;[24]=-199202;[25]=-225535;[26]=-252934;[27]=-272722;[28]=-280589;[29]=-283022;[30]=-283745;[31]=-284041
146,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2194.000000,33,1,Ok,106232.000000,NonMono,17,-130635.000000,16.775576,17,2261.102303,31,[2]=-213675;[3]=-202929;[4]=-192802;[5]=-183987;[6]=-175819;[7]=-167617;[8]=-160392;[9]=-153948;[10]=-148289;[11]=-143467;[12]=-139420;[13]=-136132;[14]=-133577;[15]=-131813;[16]=-130845;[17]=-130635;[18]=-131218;[19]=-132577;[20]=-134701;[21]=-137595;[22]=-141304;[23]=-145785;[24]=-151021;[25]=-157176;[26]=-164131;[27]=-172007;[28]=-180471;[29]=-188841;[30]=-198792;[31]=-209793;[32]=-221624
147,RECAL 3 1 2261 64 4 80,1,2261,64,4,80,-2764.000000,33,1,Ok,160305.000000,NonMono,14,-123965.000000,14.513104,15,-2705.947586,29,[0]=-284041;[1]=-283451;[2]=-283042;[3]=-281296;[4]=-276827;[5]=-264522;[6]=-241372;[7]=-215603;[8]=-191762;[9]=-172296;[10]=-155094;[11]=-141783;[12]=-132195;[13]=-126259;[14]=-123965;[15]=-125362;[16]=-130377;[17]=-138942;[18]=-150988;[19]=-166551;[20]=-184288;[21]=-204560;[22]=-227363;[23]=-249820;[24]=-267143;[25]=-276414;[26]=-280838;[27]=-282637;[28]=-283627
148,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2187.000000,33,1,Ok,117639.000000,NonMono,17,-117676.000000,17.273495,17,2256.093982,30,[2]=-210493;[3]=-198906;[4]=-188211;[5]=-179104;[6]=-169472;[7]=-160621;[8]=-152601;[9]=-145474;[10]=-139137;[11]=-133624;[12]=-128964;[13]=-125047;[14]=-122024;[15]=-119741;[16]=-118314;[17]=-117676;[18]=-117873;[19]=-118898;[21]=-123452;[22]=-126995;[23]=-131318;[24]=-136509;[25]=-142541;[26]=-149434;[27]=-157249;[28]=-166025;[29]=-175763;[30]=-185381;[31]=-196089;[32]=-208114
149,RECAL 3 1 2256 64 4 80,1,2256,64,4,80,-2158.000000,33,1,Ok,166949.000000,NonMono,15,-115618.000000,14.476266,14,-2100.094935,30,[0]=-280461;[1]=-276873;[2]=-269643;[3]=-256045;[4]=-237328;[5]=-217065;[6]=-197325;[7]=-180616;[8]=-164512;[9]=-150594;[10]=-139044;[11]=-129793;[12]=-122880;[13]=-118218;[14]=-115813;[15]=-115618;[16]=-117619;[17]=-121790;[18]=-128110;[20]=-146996;[21]=-159551;[22]=-174203;[23]=-189209;[24]=-206470;[25]=-224557;[26]=-242468;[27]=-258463;[28]=-269568;[29]=-276040;[30]=-279699
150,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2188.000000,33,1,Ok,113832.000000,NonMono,17,-112677.000000,16.769471,17,2255.077885,31,[2]=-201597;[3]=-190192;[4]=-180459;[5]=-170448;[6]=-160962;[7]=-152342;[8]=-144635;[9]=-137753;[10]=-131705;[11]=-126494;[12]=-122086;[13]=-118589;[14]=-115855;[15]=-113970;[16]=-112909;[17]=-112677;[18]=-113286;[19]=-114754;[20]=-117055;[21]=-120234;[22]=-124223;[23]=-129108;[24]=-134824;[25]=-141430;[26]=-148914;[27]=-157339;[28]=-166737;[29]=-176999;[30]=-187128;[31]=-198636;[32]=-211378
151,RECAL 3 1 2255 64 4 80,1,2255,64,4,80,-1272.000000,33,1,Ok,92305.000000,NonMono,15,-112562.000000,15.392935,15,-1210.428261,31,[0]=-203172;[1]=-191819;[2]=-181912;[3]=-171868;[4]=-162402;[5]=-153758;[6]=-146059;[7]=-139212;[8]=-133109;[9]=-127867;[10]=-123334;[11]=-119639;[12]=-116737;[13]=-114575;[14]=-113180;[15]=-112562;[16]=-112662;[17]=-113480;[18]=-115028;[19]=-117297;[20]=-120260;[21]=-123907;[22]=-128297;[23]=-133318;[24]=-139083;[25]=-145496;[26]=-152561;[27]=-160300;[28]=-168658;[29]=-177587;[30]=-186004
152,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2183.000000,33,1,Ok,119077.000000,NonMono,17,-113822.000000,17.231319,17,2251.925276,30,[2]=-207648;[3]=-195891;[4]=-185369;[5]=-175777;[6]=-166061;[7]=-157116;[8]=-149038;[9]=-141813;[10]=-135398;[11]=-129849;[12]=-125078;[13]=-121175;[14]=-118090;[15]=-115851;[16]=-114418;[17]=-113822;[18]=-114041;[19]=-115112;[20]=-117026;[22]=-123433;[23]=-127914;[24]=-133211;[25]=-139394;[26]=-146459;[27]=-154403;[28]=-163346;[29]=-173260;[30]=-183502;[31]=-194045;[32]=-206298
153,RECAL 3 1 2252 64 4 80,1,2252,64,4,80,1198.000000,33,1,Ok,107216.000000,NonMono,16,-113782.000000,15.697301,16,1260.789203,32,[0]=-206541;[1]=-195832;[2]=-186091;[3]=-177212;[4]=-167826;[5]=-159328;[6]=-151435;[7]=-144275;[8]=-137843;[9]=-132137;[11]=-122987;[12]=-119571;[13]=-116927;[14]=-115064;[15]=-114016;[16]=-113782;[17]=-114379;[18]=-115814;[19]=-118107;[20]=-121237;[21]=-125183;[22]=-130088;[23]=-135826;[24]=-142434;[25]=-149887;[26]=-158248;[27]=-167455;[28]=-177578;[29]=-187077;[30]=-197679;[31]=-209236;[32]=-220998
154,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2178.000000,33,1,Ok,105723.000000,NonMono,17,-114296.000000,16.505137,17,2244.020549,31,[2]=-196221;[3]=-185820;[4]=-176484;[5]=-166883;[6]=-158162;[7]=-150276;[8]=-143141;[9]=-136750;[10]=-131160;[11]=-126352;[12]=-122314;[13]=-119120;[14]=-116716;[15]=-115113;[16]=-114308;[17]=-114296;[18]=-115080;[19]=-116680;[20]=-119136;[21]=-122379;[22]=-126544;[23]=-131519;[24]=-137305;[25]=-143920;[26]=-151405;[27]=-159842;[28]=-169175;[29]=-179462;[30]=-189384;[31]=-201089;[32]=-213661
155,RECAL 3 1 2244 64 4 80,1,2244,64,4,80,2061.000000,33,1,Ok,168125.000000,NonMono,16,-114173.000000,16.124388,16,2125.497551,32,[0]=-282298;[1]=-280206;[2]=-277483;[3]=-271488;[4]=-260349;[6]=-224555;[7]=-205528;[8]=-187885;[9]=-172371;[10]=-157573;[11]=-144912;[12]=-134382;[13]=-126082;[14]=-119866;[15]=-115911;[16]=-114173;[17]=-114684;[18]=-117452;[19]=-122513;[20]=-129937;[21]=-139738;[22]=-152016;[23]=-166784;[24]=-183342;[25]=-201060;[26]=-221001;[27]=-241066;[28]=-258956;[29]=-270800;[30]=-277029;[31]=-280307;[32]=-282018
156,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2177.000000,33,1,Ok,102198.000000,NonMono,17,-121823.000000,16.655155,17,2243.620618,31,[2]=-201034;[3]=-190680;[4]=-181839;[5]=-172959;[6]=-164512;[7]=-156892;[8]=-150036;[9]=-143863;[10]=-138462;[11]=-133825;[12]=-129961;[13]=-126811;[14]=-124422;[15]=-122798;[16]=-121933;[17]=-121823;[18]=-122440;[19]=-123860;[20]=-126066;[21]=-129029;[22]=-132755;[23]=-137311;[24]=-142671;[25]=-148742;[26]=-155652;[27]=-163481;[28]=-172176;[29]=-181489;[30]=-190701;[31]=-201686;[32]=-213530
157,RECAL 3 1 2244 64 4 80,1,2244,64,4,80,2659.000000,33,1,Ok,163739.000000,NonMono,17,-120528.000000,16.502541,17,2725.010165,29,[3]=-283711;[4]=-282888;[5]=-281288;[6]=-277419;[7]=-268185;[8]=-249698;[9]=-225253;[10]=-201327;[11]=-180837;[12]=-162072;[13]=-146660;[14]=-134758;[15]=-126445;[16]=-121704;[17]=-120528;[18]=-122920;[19]=-129026;[20]=-138778;[21]=-152297;[22]=-169738;[23]=-189600;[24]=-213021;[25]=-238621;[26]=-261438;[27]=-274640;[28]=-280285;[29]=-282398;[30]=-283087;[31]=-284091
158,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,173.000000,33,1,Ok,1487.000000,NonMono,10,-122965.000000,10.130539,10,213.522157,4,[8]=-122990;[9]=-122982;[10]=-122965;[11]=-122987
159,RECAL 3 1 214 64 4 80,1,214,64,4,80,2679.000000,33,1,Ok,162766.000000,NonMono,17,-121568.000000,16.684738,17,2745.738952,31,[2]=-284334;[3]=-283843;[4]=-283193;[5]=-282080;[6]=-278778;[7]=-270450;[8]=-252285;[9]=-227616;[10]=-202940;[11]=-182185;[12]=-163547;[13]=-148083;[14]=-136235;[15]=-127852;[16]=-122936;[17]=-121568;[18]=-123752;[19]=-129428;[20]=-138714;[21]=-151617;[22]=-168253;[23]=-187464;[24]=-210247;[25]=-235457;[26]=-259380;[27]=-274281;[28]=-279932;[29]=-282364;[30]=-283368;[31]=-283942;[32]=-284034
160,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,163.000000,33,1,Ok,1395.000000,NonMono,10,-117218.000000,10.110804,10,203.443217,4,[8]=-117247;[9]=-117228;[10]=-117218;[11]=-117227
161,RECAL 3 1 203 64 4 80,1,203,64,4,80,2087.000000,33,1,Ok,165409.000000,NonMono,16,-117238.000000,16.502909,17,2153.011635,33,[0]=-282647;[1]=-281665;[2]=-279481;[3]=-275165;[4]=-266317;[5]=-251521;[6]=-232438;[7]=-213107;[8]=-194502;[9]=-178775;[10]=-163373;[11]=-150136;[12]=-139114;[13]=-130296;[14]=-123669;[15]=-119300;[16]=-117238;[17]=-117513;[18]=-120156;[19]=-125206;[20]=-132692;[21]=-142608;[22]=-154892;[23]=-169461;[24]=-185678;[25]=-203875;[26]=-223957;[27]=-244124;[28]=-261679;[29]=-272551;[30]=-278256;[31]=-280981;[32]=-282262
162,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,248.000000,33,1,Ok,2927.000000,NonMono,10,-113444.000000,10.991977,11,291.967907,21,[0]=-113941;[1]=-113858;[2]=-113794;[3]=-113730;[4]=-113662;[5]=-113597;[6]=-113570;[7]=-113515;[8]=-113487;[9]=-113459;[10]=-113444;[11]=-113448;[12]=-113449;[13]=-113458;[14]=-113496;[15]=-113539;[16]=-113579;[17]=-113634;[18]=-113716;[19]=-113812;[20]=-113901
163,RECAL 3 1 292 64 4 80,1,292,64,4,80,1245.000000,33,1,Ok,116348.000000,NonMono,15,-113402.000000,15.516018,16,1307.064071,31,[0]=-210655;[1]=-199338;[2]=-188693;[3]=-179333;[4]=-169450;[5]=-160274;[6]=-151839;[7]=-144268;[8]=-137466;[9]=-131586;[10]=-126421;[11]=-122088;[12]=-118617;[13]=-116009;[14]=-114277;[15]=-113402;[16]=-113437;[17]=-114347;[18]=-116116;[19]=-118773;[20]=-122307;[21]=-126787;[22]=-132149;[23]=-138410;[24]=-145587;[25]=-153600;[26]=-162586;[27]=-172476;[28]=-182761;[29]=-193073;[30]=-204885
164,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,268.000000,33,1,Ok,4201.000000,NonMono,9,-116386.000000,8.072118,8,300.288473,19,[0]=-116726;[1]=-116643;[2]=-116587;[3]=-116525;[4]=-116486;[5]=-116441;[6]=-116420;[7]=-116405;[8]=-116390;[9]=-116386;[10]=-116420;[11]=-116447;[12]=-116481;[13]=-116532;[14]=-116606;[15]=-116687;[16]=-116763;[17]=-116887;[18]=-117002
