cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 0 9999 64 4 80,2343,-218047,-207419,-197168,-187877,-179854,-171518,-163835,-156917,-150710,-145224,-140415,-136362,-132993,-130387,-128465,-127237,-126754,-127027,-128044,-129821,-132362,-135648,-139704,-144512,-150142,-156581,-163866,-171994,-180823,-189444,-199551,-210585,-222053
RECAL 3 1 2407 64 4 80,-2881,-283373,-282727,-281268,-278252,-271101,-257220,-236276,-213436,-191864,-173855,-157307,-144029,-133953,-127172,-123615,-123340,-126369,-132507,-141900,-154418,-170089,-187469,-207514,-229255,-250123,-999999,-275760,-279917,-282150,-283163,-283483,-283987,-284122
RECAL 3 0 9999 64 4 80,2334,-209929,-198933,-188816,-180115,-170948,-162503,-154719,-147797,-141555,-136128,-131382,-127356,-124026,-121471,-119638,-118561,-118204,-118596,-119745,-121684,-124367,-127854,-132126,-137158,-142990,-149528,-156980,-165277,-174485,-183816,-193498,-204589,-216416
RECAL 3 1 2398 64 4 80,-2242,-275575,-269353,-258345,-243122,-226020,-208435,-191661,-177260,-162890,-150458,-140048,-131509,-124901,-120264,-117626,-116911,-118171,-121341,-126505,-133567,-142526,-153367,-166089,-180425,-194829,-211618,-229089,-246213,-261049,-270901,-276872,-280177,-282015
RECAL 3 0 9999 64 4 80,2246,-196325,-186607,-177923,-168878,-160516,-152913,-145990,-139734,-134158,-129288,-125083,-121623,-118864,-116824,-115474,-114826,-114890,-115652,-117131,-119326,-122260,-125948,-130358,-135458,-141258,-147756,-154991,-163043,-171809,-181108,-190064,-200325,-211503
RECAL 3 1 2308 64 4 80,-1312,-189764,-181485,-172717,-164333,-156560,-149446,-142976,-137160,-132005,-127576,-123729,-120590,-118114,-116290,-115133,-114617,-114757,-115544,-117015,-119141,-121911,-125330,-129409,-134101,-139414,-145254,-151799,-158932,-166649,-174978,-183167,-191398,-200598
RECAL 3 0 9999 64 4 80,2321,-199674,-189201,-180270,-170865,-162173,-999999,-147112,-140668,-134931,-129958,-125684,-122088,-119292,-117175,-115791,-115109,-115173,-115957,-117473,-119712,-122710,-126583,-131173,-136571,-142765,-149763,-157596,-166252,-175756,-185200,-195570,-207150,-219298
RECAL 3 1 2383 64 4 80,1268,-203600,-194289,-185705,-177836,-169296,-161333,-153904,-147113,-140884,-135294,-130377,-126087,-122384,-999999,-117238,-115754,-115022,-115052,-115852,-117409,-119763,-122941,-126977,-131804,-137496,-144036,-151403,-159660,-168618,-178446,-187739,-198452,-209969
RECAL 3 0 9999 64 4 80,2235,-192498,-183614,-175098,-166516,-158662,-151438,-144968,-139095,-133896,-999999,-125339,-122058,-119430,-117471,-116165,-115532,-115571,-116285,-117643,-119678,-122405,-125884,-130035,-134867,-140436,-146732,-153636,-161307,-169683,-178796,-187512,-197464,-208284
RECAL 3 1 2297 64 4 80,2161,-280400,-277782,-273536,-265995,-254132,-238995,-222402,-205505,-189551,-175593,-161558,-149322,-138790,-130007,-123125,-118273,-115446,-114688,-116047,-119540,-125166,-133061,-143250,-155710,-170557,-186600,-204858,-225039,-245019,-262179,-273160,-278662,-281296
RECAL 3 0 9999 64 4 80,2296,-201356,-191352,-182875,-174366,-166025,-158445,-151558,-145414,-139898,-135071,-130905,-127452,-124596,-122436,-120929,-120026,-119794,-120203,-121262,-122962,-125343,-128386,-132066,-136446,-141506,-147256,-153730,-161057,-169121,-178038,-186561,-196288,-207164
RECAL 3 1 2360 64 4 80,2790,-284333,-284031,-283524,-283321,-281864,-279053,-273273,-261008,-241101,-218555,-196826,-178266,-160636,-145933,-134221,-125416,-999999,-117196,-117962,-122084,-129665,-140741,-155433,-173652,-193995,-218394,-243902,-265552,-276401,-280882,-282844,-283460,-283797
RECAL 3 0 9999 64 4 80,-198,-121577,-121557,-121558,-121558,-121563,-121565,-121576,-121569,-121576,-121599,-121618,-121643,-121662,-121686,-121693,-121711,-121732,-121767,-121794,-121809,-121836,-121860,-121883,-121918,-121928,-121953,-121998,-122011,-122034,-122063,-122084,-122107,-122116
RECAL 3 1 -189 64 4 80,2810,-284187,-283957,-283818,-283178,-282061,-279639,-273547,-261029,-240822,-218351,-196507,-999999,-160422,-146005,-134700,-126541,-121524,-119744,-121219,-126038,-134264,-146034,-161368,-180301,-201157,-225986,-250861,-269636,-278267,-281639,-283227,-283510,-283995
RECAL 3 0 9999 64 4 80,-631,-122175,-121728,-121325,-120960,-120639,-120355,-120105,-119897,-119731,-119601,-119483,-119421,-119401,-119385,-119410,-119485,-119580,-119700,-999999,-120061,-120277,-120515,-120772,-121078,-121405,-121733,-122100,-122484,-122885,-123318,-123766,-124249,-124738
RECAL 3 1 -581 64 4 80,2187,-281371,-279564,-276207,-270061,-260070,-245481,-228856,-211673,-195040,-180626,-166421,-153735,-142964,-134087,-127247,-122302,-119421,-118660,-120033,-123611,-129490,-137600,-147931,-160658,-175787,-191641,-210593,-231103,-251391,-267276,-275996,-280335,-282417
RECAL 3 0 9999 64 4 80,305,-117457,-117367,-117285,-117208,-117128,-117054,-117018,-116970,-116946,-116923,-116910,-116897,-116916,-116958,-117004,-117060,-117124,-117215,-117311,-117424,-117548,-117713,-117871,-118067,-118266,-118479,-118721,-118976,-119248,-119552,-119866,-120211,-120558
RECAL 3 1 346 64 4 80,1311,-219603,-209202,-199053,-189438,-180973,-172063,-163500,-155586,-148398,-141944,-136128,-131027,-126673,-123015,-120201,-118156,-116920,-116490,-116859,-118048,-120061,-122907,-126659,-131266,-136718,-143019,-150261,-158448,-167476,-177592,-187218,-198208,-210171
RECAL 3 0 9999 64 4 80,-561,-118082,-117768,-117516,-117278,-117072,-116927,-116799,-116693,-116632,-116598,-116585,-116614,-116653,-116736,-116839,-116971,-117103,-117274,-117491,-117707,-117962,-118226,-118507,-118834,-119160,-119496,-119861,-120265,-120664,-121078,-121528,-121986,-122443
RECAL 3 1 -522 64 4 80,-1263,-195359,-186509,-178548,-170105,-162264,-154921,-148257,-999999,-136854,-132080,-127962,-124457,-121652,-119429,-117859,-116885,-116537,-116828,-117712,-119207,-121310,-123974,-127235,-131066,-135463,-140383,-145913,-151967,-158446,-165539,-173175,-181065,-188431
RECAL 3 0 9999 64 4 80,382,-119225,-119079,-118939,-118809,-118703,-118593,-118515,-118455,-118415,-118377,-118380,-118378,-118398,-118444,-118512,-118598,-118706,-118819,-118972,-119137,-119315,-119511,-999999,-119989,-120280,-120597,-120939,-121312,-121708,-122130,-122567,-123074,-123596
RECAL 3 1 421 64 4 80,-2213,-277029,-271224,-261434,-246977,-230391,-213270,-196541,-182033,-167820,-155070,-144336,-135251,-128064,-122723,-119327,-117846,-118259,-120593,-124880,-131177,-139394,-149560,-161661,-175726,-189997,-206581,-224076,-241924,-257879,-269539,-276268,-279551,-281765
RECAL 3 0 9999 64 4 80,460,-128041,-127743,-127512,-127278,-127084,-126894,-126732,-126587,-126476,-126382,-126294,-126252,-126212,-126219,-126251,-126285,-126370,-126460,-126603,-126760,-126948,-127167,-127393,-127685,-127982,-128310,-128685,-129075,-129502,-129963,-130476,-131004,-131584
RECAL 3 1 510 64 4 80,-2858,-283446,-282815,-281745,-278984,-273214,-261246,-241130,-218798,-197100,-178803,-161661,-147784,-137014,-129460,-125084,-123928,-126015,-131304,-139767,-151396,-166403,-183915,-203331,-225377,-247288,-264936,-275008,-279891,-282046,-283470,-283617,-284016,-284319
RECAL 3 0 9999 64 4 80,-2369,-207426,-197443,-188274,-180509,-172501,-165141,-158538,-152674,-147539,-143207,-139568,-136588,-134304,-132665,-131712,-131439,-131812,-132799,-134469,-136767,-139739,-143358,-147589,-152496,-158034,-164319,-171282,-178935,-186304,-194640,-203970,-213994,-224413
RECAL 3 1 -2309 64 4 80,-2892,-283701,-283348,-282192,-280061,-274695,-263123,-243352,-220723,-198889,-180629,-163939,-150325,-140141,-133106,-129316,-128694,-131336,-137199,-146327,-158739,-174291,-191482,-212264,-234832,-256279,-270901,-278255,-281263,-283042,-283673,-283804,-284081,-284114
RECAL 3 0 9999 64 4 80,-2380,-194371,-185272,-177108,-168714,-161262,-154434,-148418,-143098,-138527,-134685,-131570,-129161,-127430,-126433,-126086,-126420,-127446,-129142,-131472,-134465,-138107,-142451,-147447,-153092,-159454,-166508,-174294,-999999,-190340,-199827,-209991,-220733,-231752
RECAL 3 1 -2324 64 4 80,-2258,-281160,-278082,-273141,-263883,-249171,-231881,-214072,-197015,-182450,-168722,-156554,-146425,-138324,-132258,-128231,-126200,-126110,-128044,-131934,-137832,-145740,-155451,-167268,-180823,-194829,-211405,-228950,-246322,-261551,-271622,-277675,-280673,-282127
RECAL 3 0 9999 64 4 80,-2461,-199172,-188854,-180050,-170885,-162562,-155009,-148301,-142373,-137270,-132860,-129228,-126328,-124145,-122718,-122033,-122055,-122801,-124331,-126592,-129563,-133265,-137672,-142845,-148715,-155247,-162663,-170751,-179638,-188083,-197871,-208519,-219846,-231275
RECAL 3 1 -2403 64 4 80,-1343,-209184,-198757,-189093,-180759,-172071,-163922,-156504,-149831,-143899,-138719,-134244,-130491,-127405,-124994,-123293,-122287,-121959,-122305,-123333,-125047,-127439,-130481,-134165,-138501,-143506,-149205,-155575,-999999,-170308,-178594,-186407,-195171,-204556
RECAL 3 0 9999 64 4 80,-2386,-196361,-186536,-178006,-169131,-161111,-153960,-147496,-141799,-136823,-132584,-129096,-999999,-124201,-122844,-122194,-122216,-122880,-124247,-126294,-128977,-132289,-136232,-140885,-146215,-152147,-158787,-166107,-174199,-182424,-190699,-200360,-210830,-221693
RECAL 3 1 -2328 64 4 80,1236,-200641,-191760,-183886,-176218,-168428,-161259,-154569,-148527,-143082,-138207,-133956,-130382,-127380,-125046,-123372,-122405,-122131,-122537,-123671,-125571,-128226,-999999,-135861,-140916,-146769,-153430,-161011,-169354,-178604,-187552,-197924,-209324,-221350
RECAL 3 0 9999 64 4 80,-2475,-200070,-189827,-181136,-172326,-164150,-156771,-150208,-144356,-139278,-134874,-131221,-128325,-126082,-124526,-123696,-123547,-124121,-125366,-127322,-129951,-133311,-137383,-142169,-147636,-153834,-160839,-168488,-176905,-185157,-194246,-204562,-215468,-226987
RECAL 3 1 -2416 64 4 80,2139,-282015,-280534,-277270,-271325,-260935,-245714,-228595,-211363,-195112,-181261,-167867,-155861,-145686,-137318,-130824,-126201,-123467,-122695,-123925,-127254,-132604,-140111,-149759,-161574,-175727,-190354,-207488,-226374,-245269,-262146,-272950,-278469,-281231
RECAL 3 0 9999 64 4 80,-2420,-198714,-189649,-181971,-174317,-166921,-160240,-154151,-148815,-144141,-140104,-136705,-133989,-131896,-130495,-129727,-129592,-130087,-131235,-133030,-135470,-138587,-142332,-146677,-151638,-157270,-163587,-170579,-178279,-185675,-193978,-203152,-213117,-223586
RECAL 3 1 -2361 64 4 80,2771,-284165,-284180,-284148,-283509,-282554,-280564,-275311,-263523,-243249,-220804,-199477,-181642,-165602,-152063,-141548,-134006,-129481,-127929,-129469,-134116,-142037,-153256,-167923,-185183,-205255,-228291,-251396,-269019,-277567,-281515,-282863,-283686,-283928
RECAL 3 0 9999 64 4 80,2215,-189215,-181547,-173640,-165849,-158746,-152183,-146252,-140926,-136132,-131936,-128336,-125359,-122972,-121238,-120137,-119642,-119818,-120672,-122208,-124422,-127362,-130958,-135271,-140261,-146049,-152533,-159820,-167871,-176828,-185488,-195087,-205788,-217118
RECAL 3 1 2276 64 4 80,-2905,-283086,-281632,-279035,-273002,-260830,-240899,-218212,-195973,-176615,-158091,-142769,-130633,-121711,-116131,-113909,-115017,-119499,-127445,-138830,-153711,-172180,-192493,-216612,-241448,-263537,-275501,-280316,-282651,-283752,-283799,-283765,-284015,-284300
RECAL 3 0 9999 64 4 80,2131,-184705,-176896,-168654,-161045,-153870,-147323,-141308,-135846,-131010,-126715,-122970,-119855,-117370,-115439,-114129,-113421,-113317,-113851,-115028,-116842,-119269,-122361,-126134,-130530,-135600,-141341,-147759,-154861,-162631,-171126,-180250,-188994,-199069
RECAL 3 1 2193 64 4 80,-2279,-277072,-271215,-260631,-245035,-227039,-208820,-191271,-176110,-161055,-147903,-136874,-127745,-120625,-115657,-112780,-111983,-113270,-116691,-122188,-129822,-139523,-151352,-165287,-181171,-197564,-216529,-235880,-254251,-268273,-275848,-279989,-281933,-283027
RECAL 3 0 9999 64 4 80,2143,-181619,-173164,-164924,-157213,-150098,-143558,-137565,-132134,-127267,-123003,-119293,-116196,-113661,-111760,-110455,-109767,-109710,-110262,-111418,-113248,-115696,-118810,-122565,-127046,-132143,-137879,-144379,-151532,-159422,-168072,-177479,-186410,-196398
RECAL 3 1 2205 64 4 80,-1381,-190735,-181301,-171490,-162182,-153553,-145672,-138567,-132203,-126616,-121770,-117763,-114476,-112009,-110284,-109327,-109105,-109654,-110926,-112927,-115671,-119129,-123313,-128281,-133904,-140278,-147346,-154986,-163457,-172546,-181910,-191020,-201370,-212123
RECAL 3 0 9999 64 4 80,2263,-189318,-181042,-172268,-163841,-156004,-148797,-142219,-136260,-130941,-126252,-122181,-118836,-116099,-114026,-112634,-111929,-111909,-112586,-113959,-116047,-118849,-122341,-126634,-131625,-137380,-143876,-151150,-159109,-167928,-177625,-186867,-197351,-208781
RECAL 3 1 2325 64 4 80,1185,-191322,-183131,-174844,-166467,-158625,-151378,-144725,-138618,-133153,-128244,-123925,-120285,-999999,-114935,-113227,-112194,-111817,-112127,-113075,-114723,-117070,-120110,-123878,-128414,-133579,-139527,-146208,-153602,-161754,-170649,-180086,-189083,-199439
RECAL 3 0 9999 64 4 80,2172,-183957,-175852,-167348,-159549,-152261,-145568,-139408,-133834,-128839,-124389,-120580,-117387,-114750,-112706,-111266,-110439,-110198,-110580,-111570,-113206,-115475,-118390,-121959,-126231,-999999,-136762,-143151,-150209,-158030,-166619,-175983,-185098,-194971
RECAL 3 1 2235 64 4 80,2109,-281228,-278702,-274218,-265497,-251331,-233543,-214930,-196841,-181147,-165813,-152092,-140321,-130411,-122365,-116345,-112276,-110181,-110072,-111963,-115851,-121767,-129736,-139637,-151515,-165391,-180953,-196912,-215249,-234120,-251943,-266030,-274511,-279114
RECAL 3 0 9999 64 4 80,2286,-192070,-183802,-175877,-167882,-160520,-153865,-147719,-142229,-137326,-133037,-129392,-126362,-123928,-122226,-999999,-120687,-120907,-121795,-123346,-125615,-128538,-132119,-136459,-141504,-147263,-153764,-161053,-169092,-178005,-186562,-196408,-207272,-218864
RECAL 3 1 2347 64 4 80,2740,-284240,-284550,-283883,-283666,-282932,-280769,-275881,-264546,-244526,-221018,-198108,-178828,-160861,-146056,-134376,-125921,-120661,-118659,-119922,-124389,-132250,-143356,-157652,-175200,-193943,-216018,-239043,-259684,-272929,-278902,-281595,-283023,-283422
RECAL 3 0 9999 64 4 80,-483,-121488,-121379,-121284,-121195,-121132,-121085,-121061,-121067,-121055,-121089,-121117,-121198,-121253,-121345,-121448,-121559,-121685,-121835,-121975,-122143,-122305,-122483,-122681,-122891,-123101,-123345,-123577,-123823,-124072,-124335,-124615,-124898,-125183
RECAL 3 1 -455 64 4 80,2707,-283916,-283888,-284007,-283464,-282913,-280810,-275472,-263872,-243645,-220247,-197507,-178454,-160741,-146052,-134525,-126203,-121034,-119076,-120247,-999999,-132036,-142570,-156108,-172808,-190869,-212148,-234893,-256365,-271185,-278174,-281129,-282918,-283621
RECAL 3 0 9999 64 4 80,-903,-117341,-116472,-115699,-115011,-114405,-113873,-113426,-113073,-112815,-112631,-112522,-112489,-112548,-112698,-112902,-113176,-113531,-113961,-114482,-115068,-115723,-116448,-117238,-118117,-119057,-120048,-121109,-122229,-123427,-124662,-125990,-127360,-128791
RECAL 3 1 -860 64 4 80,2065,-280650,-277830,-272613,-263054,-248058,-230586,-212625,-195356,-180550,-165838,-152736,-141461,-132030,-124313,-118507,-114560,-112504,-112317,-114032,-117636,-123112,-130496,-139716,-150786,-163790,-178549,-193409,-210751,-228631,-246511,-261806,-271902,-277300
RECAL 3 0 9999 64 4 80,-555,-112000,-111856,-111731,-111635,-111576,-111546,-111547,-111568,-111623,-111691,-111801,-111930,-112076,-112263,-112465,-112684,-112926,-113197,-113489,-113800,-114142,-114499,-114856,-115248,-115652,-116070,-116516,-116980,-117446,-117942,-118450,-118972,-119491
RECAL 3 1 -533 64 4 80,1112,-178894,-170942,-163464,-156470,-149955,-143900,-138316,-133246,-128697,-124588,-121103,-118107,-115670,-113793,-112476,-111738,-111566,-111966,-112936,-114520,-116725,-119515,-122952,-127049,-131740,-137098,-143006,-149641,-156900,-164807,-173419,-182189,-190756
RECAL 3 0 9999 64 4 80,-972,-115552,-114377,-113324,-112411,-111599,-110871,-110270,-109765,-109391,-109113,-108945,-108865,-108908,-109039,-109272,-109590,-110016,-110537,-111148,-111846,-112632,-113513,-114495,-115570,-116718,-117959,-119290,-120712,-122218,-123800,-125520,-127262,-129112
RECAL 3 1 -927 64 4 80,-1453,-202522,-191100,-181223,-170981,-161346,-152487,-144456,-137223,-130767,-125118,-120304,-116324,-113216,-110904,-109415,-108742,-108875,-109809,-111568,-114103,-117446,-121615,-126602,-132375,-138939,-146297,-154382,-163331,-172954,-182859,-192755,-203813,-215444
RECAL 3 0 9999 64 4 80,-1007,-117917,-116793,-115801,-114923,-114160,-113500,-112964,-112553,-112239,-112049,-111968,-111996,-112122,-112360,-112717,-113157,-113706,-114370,-115125,-115976,-116927,-117971,-119105,-120351,-121685,-123100,-124601,-126234,-127882,-129651,-131507,-133432,-135459
RECAL 3 1 -966 64 4 80,-2319,-274768,-266725,-253360,-235764,-217286,-198952,-182713,-167132,-152900,-140642,-130363,-122065,-115848,-111700,-109637,-109709,-111929,-116303,-122898,-131759,-142705,-156001,-171576,-188041,-206791,-226971,-246932,-263624,-274013,-279167,-281589,-282951,-283558
RECAL 3 0 9999 64 4 80,-803,-121450,-120798,-120219,-119698,-119245,-118866,-118549,-118286,-118058,-117930,-117825,-117795,-117809,-117873,-117981,-118168,-118398,-118668,-119000,-999999,-119755,-120232,-120753,-121316,-121927,-122579,-123271,-124023,-124811,-125670,-126534,-127431,-128369
RECAL 3 1 -758 64 4 80,-2938,-283418,-282198,-279914,-275235,-264289,-245604,-222903,-200255,-180497,-161662,-145674,-132760,-123017,-116623,-113570,-113890,-117679,-124960,-135794,-150189,-168149,-999999,-211908,-237243,-260435,-274651,-279941,-282479,-283250,-283883,-284140,-284061,-284088
RECAL 3 0 9999 64 4 80,-2516,-183230,-174759,-166378,-158834,-151980,-145931,-140614,-135945,-132005,-128800,-126321,-124515,-123476,-123167,-123591,-124770,-126660,-129291,-132630,-136734,-141599,-147186,-153412,-160535,-168375,-177106,-185534,-194907,-205430,-216620,-228313,-240381,-251936
RECAL 3 1 -2464 64 4 80,-2890,-283139,-281872,-278919,-272776,-259218,-238597,-216192,-194610,-176453,-999999,-144785,-133405,-125053,-119780,-117675,-118769,-123093,-130829,-141855,-156075,-173998,-193376,-216528,-241374,-263258,-275711,-280755,-283285,-284081,-284260,-284310,-284467,-284001
RECAL 3 0 9999 64 4 80,-2587,-181062,-171607,-162740,-154662,-147426,-140937,-135209,-130336,-126129,-122643,-119967,-118055,-116915,-116532,-116947,-118128,-120121,-122928,-126601,-131042,-136306,-142452,-149384,-157083,-165791,-175409,-184960,-195265,-206935,-219358,-232089,-244958,-256944
RECAL 3 1 -2535 64 4 80,-2262,-275386,-267347,-254060,-237331,-219433,-202010,-186233,-171848,-158258,-146462,-136440,-128341,-122091,-117809,-115450,-115023,-116581,-120069,-125601,-133116,-142669,-154212,-167684,-182850,-198782,-217129,-236180,-254314,-268370,-276454,-280696,-282407,-283529
RECAL 3 0 9999 64 4 80,-2578,-183379,-173986,-164720,-156370,-148808,-142145,-136108,-130875,-126363,-122568,-119590,-117360,-115902,-999999,-115253,-116137,-117774,-120218,-123489,-127579,-132476,-138091,-144633,-151987,-160208,-169258,-179131,-188565,-199602,-211517,-223925,-236679,-249038
RECAL 3 1 -2525 64 4 80,-1358,-195842,-186385,-177868,-168872,-160682,-153081,-146186,-139974,-134458,-129641,-125504,-122045,-119295,-117245,-115855,-115162,-115135,-115767,-117097,-119097,-121736,-125050,-129071,-133681,-138930,-144806,-151269,-158386,-166107,-174431,-182811,-999999,-200710
RECAL 3 0 9999 64 4 80,-2475,-176916,-168026,-159940,-152583,-146008,-140137,-134937,-130451,-126627,-123473,-121036,-119289,-118225,-117839,-118158,-119175,-120908,-123322,-126523,-130424,-135053,-140417,-146543,-153383,-161015,-169423,-178564,-187157,-197173,-208230,-219839,-231851,-243841
RECAL 3 1 -2423 64 4 80,1215,-193978,-185723,-178082,-169969,-162402,-155383,-148960,-143114,-137837,-133180,-129138,-125666,-122782,-120593,-119013,-118092,-117831,-118225,-119293,-121055,-123490,-126658,-130454,-134970,-140168,-146102,-152742,-999999,-168174,-177069,-185588,-194956,-205318
RECAL 3 0 9999 64 4 80,-2555,-184569,-175779,-166861,-158731,-151421,-144865,-139010,-133872,-129449,-125713,-122711,-120473,-118954,-118161,-118125,-118807,-120225,-122423,-125383,-129108,-133562,-138830,-144821,-151571,-159087,-167346,-176487,-185347,-195147,-206076,-217723,-229561,-241653
RECAL 3 1 -2501 64 4 80,2123,-281670,-279133,-274551,-265397,-250979,-233598,-215994,-199076,-184164,-170259,-157377,-146254,-136900,-129376,-123728,-119928,-118044,-118050,-119974,-123819,-129612,-137250,-146887,-158424,-171900,-186163,-202283,-220128,-238623,-256055,-269155,-276589,-280467
RECAL 3 0 9999 64 4 80,-2456,-184957,-177438,-169751,-162732,-156416,-150778,-145821,-141562,-137862,-134794,-132365,-130597,-129442,-128957,-129084,-129881,-131334,-133424,-136210,-139694,-143790,-148591,-154029,-160172,-167025,-174654,-182480,-190292,-199512,-209436,-219959,-230666,-241527
RECAL 3 1 -2403 64 4 80,2750,-284161,-284160,-284494,-284031,-283431,-281656,-277683,-268378,-250279,-227691,-205741,-186236,-169525,-154746,-143063,-134424,-128834,-126369,-127016,-130776,-137604,-147479,-160382,-176271,-193222,-213780,-235830,-257264,-271681,-278631,-282041,-283217,-284101
RECAL 3 0 9999 64 4 80,2116,-221459,-210267,-199555,-189665,-181345,-172722,-164519,-157140,-150577,-144695,-139450,-134908,-131027,-127822,-125264,-123403,-122192,-121632,-121764,-122539,-124029,-126224,-129049,-132581,-136908,-141952,-147730,-154295,-161709,-169911,-178883,-187439,-197564
RECAL 3 1 2185 64 4 80,-2864,-284153,-283673,-282911,-281403,-278088,-269939,-252319,-227762,-202672,-181085,-161242,-145086,-132710,-124268,-119522,-118579,-121411,-128048,-138392,-152506,-170529,-190657,-215035,-241510,-265080,-277410,-281914,-283210,-283681,-283987,-284133,-284082,-284335
RECAL 3 0 9999 64 4 80,2132,-213069,-201575,-190791,-181497,-171994,-163004,-154711,-147184,-140358,-134237,-128863,-124163,-120165,-116893,-114306,-112450,-111305,-110890,-111194,-112245,-114034,-116615,-119977,-124163,-129177,-134985,-141635,-149049,-157436,-166765,-177088,-187170,-198783
RECAL 3 1 2200 64 4 80,-2293,-281253,-278516,-273040,-261661,-244088,-223443,-999999,-183766,-166061,-150226,-136850,-126051,-117806,-112210,-109213,-108756,-110880,-115594,-122869,-132813,-145280,-160404,-178345,-197146,-219204,-242109,-262183,-274170,-279883,-282078,-283133,-283475,-283997
RECAL 3 0 9999 64 4 80,2047,-213217,-202528,-192298,-183343,-174477,-165623,-157527,-150060,-143292,-137100,-131594,-126745,-122557,-119092,-116342,-114265,-112889,-112242,-112279,-113045,-114522,-116740,-119716,-123428,-127953,-133144,-139122,-145876,-153464,-161899,-171129,-181173,-190983
RECAL 3 1 2117 64 4 80,-1527,-239674,-226206,-212545,-199158,-186688,-175471,-164047,-153849,-144790,-136783,-129884,-124081,-119429,-115932,-113564,-112301,-112136,-113117,-115207,-118404,-122705,-128196,-134775,-142566,-151506,-161667,-173010,-184631,-197012,-210967,-225384,-239970,-253703
RECAL 3 0 9999 64 4 80,2040,-213235,-202334,-191931,-182805,-173596,-164527,-156092,-148336,-141253,-134780,-129004,-123763,-119243,-115407,-112268,-109808,-108049,-106978,-106617,-106981,-108038,-109835,-112367,-115654,-119668,-124478,-130119,-136414,-143529,-151438,-160272,-169984,-180441
RECAL 3 1 2112 64 4 80,838,-160681,-154924,-149486,-144277,-139381,-134774,-130508,-126488,-122740,-119402,-116437,-113819,-111596,-109753,-108307,-107261,-106605,-106396,-106588,-107246,-108332,-109849,-111863,-114311,-117215,-120597,-124475,-128899,-133775,-139184,-145113,-151505,-158518
RECAL 3 0 9999 64 4 80,2123,-220738,-209161,-197938,-187520,-178428,-168776,-159952,-151827,-144417,-137661,-131631,-126278,-121596,-117665,-114449,-111918,-110088,-108984,-108611,-108956,-110054,-111900,-114519,-117946,-122203,-127284,-133180,-139959,-147570,-156100,-165492,-176001,-186294
RECAL 3 1 2195 64 4 80,1846,-278679,-275057,-268467,-258582,-244647,-228843,-212497,-196394,-182113,-167788,-154498,-142653,-132308,-123649,-116799,-111771,-108589,-107316,-107943,-110519,-115143,-121832,-130698,-141688,-154859,-170479,-187177,-206274,-226997,-247915,-265583,-275717,-280421
RECAL 3 0 9999 64 4 80,2125,-221490,-210130,-199246,-189195,-180482,-171380,-162971,-155198,-148156,-141823,-136138,-131133,-126809,-123147,-120165,-117844,-116193,-115244,-114981,-115405,-116526,-118367,-120936,-124263,-128391,-133240,-138902,-145334,-152552,-160554,-169550,-179303,-188806
RECAL 3 1 2196 64 4 80,2483,-284246,-283738,-283765,-282989,-281314,-277806,-270986,-257773,-238228,-216680,-195429,-177031,-158896,-143457,-130923,-121320,-114902,-111689,-111775,-115237,-122086,-132622,-146912,-165085,-186361,-211427,-239983,-265743,-278347,-282782,-283730,-283975,-284395
RECAL 3 0 9999 64 4 80,-497,-120814,-120353,-119922,-119500,-119136,-118776,-118465,-999999,-117909,-117657,-117443,-117239,-117079,-116926,-116798,-116687,-116597,-116536,-116476,-116466,-116458,-116462,-116492,-116536,-116603,-116682,-116781,-116896,-117016,-117150,-117301,-117474,-117651
RECAL 3 1 -417 64 4 80,2477,-284008,-283824,-283769,-283280,-282147,-279506,-274344,-263652,-245540,-223746,-201772,-182243,-999999,-147505,-134059,-123650,-116443,-112484,-111800,-114498,-120656,-130267,-143686,-160959,-182069,-205914,-233953,-260942,-275992,-281820,-999999,-283977,-283968
RECAL 3 0 9999 64 4 80,-492,-113738,-113237,-112785,-112363,-111980,-111625,-111292,-110997,-110726,-110492,-110271,-110090,-109929,-109793,-109674,-109570,-109510,-109464,-109424,-109426,-109444,-109481,-109527,-109603,-109682,-109795,-109914,-110061,-110231,-110395,-110583,-110788,-111006
RECAL 3 1 -417 64 4 80,1841,-278815,-274874,-267992,-257123,-242722,-226561,-210082,-194069,-179992,-165669,-152700,-141275,-131450,-123163,-116741,-112158,-109428,-108619,-109741,-112839,-117896,-125130,-134504,-146050,-159876,-176101,-192972,-212997,-234167,-254394,-269707,-277475,-281226
RECAL 3 0 9999 64 4 80,-824,-128912,-126982,-125131,-123411,-121836,-120312,-118930,-117613,-116402,-115302,-114302,-113390,-112587,-111887,-111268,-110752,-110322,-109967,-109720,-109549,-109460,-109451,-109528,-109676,-999999,-110198,-110569,-111020,-111541,-112130,-112782,-113475,-114267
RECAL 3 1 -742 64 4 80,820,-164429,-158739,-153288,-148177,-143285,-138671,-134366,-130362,-126671,-123272,-120258,-117570,-115188,-113182,-111557,-110305,-109454,-108995,-108934,-109270,-110038,-111237,-112871,-114934,-117483,-120487,-123969,-127973,-132356,-137231,-142627,-148528,-154920
