cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 1 2472 64 4 80,-1328,-203381,-193381,-184451,-176048,-167344,-159637,-152526,-999999,-140426,-135385,-131073,-127404,-124404,-122164,-120576,-119673,-119452,-119901,-121048,-122830,-125284,-128473,-132314,-136849,-142028,-147875,-154395,-161629,-169460,-177869,-185927,-194864,-204697
RECAL 3 0 9999 64 4 80,2344,-217621,-206881,-196613,-187165,-178908,-170177,-162091,-154644,-147921,-141911,-136576,-131957,-128102,-124903,-122474,-120801,-119901,-119768,-120458,-121948,-124232,-127403,-131283,-136061,-141721,-148203,-155585,-163873,-173061,-182671,-192380,-203386,-215203
RECAL 3 1 2410 64 4 80,1253,-204320,-999999,-185998,-178037,-169606,-161789,-154559,-148142,-142256,-137030,-132464,-128618,-125408,-122899,-121138,-120072,-119735,-120137,-121339,-123290,-126072,-129634,-133976,-139050,-145018,-151779,-159431,-167894,-177235,-186216,-196371,-207426,-218897
RECAL 3 0 9999 64 4 80,2336,-219744,-209013,-198770,-189192,-180886,-172255,-164028,-156528,-149826,-143704,-138268,-133523,-129514,-126177,-123528,-121649,-120495,-120091,-120466,-121626,-123552,-126348,-129915,-134283,-139434,-145501,-152410,-160215,-168880,-178465,-187704,-198370,-209904
RECAL 3 1 2404 64 4 80,2155,-282227,-280627,-277373,-271648,-260655,-244631,-226957,-208992,-192114,-177790,-163631,-151413,-141193,-132935,-126605,-122280,-120097,-120009,-122064,-126279,-132642,-141210,-151724,-164601,-179547,-194915,-213019,-231993,-250301,-265282,-274091,-278843,-281301
RECAL 3 0 9999 64 4 80,2365,-225433,-215128,-205136,-195677,-187089,-179614,-171752,-164472,-157878,-151948,-146684,-142115,-138244,-135112,-132688,-131009,-130069,-129881,-130442,-131766,-133876,-136785,-140527,-145050,-150394,-156585,-163598,-171393,-179977,-188260,-198046,-208867,-220179
RECAL 3 1 2432 64 4 80,2782,-284285,-284106,-284048,-283549,-282979,-281445,-277816,-269803,-252889,-230898,-208445,-188225,-171180,-156028,-144087,-135329,-129813,-127527,-128577,-133048,-140960,-152310,-167159,-184633,-204713,-227050,-249568,-267326,-276732,-280609,-282565,-283614,-283955
RECAL 3 0 9999 64 4 80,543,-134546,-134175,-133819,-133462,-133143,-132841,-132561,-132312,-132091,-131897,-131736,-131602,-131509,-131417,-131375,-131362,-131380,-131436,-131524,-131649,-131790,-132007,-132234,-132504,-132832,-133178,-133588,-134040,-134517,-135060,-135643,-136269,-136951
RECAL 3 1 603 64 4 80,2787,-284340,-999999,-284021,-283824,-283285,-281783,-277909,-269501,-252558,-230410,-208145,-188165,-171461,-156623,-145004,-136594,-131343,-129417,-130845,-135663,-143882,-155465,-170488,-187563,-207281,-229520,-251216,-268123,-277148,-281055,-282926,-283438,-283962
RECAL 3 0 9999 64 4 80,375,-127054,-126865,-126681,-126508,-126334,-126190,-126044,-125919,-125806,-125710,-125628,-125561,-125508,-125475,-125460,-125464,-125480,-125505,-125570,-125652,-125749,-125871,-126029,-126173,-126365,-126581,-126808,-127079,-127374,-127682,-128020,-128406,-128806
RECAL 3 1 433 64 4 80,2160,-283013,-281763,-279653,-275472,-267975,-254955,-238164,-220481,-203170,-187412,-173826,-160808,-149827,-140657,-133498,-128457,-125466,-124581,-125855,-129269,-134700,-142348,-152110,-164047,-178160,-192574,-209729,-228080,-246308,-261925,-272286,-277732,-280852
RECAL 3 0 9999 64 4 80,241,-123674,-123591,-123512,-123469,-123394,-123366,-123311,-123257,-123224,-123198,-123182,-123169,-123163,-123183,-123191,-123200,-123249,-123288,-123332,-123394,-123470,-123560,-123648,-123764,-123889,-124028,-124167,-124335,-124519,-124700,-124920,-125151,-125404
RECAL 3 1 289 64 4 80,1266,-213732,-203904,-194472,-185890,-178228,-169993,-162426,-155439,-149146,-143524,-138536,-134225,-130596,-127628,-125373,-123889,-123158,-123186,-124026,-125655,-128025,-131235,-135223,-140053,-145703,-152173,-159492,-167624,-176596,-185281,-194795,-205530,-216774
RECAL 3 0 9999 64 4 80,666,-129534,-128818,-128132,-127533,-126937,-126418,-125956,-125556,-125139,-124851,-124589,-124393,-124254,-124165,-124145,-124182,-124295,-124455,-124689,-125000,-125383,-999999,-126384,-126984,-127662,-128420,-129242,-130162,-131157,-132221,-133421,-134657,-136019
RECAL 3 1 721 64 4 80,-1310,-194846,-186147,-178378,-170236,-162689,-155798,-149608,-144076,-139256,-135021,-131508,-128634,-126409,-999999,-123937,-123712,-124112,-125206,-126996,-129429,-132486,-136242,-140649,-145697,-151287,-157669,-164684,-172368,-180477,-188171,-197098,-206680,-216639
RECAL 3 0 9999 64 4 80,404,-129942,-129711,-129512,-129302,-129136,-128991,-128835,-128734,-128623,-128535,-128465,-128417,-128397,-128386,-128401,-128439,-128504,-128590,-128696,-128816,-128975,-129158,-129367,-129594,-129862,-130162,-130500,-130849,-131221,-131649,-132108,-132593,-133118
RECAL 3 1 455 64 4 80,-2240,-276376,-270160,-259387,-244448,-227696,-210771,-194910,-181303,-168086,-156544,-146810,-138956,-132940,-128861,-126703,-126526,-128335,-132086,-137878,-145698,-155543,-167447,-181248,-195616,-212670,-231152,-249496,-264652,-274195,-278960,-281655,-283003,-283579
RECAL 3 0 9999 64 4 80,570,-138706,-138198,-137736,-137282,-136851,-136460,-136108,-135777,-135486,-135214,-134991,-134783,-134622,-134510,-134426,-134366,-134377,-134406,-134465,-134604,-134755,-134954,-135220,-135530,-135868,-136274,-136708,-137212,-137755,-138325,-138991,-139684,-140443
RECAL 3 1 633 64 4 80,-2877,-283505,-282661,-280931,-277803,-270774,-257432,-238272,-217349,-197538,-180917,-165334,-152436,-142553,-135693,-131996,-131539,-134277,-140407,-149905,-162919,-179418,-197709,-220097,-243969,-264707,-276206,-281231,-283144,-283706,-283995,-284032,-284440,-284627
RECAL 3 0 9999 64 4 80,-2352,-206759,-197964,-189831,-182905,-176142,-169560,-163731,-158501,-153895,-149960,-146702,-144032,-142054,-140713,-140020,-139980,-140584,-141839,-143784,-146367,-149621,-153646,-158373,-163858,-170011,-176961,-183821,-191170,-199819,-208969,-218783,-228946,-239413
RECAL 3 1 -2294 64 4 80,-2903,-283568,-282972,-281464,-278613,-272801,-259903,-241069,-220162,-200205,-183345,-168272,-155659,-146162,-139746,-136529,-136555,-139844,-146429,-156424,-169957,-186008,-205373,-227536,-250785,-269023,-277993,-281566,-283594,-283888,-284345,-284466,-284480,-284359
RECAL 3 0 9999 64 4 80,-2382,-198466,-189750,-182231,-174768,-167537,-161034,-155132,-149964,-145494,-141684,-138566,-136114,-134392,-133335,-132979,-133286,-134290,-135982,-138356,-141436,-145180,-149621,-154773,-160727,-167280,-174722,-182357,-190020,-199131,-209075,-219593,-230574,-241527
RECAL 3 1 -2326 64 4 80,-2274,-278481,-273875,-265559,-252147,-235716,-218907,-202652,-188028,-175522,-163642,-153435,-145140,-138748,-134322,-131864,-131413,-133003,-136602,-142195,-149845,-159597,-171410,-184651,-199427,-216702,-234587,-252361,-266880,-275310,-279863,-282218,-283197,-283995
RECAL 3 0 9999 64 4 80,-2322,-200208,-191711,-184224,-177263,-170056,-163640,-157714,-152434,-147814,-143811,-140423,-137630,-135475,-133927,-133032,-132792,-133195,-134257,-136001,-138405,-141498,-145195,-149623,-154712,-160546,-167063,-174303,-181791,-189212,-197858,-207178,-216935,-227136
RECAL 3 1 -2263 64 4 80,-1372,-205968,-196471,-187753,-180160,-172369,-165090,-158550,-152730,-147695,-143318,-139653,-136702,-134473,-132972,-132198,-132145,-132791,-134123,-999999,-138930,-142386,-146521,-151311,-156857,-163021,-169891,-177488,-184847,-192767,-201747,-211296,-221178,-231320
RECAL 3 0 9999 64 4 80,-2406,-200571,-191398,-183416,-175602,-167833,-160845,-154487,-148876,-143928,-139673,-136123,-133206,-130980,-129457,-128641,-128502,-129073,-130366,-132331,-134977,-138344,-142401,-147158,-152606,-158783,-165696,-173239,-181286,-189135,-198314,-208302,-218815,-229695
RECAL 3 1 -2347 64 4 80,1202,-204407,-195742,-187737,-180764,-173621,-166606,-160127,-154197,-148944,-144255,-140123,-136593,-133731,-131490,-129866,-128858,-128477,-128765,-129692,-131273,-133519,-136480,-140116,-144469,-149464,-155203,-161667,-168842,-176855,-184721,-193300,-202980,-213317
RECAL 3 0 9999 64 4 80,-2386,-199422,-190666,-183106,-175753,-168485,-162049,-156114,-150915,-146376,-142500,-139249,-136677,-134752,-133517,-132944,-133026,-133761,-135156,-137200,-139931,-143337,-147350,-152098,-157543,-163679,-170476,-177998,-185300,-193397,-202595,-212578,-223041,-233830
RECAL 3 1 -2328 64 4 80,2126,-282388,-280435,-276802,-269783,-257836,-241896,-225268,-208873,-193808,-181177,-169027,-158407,-149602,-142694,-137540,-134278,-132890,-133392,-135834,-140202,-146490,-154760,-165189,-177614,-190317,-205684,-222563,-239880,-256029,-268559,-275713,-279757,-282072
RECAL 3 0 9999 64 4 80,-2362,-197879,-189696,-182669,-175812,-169002,-162949,-157496,-152719,-148654,-145180,-142283,-140006,-138332,-137292,-136829,-136986,-137768,-139163,-141192,-143807,-147088,-150948,-155477,-160737,-166676,-173286,-180396,-187226,-195230,-204098,-213516,-223264,-233373
RECAL 3 1 -2305 64 4 80,2758,-284094,-284041,-284141,-283988,-283324,-281595,-277481,-268294,-251119,-229491,-208471,-189583,-174104,-160170,-149267,-141540,-136763,-135028,-136396,-140824,-148374,-159017,-172767,-188333,-207212,-228458,-249905,-267054,-276564,-280742,-282584,-283833,-283837
RECAL 3 0 9999 64 4 80,2340,-229529,-218791,-208513,-198944,-190158,-182699,-175392,-168317,-161983,-156261,-151263,-146954,-143309,-140300,-137949,-136237,-135212,-134815,-135073,-135969,-137481,-139687,-142511,-145991,-150143,-154985,-160578,-166859,-173919,-181354,-188729,-197484,-207329
RECAL 3 1 2409 64 4 80,-2888,-283660,-282907,-281613,-278047,-270843,-256211,-235254,-213677,-193586,-176984,-161582,-149293,-140098,-133968,-131027,-131214,-134568,-141106,-150810,-163583,-179591,-196982,-218110,-240771,-261637,-274170,-279803,-282758,-283657,-283995,-284305,-284130,-284673
RECAL 3 0 9999 64 4 80,2329,-222247,-211368,-200971,-191187,-182802,-174547,-166462,-159164,-152567,-146714,-141611,-137125,-133337,-130251,-127833,-126124,-125071,-124733,-125098,-126167,-127904,-130324,-133442,-137259,-141797,-147076,-152995,-159783,-167334,-175749,-184185,-193159,-203586
RECAL 3 1 2397 64 4 80,-2244,-279504,-275505,-268700,-256835,-241279,-224117,-206986,-191044,-177569,-164174,-152741,-143171,-135529,-129848,-126156,-124428,-124729,-127070,-131316,-137603,-145898,-156150,-168429,-182302,-196862,-213844,-231849,-249189,-264142,-273547,-278284,-280995,-282561
RECAL 3 0 9999 64 4 80,2325,-226666,-215363,-204630,-194432,-185351,-177095,-168585,-160852,-153864,-147611,-142097,-137366,-133260,-129875,-127200,-125208,-123947,-123421,-123594,-124525,-126175,-128496,-131557,-135329,-139825,-145091,-151112,-157835,-165441,-173890,-182649,-191523,-201943
RECAL 3 1 2394 64 4 80,-1307,-200821,-191418,-999999,-175116,-166982,-159606,-152824,-146880,-141540,-136854,-132889,-129621,-127014,-125090,-123857,-123308,-123410,-124155,-125577,-127627,-130333,-133662,-137623,-142207,-147449,-153315,-159819,-166975,-174749,-182605,-190441,-199342,-208991
RECAL 3 0 9999 64 4 80,2209,-214992,-204665,-194913,-186159,-178393,-170263,-162794,-155976,-149914,-144470,-139633,-135437,-131885,-128990,-126712,-125051,-124073,-999999,-124043,-124978,-126594,-128834,-131700,-135266,-139414,-144324,-149887,-156177,-163179,-170892,-179313,-187405,-196783
RECAL 3 0 9999 64 4 80,2306,-219277,-208890,-198863,-189620,-181797,-173785,-166104,-159161,-152815,-147177,-142189,-137904,-134274,-131350,-129108,-127531,-126662,-126464,-126978,-128204,-130133,-132751,-136125,-140231,-145026,-150510,-156732,-163756,-171540,-180055,-188240,-197880,-208448
RECAL 3 1 2373 64 4 80,2164,-281670,-279833,-275832,-269801,-258887,-244372,-228189,-211619,-195846,-182207,-169078,-157254,-147418,-139358,-133113,-128810,-126419,-126014,-127631,-131286,-137056,-144995,-155103,-167462,-181867,-197202,-215397,-234750,-999999,-268466,-276289,-280176,-282135
RECAL 3 0 9999 64 4 80,2295,-226413,-216317,-206665,-197711,-189371,-182293,-175213,-168305,-162172,-156611,-999999,-147434,-143758,-140746,-138357,-136640,-135555,-135132,-135356,-136222,-137725,-139910,-142775,-146319,-150555,-155448,-161103,-167340,-174422,-181789,-189139,-197897,-207397
RECAL 3 1 2364 64 4 80,2801,-284353,-283986,-283893,-283197,-281693,-279168,-274038,-263276,-246479,-226633,-206839,-188769,-173673,-159864,-148792,-140498,-135037,-132542,-133073,-136724,-143532,-153702,-167329,-184040,-203574,-227047,-251637,-270668,-279296,-282830,-284012,-284190,-284319
RECAL 3 0 9999 64 4 80,-130,-132739,-132766,-132769,-132792,-132790,-132808,-132825,-132846,-132862,-132866,-132891,-132903,-132920,-132920,-132947,-132958,-132986,-132974,-133011,-133012,-133030,-133035,-133041,-133069,-133069,-133094,-133092,-133114,-133120,-133146,-133132,-133137,-133182
RECAL 3 1 -130 64 4 80,2831,-284241,-284114,-283666,-283049,-281971,-278618,-272684,-261024,-243013,-222693,-202865,-185355,-169966,-156497,-145734,-137774,-132711,-130631,-131595,-135643,-142940,-153684,-168039,-185311,-205900,-230233,-255115,-272811,-280880,-283057,-283864,-284126,-284200
RECAL 3 0 9999 64 4 80,106,-126324,-126325,-126332,-126333,-126325,-126341,-126318,-126340,-126338,-126342,-126359,-126367,-126362,-126371,-126385,-126404,-126415,-126457,-126482,-126509,-126555,-126585,-126626,-126670,-126745,-126779,-126849,-126925,-126988,-127073,-127164,-127248,-127342
RECAL 3 0 9999 64 4 80,-711,-129416,-128757,-128164,-127616,-127118,-126684,-126307,-125980,-125711,-125486,-125305,-125183,-125094,-125079,-125096,-125160,-125290,-125475,-125667,-125911,-126210,-126546,-126907,-127318,-127770,-128254,-128783,-129328,-129917,-130527,-131190,-131836,-132553
RECAL 3 1 -659 64 4 80,1329,-219915,-209768,-199931,-190605,-182568,-174351,-166269,-158884,-152196,-146215,-140957,-136428,-132621,-129536,-127239,-125767,-125080,-125244,-126288,-128171,-130877,-134491,-139040,-144488,-150874,-158250,-166551,-175949,-185223,-195312,-206778,-219017,-231666
RECAL 3 0 9999 64 4 80,324,-127140,-127002,-126854,-126712,-126594,-126480,-126385,-126290,-126217,-126156,-126104,-126083,-126035,-126033,-126031,-126039,-126073,-126116,-126178,-126262,-126362,-126466,-126601,-126744,-126924,-127120,-127329,-127563,-127831,-128102,-128407,-128737,-129079
RECAL 3 1 378 64 4 80,-1235,-195849,-187664,-180470,-172910,-165733,-159206,-153201,-147807,-143022,-138819,-135214,-132198,-129792,-127958,-126709,-126057,-125999,-126532,-127647,-129361,-131689,-134528,-137997,-142017,-146590,-151720,-157425,-163690,-170452,-177754,-184698,-192130,-200439
RECAL 3 0 9999 64 4 80,334,-128209,-127971,-127737,-127532,-127351,-127149,-126980,-126816,-126649,-126524,-126394,-126282,-126191,-126079,-126009,-125952,-125886,-125853,-125834,-125822,-125823,-125847,-125902,-125949,-126045,-126123,-126253,-126403,-126547,-126724,-126923,-127142,-127395
RECAL 3 1 410 64 4 80,-2201,-277346,-272161,-262769,-248720,-231844,-214830,-198382,-184163,-170789,-158612,-148261,-139794,-133188,-128514,-125716,-124777,-125768,-128597,-133298,-139887,-148328,-158680,-170972,-184280,-198974,-215818,-233514,-250689,-265008,-273895,-278741,-281221,-282656
RECAL 3 0 9999 64 4 80,413,-138622,-138306,-137992,-137706,-137467,-137210,-136973,-136770,-136571,-136401,-136225,-136069,-135941,-135819,-135724,-135648,-135575,-135544,-135528,-135521,-135548,-135582,-135663,-135745,-135835,-135967,-136113,-136302,-136479,-136722,-136964,-137243,-137554
RECAL 3 1 487 64 4 80,-2853,-283765,-282570,-999999,-278802,-271977,-258715,-238503,-216988,-196654,-179776,-164472,-151889,-142403,-136017,-132707,-132493,-135364,-141278,-150212,-162234,-177298,-193584,-213798,-235833,-257121,-272033,-279150,-282037,-283288,-283988,-284096,-284261,-284333
RECAL 3 0 9999 64 4 80,-2371,-192838,-185508,-178907,-172106,-165916,-160396,-155494,-151227,-147565,-144528,-142037,-140132,-138874,-138184,-138097,-138642,-139731,-141403,-143674,-146555,-150011,-154056,-158769,-164047,-169954,-176544,-183113,-189813,-197699,-206325,-215531,-225256,-235100
RECAL 3 1 -2316 64 4 80,-2891,-283977,-282868,-281520,-278135,-270618,-255637,-235000,-213813,-194273,-178447,-163760,-151995,-143206,-137364,-134531,-134719,-137939,-144238,-153592,-165840,-181157,-198070,-218783,-241006,-261813,-999999,-280417,-282855,-283706,-283804,-284270,-283851,-284310
RECAL 3 0 9999 64 4 80,-2384,-201802,-192738,-184839,-177747,-170441,-163935,-158047,-152816,-148247,-144339,-141065,-138440,-999999,-135059,-134297,-134166,-134686,-135849,-137635,-140059,-143101,-146727,-151016,-155943,-161547,-167758,-174797,-181983,-189155,-197463,-206539,-216156,-226230
RECAL 3 1 -2325 64 4 80,-2248,-278394,-273179,-264283,-250457,-233800,-216967,-200906,-186600,-174299,-162602,-152819,-144941,-138934,-134829,-132661,-132450,-134173,-137872,-143553,-151004,-160598,-172108,-184723,-198910,-215292,-232691,-250104,-264869,-274186,-279143,-281548,-282791,-283837
RECAL 3 0 9999 64 4 80,-2388,-202387,-192678,-184214,-176339,-168390,-161275,-154885,-149162,-144115,-139758,-136043,-133006,-130632,-999999,-127787,-127361,-127599,-128479,-130042,-132230,-135085,-138594,-142695,-147500,-152930,-159082,-165892,-173397,-181345,-189048,-197924,-207596,-217830
RECAL 3 1 -2327 64 4 80,-1326,-209811,-200097,-190918,-182932,-175151,-167278,-160254,-153880,-148151,-143149,-138820,-135162,-132249,-130015,-128447,-127569,-127368,-127846,-128994,-130803,-133239,-136328,-140061,-144436,-149423,-155032,-161349,-168248,-175770,-183351,-191094,-199975,-209486
RECAL 3 0 9999 64 4 80,-2496,-205829,-195538,-186153,-177995,-169531,-161967,-155109,-149108,-143862,-139265,-135423,-132337,-130029,-128416,-127541,-127432,-128043,-129354,-131405,-134185,-137677,-141912,-146842,-152496,-158937,-166012,-173846,-181985,-190074,-199605,-209926,-220780,-231999
RECAL 3 1 -2437 64 4 80,1243,-215318,-206055,-196976,-188467,-181095,-173350,-165927,-159155,-152985,-147452,-142657,-138378,-134796,-131904,-129707,-128189,-127380,-127311,-127938,-129314,-131414,-134242,-137837,-142187,-147339,-153232,-159904,-167377,-175785,-184221,-193206,-203563,-214453
RECAL 3 0 9999 64 4 80,-2407,-193673,-184898,-176893,-168894,-161694,-155192,-149458,-144424,-140041,-136352,-133366,-130982,-129277,-128211,-127803,-128052,-128953,-130511,-132727,-135616,-139181,-143436,-148315,-153917,-160204,-167201,-174806,-182748,-190695,-200063,-210056,-220720,-231646
RECAL 3 1 -2351 64 4 80,2150,-281923,-279792,-276277,-270673,-260283,-245526,-229055,-212577,-196712,-182987,-170008,-158257,-148351,-140342,-134197,-130017,-127776,-127429,-129069,-132703,-138368,-146114,-155926,-167771,-181649,-196468,-213953,-232971,-251718,-267023,-275819,-280499,-282249
RECAL 3 0 9999 64 4 80,-2418,-201784,-192928,-185184,-178330,-171310,-165064,-159593,-154758,-150658,-147195,-144355,-142167,-140608,-139691,-139403,-139721,-140703,-142305,-144520,-147373,-150862,-154990,-159885,-165458,-171702,-178610,-185325,-192896,-201574,-210779,-220702,-230907,-241618
RECAL 3 1 -2362 64 4 80,2786,-284207,-999999,-283952,-283523,-283003,-281073,-277136,-269155,-254229,-234309,-213816,-194922,-179493,-165121,-153581,-144965,-139282,-136547,-136773,-140018,-146337,-155836,-168628,-184156,-202171,-224054,-247320,-267580,-277975,-282401,-283873,-284365,-284240
RECAL 3 0 9999 64 4 80,2219,-250086,-239373,-228639,-217982,-207518,-197821,-189014,-181463,-173800,-166615,-160233,-154619,-149840,-145855,-142648,-140254,-138685,-137927,-137987,-138918,-140649,-143226,-146667,-150957,-156155,-162274,-169283,-177243,-185203,-194173,-204521,-215656,-227440
RECAL 3 1 2289 64 4 80,-2732,-284210,-283784,-283178,-281595,-277978,-269825,-253179,-230187,-207129,-186636,-169452,-154708,-143980,-136778,-133341,-133619,-137635,-145403,-156838,-172018,-189378,-210458,-233832,-256295,-271933,-279036,-281877,-283340,-283922,-284321,-284499,-284379,-284600
RECAL 3 0 9999 64 4 80,2198,-244348,-233606,-222552,-211712,-201371,-191697,-183324,-175285,-167302,-160228,-153904,-148502,-143809,-139924,-136852,-134597,-133184,-132625,-132902,-999999,-136070,-138944,-142718,-147372,-152929,-159396,-166812,-175138,-183756,-192963,-203654,-215320,-227486
RECAL 3 1 2267 64 4 80,-2131,-281027,-278324,-272776,-262548,-246483,-228165,-209619,-192421,-178167,-164470,-152990,-143907,-137078,-132513,-130267,-130297,-132598,-137204,-144100,-153226,-164676,-178230,-192404,-209378,-227535,-245774,-261761,-272068,-277997,-280865,-282434,-283081,-283412
RECAL 3 0 9999 64 4 80,2086,-228510,-217898,-207380,-197377,-188178,-180166,-171802,-164136,-157078,-150749,-145159,-140283,-136138,-132757,-130099,-128176,-127046,-126684,-127071,-128260,-130248,-133012,-136577,-140897,-146111,-152110,-159020,-166810,-175472,-184164,-193555,-204343,-215766
RECAL 3 1 2154 64 4 80,-1262,-217353,-206161,-195582,-186015,-177573,-168850,-161008,-153957,-147728,-142304,-137679,-133871,-130879,-128645,-127211,-126562,-126674,-127562,-129210,-131575,-134691,-138548,-143143,-148448,-154433,-161168,-168562,-176731,-184582,-192992,-202472,-212370,-222615
RECAL 3 0 9999 64 4 80,2058,-225312,-214879,-204808,-195169,-186410,-178685,-170607,-163137,-156402,-150386,-145102,-140477,-136594,-133424,-131036,-129317,-128371,-128145,-128687,-129997,-132030,-134882,-138503,-142942,-148156,-154138,-161050,-168724,-177296,-185656,-194894,-205474,-216765
RECAL 3 1 2125 64 4 80,1180,-230292,-219433,-208867,-198549,-189033,-180876,-172386,-164375,-157145,-150783,-145145,-140273,-136220,-132983,-130552,-128919,-128112,-128131,-128979,-130663,-133184,-136561,-140821,-145922,-151866,-158653,-166412,-175092,-183847,-193004,-203532,-214712,-226216
RECAL 3 0 9999 64 4 80,2045,-222882,-212823,-202991,-193647,-185292,-177750,-169902,-999999,-156213,-150417,-145334,-140929,-137235,-134258,-131985,-130441,-129617,-129531,-130185,-131544,-133668,-136585,-140247,-144664,-149880,-155907,-162798,-170444,-178872,-187043,-196476,-206971,-217969
RECAL 3 1 2111 64 4 80,2036,-283878,-283477,-282078,-280307,-275548,-267526,-253045,-234594,-215469,-999999,-182021,-167703,-155403,-145432,-137778,-132436,-129466,-128847,-130627,-134695,-141162,-149957,-161073,-174529,-188681,-205468,-223739,-242072,-258803,-270512,-277108,-280576,-282407
RECAL 3 0 9999 64 4 80,2104,-232447,-222427,-212719,-203238,-194418,-186481,-179580,-172397,-165805,-159936,-154723,-150320,-146610,-143597,-141352,-139793,-139016,-138972,-139671,-141133,-143386,-146421,-150250,-154839,-160327,-166616,-173794,-181524,-189156,-198368,-208524,-219353,-230607
RECAL 3 1 2170 64 4 80,2628,-284610,-284628,-284465,-284310,-284101,-283265,-281905,-278302,-269722,-252124,-228603,-205335,-185363,-168567,-154733,-144884,-138846,-136550,-138039,-143267,-152270,-165045,-181340,-199621,-221599,-244416,-264044,-275175,-280221,-282489,-283588,-284041,-284260
RECAL 3 0 9999 64 4 80,-677,-138335,-137547,-136838,-136179,-135548,-134992,-134491,-134042,-133654,-133304,-133011,-132753,-132550,-132399,-132310,-132235,-132218,-132239,-132300,-132403,-132560,-132743,-132982,-133226,-133547,-133863,-134241,-134641,-135084,-135545,-136048,-136577,-137146
RECAL 3 1 -613 64 4 80,2648,-284441,-284449,-284128,-284266,-284006,-283159,-281508,-277215,-266112,-245553,-221093,-197823,-178715,-161429,-147864,-138159,-132202,-130058,-131702,-137125,-146328,-159319,-176172,-194649,-217198,-241039,-261920,-274162,-279534,-281945,-283232,-283735,-284173
RECAL 3 0 9999 64 4 80,-842,-137497,-136105,-134809,-133659,-132594,-131614,-130766,-129991,-129337,-128765,-128280,-127904,-127606,-127404,-127288,-127265,-127335,-127485,-127723,-128039,-128412,-128903,-129461,-130079,-130794,-131569,-132413,-133350,-134327,-135402,-136524,-137689,-138958
RECAL 3 1 -783 64 4 80,2062,-283923,-283573,-282173,-279564,-274882,-265569,-249070,-229982,-210530,-192432,-177444,-163017,-150964,-141552,-134396,-129660,-127299,-127306,-129703,-134443,-141534,-150984,-162835,-177033,-191720,-209175,-228023,-246626,-262570,-272807,-278609,-281036,-282639
RECAL 3 0 9999 64 4 80,-795,-136643,-135207,-999999,-132624,-131514,-130503,-129584,-128744,-127998,-127331,-126795,-126296,-125907,-125613,-125371,-125219,-125168,-125188,-125294,-125480,-125743,-126057,-126457,-126919,-127439,-128038,-128710,-129462,-130236,-131111,-132006,-132990,-134027
RECAL 3 1 -730 64 4 80,1223,-233086,-221615,-210299,-199430,-189343,-180684,-171713,-163346,-155709,-148973,-999999,-137945,-133676,-130280,-127694,-126015,-125166,-125218,-126188,-127999,-130734,-134338,-138858,-144263,-150564,-157805,-165961,-175062,-184258,-194059,-205196,-216915,-228924
RECAL 3 0 9999 64 4 80,-698,-134213,-133193,-132258,-131412,-130620,-129895,-129261,-128686,-128163,-127727,-127350,-127028,-126778,-126591,-126458,-126373,-126358,-126393,-126508,-126649,-126864,-127127,-127440,-127800,-128222,-128683,-129180,-129711,-130310,-130926,-131601,-132296,-133050
RECAL 3 1 -635 64 4 80,-1215,-204780,-194594,-185567,-177465,-169073,-161463,-154548,-148467,-143117,-138471,-134558,-131391,-128956,-127243,-126230,-125936,-126367,-127452,-129266,-131720,-134879,-138693,-143144,-148261,-153969,-160351,-167285,-174942,-182620,-190238,-199022,-208416,-218097
RECAL 3 0 9999 64 4 80,340,-133773,-133515,-133257,-133024,-132795,-132587,-132380,-132211,-132029,-131873,-131742,-131620,-131525,-131431,-131360,-131318,-131273,-131258,-131263,-131294,-131358,-131412,-131527,-131631,-131770,-131938,-132140,-132354,-132616,-132900,-133191,-133552,-133921
RECAL 3 1 409 64 4 80,-2105,-281138,-278111,-272825,-262645,-246885,-228912,-210766,-193836,-999999,-166074,-154443,-145051,-137852,-132853,-130078,-129529,-131197,-135051,-141144,-999999,-159786,-172392,-186101,-201661,-219188,-237475,-254885,-268071,-275693,-280147,-282034,-283290,-283745
RECAL 3 0 9999 64 4 80,466,-140464,-140020,-139610,-139229,-138857,-138521,-138190,-137900,-137600,-137345,-137148,-136940,-136780,-136633,-136516,-136447,-136413,-136396,-136411,-136474,-136539,-136666,-136845,-137034,-137272,-137551,-137855,-138203,-138607,-139026,-139506,-140029,-140596
RECAL 3 1 534 64 4 80,-2712,-284444,-283726,-283329,-281557,-278365,-270552,-254549,-232609,-209830,-189205,-172176,-157167,-145774,-137946,-133724,-133180,-136286,-143020,-153453,-167587,-184721,-204697,-227983,-251412,-269300,-278040,-281971,-283255,-284190,-284680,-284200,-284206,-284534
RECAL 3 0 9999 64 4 80,-2233,-221182,-211123,-201477,-192670,-185081,-178238,-171290,-165068,-159608,-154800,-150811,-147540,-144941,-143090,-141942,-141508,-141786,-142755,-144444,-146868,-149959,-153786,-158331,-163587,-169555,-176329,-183127,-190211,-198611,-207816,-217555,-227550,-237985
