line_no,cmd,sweep_mode,base_x,base_y,legacy_5param,offset_dac,step_dac,delay_ms,dac_base,n_powers,fit_ok,validate_code,span,trend,global_max_idx,global_max_y,t_star,peak_idx,dac_peak,fit_n,fit_points
586,RECAL 3 0 9999 294 64 4 80,0,9999,294,0,64,4,80,230.000000,33,0,ParabolaNotDownward,1190.000000,Flat,16,-214343.000000,,,,0,
587,RECAL 3 1 9999 294 64 4 80,1,9999,294,0,64,4,80,1074.000000,33,1,Ok,74685.000000,NonMono,15,-214232.000000,15.276203,15,1135.104813,9,[11]=-218885;[12]=-216953;[13]=-215536;[14]=-214631;[15]=-214232;[16]=-214341;[17]=-214978;[18]=-216141;[19]=-217841
588,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-677.000000,33,1,Ok,6267.000000,NonMono,18,-220127.000000,17.806168,18,-605.775329,27,[5]=-223240;[6]=-222747;[7]=-222303;[8]=-221907;[9]=-221550;[10]=-221238;[11]=-220968;[12]=-220734;[13]=-220543;[14]=-220384;[15]=-220262;[16]=-220183;[17]=-220137;[18]=-220127;[19]=-220154;[20]=-220210;[21]=-220299;[22]=-220422;[23]=-220573;[24]=-220754;[25]=-220972;[26]=-221212;[27]=-221479;[28]=-221777;[29]=-222103;[30]=-222455;[31]=-222837
589,RECAL 3 1 9999 -606 64 4 80,1,9999,-606,0,64,4,80,-1503.000000,33,1,Ok,107576.000000,NonMono,15,-219818.000000,15.127030,15,-1442.491878,7,[12]=-223918;[13]=-221701;[14]=-220339;[15]=-219818;[16]=-220127;[17]=-221251;[18]=-223197
590,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,472.000000,33,1,Ok,3922.000000,NonMono,19,-219393.000000,18.512900,19,546.051598,17,[11]=-220090;[12]=-219928;[13]=-219776;[14]=-219651;[15]=-219552;[16]=-219477;[17]=-219422;[18]=-219396;[19]=-219393;[20]=-219419;[21]=-219474;[22]=-219555;[23]=-219669;[24]=-219807;[25]=-219983;[26]=-220176;[27]=-220401
591,RECAL 3 1 9999 546 64 4 80,1,9999,546,0,64,4,80,-2362.000000,33,1,Ok,254614.000000,NonMono,15,-217428.000000,14.584424,15,-2303.662302,5,[13]=-219969;[14]=-217614;[15]=-217428;[16]=-219378;[17]=-223412
592,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,557.000000,33,1,Ok,6310.000000,NonMono,21,-226251.000000,20.907158,21,640.628632,17,[13]=-227239;[14]=-227003;[15]=-226807;[16]=-226633;[17]=-226498;[18]=-226387;[19]=-226314;[20]=-226271;[21]=-226251;[22]=-226273;[23]=-226328;[24]=-226414;[25]=-226532;[26]=-226692;[27]=-226893;[28]=-227124;[29]=-227398
593,RECAL 3 1 9999 641 64 4 80,1,9999,641,0,64,4,80,-2977.000000,33,1,Ok,295937.000000,NonMono,14,-221829.000000,14.341680,14,-2919.633278,5,[12]=-230961;[13]=-224678;[14]=-221829;[15]=-222358;[16]=-226203
594,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2420.000000,33,1,Ok,90455.000000,NonMono,15,-230354.000000,14.779948,15,-2360.880207,7,[12]=-232707;[13]=-231313;[14]=-230535;[15]=-230354;[16]=-230795;[17]=-231861;[18]=-233518
595,RECAL 3 1 9999 -2361 64 4 80,1,9999,-2361,0,64,4,80,-3022.000000,33,1,Ok,293226.000000,NonMono,14,-225440.000000,14.275837,14,-2964.896654,5,[12]=-234085;[13]=-228059;[14]=-225440;[15]=-226190;[16]=-230293
596,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2445.000000,33,1,Ok,85685.000000,NonMono,16,-227520.000000,15.895438,16,-2381.418249,7,[13]=-230231;[14]=-228672;[15]=-227776;[16]=-227520;[17]=-227900;[18]=-228922;[19]=-230554
597,RECAL 3 1 9999 -2381 64 4 80,1,9999,-2381,0,64,4,80,-2419.000000,33,1,Ok,264711.000000,NonMono,14,-225213.000000,14.484626,14,-2361.061494,5,[12]=-231864;[13]=-227428;[14]=-225213;[15]=-225257;[16]=-227533
598,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2559.000000,33,1,Ok,98915.000000,NonMono,15,-221141.000000,15.208267,15,-2498.166933,7,[12]=-224839;[13]=-222872;[14]=-221642;[15]=-221141;[16]=-221343;[17]=-222252;[18]=-223864
599,RECAL 3 1 9999 -2498 64 4 80,1,9999,-2498,0,64,4,80,-1596.000000,33,1,Ok,126091.000000,NonMono,15,-220601.000000,14.939867,15,-1536.240534,7,[12]=-224735;[13]=-222393;[14]=-221016;[15]=-220601;[16]=-221129;[17]=-222595;[18]=-224995
600,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2481.000000,33,1,Ok,90604.000000,NonMono,15,-216584.000000,15.274161,15,-2419.903357,7,[12]=-220074;[13]=-218262;[14]=-217086;[15]=-216584;[16]=-216734;[17]=-217537;[18]=-219000
601,RECAL 3 1 9999 -2420 64 4 80,1,9999,-2420,0,64,4,80,936.000000,33,1,Ok,59454.000000,NonMono,15,-216340.000000,14.972071,15,995.888284,9,[11]=-219315;[12]=-218009;[13]=-217076;[14]=-216519;[15]=-216340;[16]=-216541;[17]=-217133;[18]=-218118;[19]=-219507
602,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2506.000000,33,1,Ok,86256.000000,NonMono,16,-221639.000000,15.671570,16,-2443.313720,7,[13]=-223979;[14]=-222532;[15]=-221756;[16]=-221639;[17]=-222176;[18]=-223355;[19]=-225143
603,RECAL 3 1 9999 -2443 64 4 80,1,9999,-2443,0,64,4,80,1990.000000,33,1,Ok,226773.000000,NonMono,17,-221438.000000,16.584979,17,2056.339916,5,[15]=-223384;[16]=-221578;[17]=-221438;[18]=-222967;[19]=-226178
604,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2566.000000,33,1,Ok,87671.000000,NonMono,16,-224427.000000,15.843124,16,-2502.627502,7,[13]=-227106;[14]=-225548;[15]=-224656;[16]=-224427;[17]=-224865;[18]=-225929;[19]=-227641
605,RECAL 3 1 9999 -2503 64 4 80,1,9999,-2503,0,64,4,80,2659.000000,33,1,Ok,291600.000000,NonMono,17,-224338.000000,16.515231,17,2725.060923,5,[15]=-227330;[16]=-224376;[17]=-224338;[18]=-227256;[19]=-233201
606,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2429.000000,33,1,Ok,108538.000000,NonMono,17,-221939.000000,16.807158,17,2496.228632,7,[14]=-225045;[15]=-223222;[16]=-222174;[17]=-221939;[18]=-222493;[19]=-223860;[20]=-226056
607,RECAL 3 1 9999 2496 64 4 80,1,9999,2496,0,64,4,80,-2927.000000,33,1,Ok,303709.000000,NonMono,14,-216315.000000,14.176692,14,-2870.293231,5,[12]=-224314;[13]=-218620;[14]=-216315;[15]=-217419;[16]=-221905
608,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2475.000000,33,1,Ok,122163.000000,NonMono,17,-214489.000000,17.159155,17,2543.636621,7,[14]=-218853;[15]=-216540;[16]=-215075;[17]=-214489;[18]=-214797;[19]=-215990;[20]=-218049
609,RECAL 3 1 9999 2544 64 4 80,1,9999,2544,0,64,4,80,-2305.000000,33,1,Ok,271338.000000,NonMono,15,-213021.000000,14.811786,15,-2245.752854,5,[13]=-216474;[14]=-213697;[15]=-213021;[16]=-214484;[17]=-218009
610,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2435.000000,33,1,Ok,121822.000000,NonMono,17,-213984.000000,17.313819,17,2504.255276,7,[14]=-218628;[15]=-216220;[16]=-214687;[17]=-213984;[18]=-214139;[19]=-215167;[20]=-217066
611,RECAL 3 1 9999 2504 64 4 80,1,9999,2504,0,64,4,80,-1414.000000,33,1,Ok,109943.000000,NonMono,15,-213260.000000,14.601185,15,-1355.595258,7,[12]=-215819;[13]=-214192;[14]=-213342;[15]=-213260;[16]=-213948;[17]=-215391;[18]=-217574
612,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2307.000000,33,1,Ok,101460.000000,NonMono,16,-218821.000000,16.206877,16,2371.827508,7,[13]=-222723;[14]=-220662;[15]=-219358;[16]=-218821;[17]=-219041;[18]=-220038;[19]=-221801
613,RECAL 3 1 9999 2372 64 4 80,1,9999,2372,0,64,4,80,1177.000000,33,1,Ok,87536.000000,NonMono,16,-218800.000000,15.831648,16,1240.326593,7,[13]=-221349;[14]=-219869;[15]=-219010;[16]=-218800;[17]=-219232;[18]=-220316;[19]=-222053
614,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2362.000000,33,1,Ok,113760.000000,NonMono,17,-221900.000000,17.370547,17,2431.482186,7,[14]=-226349;[15]=-224086;[16]=-222593;[17]=-221900;[18]=-222008;[19]=-222917;[20]=-224646
615,RECAL 3 1 9999 2431 64 4 80,1,9999,2431,0,64,4,80,2111.000000,33,1,Ok,248128.000000,NonMono,17,-221110.000000,16.867410,17,2178.469639,5,[15]=-224524;[16]=-221829;[17]=-221110;[18]=-222357;[19]=-225602
616,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2324.000000,33,1,Ok,106189.000000,NonMono,17,-221634.000000,17.248825,17,2392.995298,7,[14]=-225555;[15]=-223505;[16]=-222202;[17]=-221634;[18]=-221826;[19]=-222781;[20]=-224516
617,RECAL 3 1 9999 2393 64 4 80,1,9999,2393,0,64,4,80,2752.000000,33,1,Ok,297817.000000,NonMono,17,-219954.000000,16.982610,17,2819.930439,5,[15]=-226413;[16]=-221555;[17]=-219954;[18]=-221686;[19]=-226769
618,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,269.000000,33,0,ParabolaNotDownward,2089.000000,Flat,13,-219146.000000,,,,0,
619,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,133.000000,101,1,Ok,23077.000000,NonMono,47,-219096.000000,46.771630,47,320.086520,47,[24]=-220780;[25]=-220654;[26]=-220528;[27]=-220424;[28]=-220310;[29]=-220201;[30]=-220095;[31]=-219992;[32]=-219894;[33]=-219802;[34]=-219711;[35]=-219623;[36]=-219535;[37]=-219471;[38]=-219391;[39]=-219332;[40]=-219278;[41]=-219226;[42]=-219184;[43]=-219149;[44]=-219122;[45]=-219110;[46]=-219101;[47]=-219096;[48]=-219104;[49]=-219117;[50]=-219142;[51]=-219174;[52]=-219225;[53]=-219282;[54]=-219352;[55]=-219432;[56]=-219522;[57]=-219623;[58]=-219740;[59]=-219870;[60]=-220016;[61]=-220179;[62]=-220336;[63]=-220521;[64]=-220722;[65]=-220943;[66]=-221174;[67]=-221420;[68]=-221693;[69]=-221973;[70]=-222278
620,RECAL 3 0 9999 320 64 4 80,0,9999,320,0,64,4,80,256.000000,33,0,ParabolaNotDownward,1379.000000,Flat,15,-219056.000000,,,,0,
621,RECAL 3 1 9999 320 64 4 80,1,9999,320,0,64,4,80,2764.000000,33,1,Ok,302814.000000,NonMono,17,-216197.000000,17.347629,17,2833.390518,5,[15]=-225240;[16]=-219045;[17]=-216197;[18]=-216712;[19]=-220587
622,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,497.000000,33,1,Ok,7031.000000,NonMono,12,-214911.000000,12.040422,12,545.161687,17,[4]=-215815;[5]=-215613;[6]=-215431;[7]=-215276;[8]=-215153;[9]=-215046;[10]=-214975;[11]=-214929;[12]=-214911;[13]=-214927;[14]=-214975;[15]=-215049;[16]=-215153;[17]=-215293;[18]=-215468;[19]=-215681;[20]=-215917
623,RECAL 3 1 9999 545 64 4 80,1,9999,545,0,64,4,80,2130.000000,33,1,Ok,255615.000000,NonMono,17,-214161.000000,16.889241,17,2197.556963,5,[15]=-217717;[16]=-214937;[17]=-214161;[18]=-215387;[19]=-218645
624,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-207.000000,33,0,ParabolaNotDownward,536.000000,Flat,21,-214563.000000,,,,0,
625,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,-343.000000,101,1,Ok,8006.000000,NonMono,53,-214564.000000,53.501281,54,-128.994876,33,[37]=-214931;[38]=-214879;[39]=-214836;[40]=-214796;[41]=-214759;[42]=-214723;[43]=-214696;[44]=-214670;[45]=-214646;[46]=-214625;[47]=-214609;[48]=-214599;[49]=-214588;[50]=-214579;[51]=-214571;[52]=-214566;[53]=-214564;[54]=-214566;[55]=-214567;[56]=-214567;[57]=-214576;[58]=-214584;[59]=-214590;[60]=-214600;[61]=-214606;[62]=-214613;[63]=-214622;[64]=-214630;[65]=-214637;[66]=-214651;[67]=-214661;[68]=-214671;[69]=-214681
626,RECAL 3 0 9999 -129 64 4 80,0,9999,-129,0,64,4,80,-193.000000,33,0,ParabolaNotDownward,347.000000,Flat,16,-214568.000000,,,,0,
627,RECAL 3 1 9999 -127 64 4 80,1,9999,-127,0,64,4,80,1203.000000,33,1,Ok,88216.000000,NonMono,16,-214572.000000,16.067358,16,1267.269431,7,[13]=-217711;[14]=-215995;[15]=-214954;[16]=-214572;[17]=-214864;[18]=-215831;[19]=-217494
628,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,759.000000,33,1,Ok,10970.000000,NonMono,16,-210279.000000,16.314712,16,824.258847,19,[7]=-213641;[8]=-212975;[9]=-212380;[10]=-211843;[11]=-211395;[12]=-211016;[13]=-210718;[14]=-210493;[15]=-210346;[16]=-210279;[17]=-210296;[18]=-210394;[19]=-210577;[20]=-210844;[21]=-211190;[22]=-211635;[23]=-212164;[24]=-212787;[25]=-213503
629,RECAL 3 1 9999 824 64 4 80,1,9999,824,0,64,4,80,-1388.000000,33,1,Ok,95672.000000,NonMono,15,-210207.000000,15.412291,15,-1326.350837,7,[12]=-214452;[13]=-212300;[14]=-210876;[15]=-210207;[16]=-210272;[17]=-211071;[18]=-212593
630,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,892.000000,33,1,Ok,14850.000000,NonMono,16,-213093.000000,16.248900,16,956.995600,17,[8]=-216673;[9]=-215871;[10]=-215162;[11]=-214556;[12]=-214057;[13]=-213661;[14]=-213367;[15]=-213178;[16]=-213093;[17]=-213116;[18]=-213257;[19]=-213511;[20]=-213877;[21]=-214357;[22]=-214953;[23]=-215676;[24]=-216518
631,RECAL 3 1 9999 957 64 4 80,1,9999,957,0,64,4,80,-2291.000000,33,1,Ok,274681.000000,NonMono,15,-211508.000000,14.758508,15,-2231.965967,5,[13]=-214702;[14]=-212055;[15]=-211508;[16]=-213061;[17]=-216684
632,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,775.000000,33,1,Ok,10431.000000,NonMono,16,-218065.000000,15.718531,16,837.874125,19,[7]=-220652;[8]=-220107;[9]=-219610;[10]=-219195;[11]=-218846;[12]=-218548;[13]=-218321;[14]=-218165;[15]=-218081;[16]=-218065;[17]=-218123;[18]=-218248;[19]=-218455;[20]=-218735;[21]=-219101;[22]=-219527;[23]=-220040;[24]=-220639;[25]=-221321
633,RECAL 3 1 9999 838 64 4 80,1,9999,838,0,64,4,80,-2917.000000,33,1,Ok,305101.000000,NonMono,14,-214572.000000,14.508366,15,-2858.966537,17,[6]=-332291;[7]=-306891;[8]=-284183;[9]=-264438;[10]=-247979;[11]=-234607;[12]=-224572;[13]=-217885;[14]=-214572;[15]=-214603;[16]=-217990;[17]=-224751;[18]=-234929;[19]=-248493;[20]=-265467;[21]=-285786;[22]=-309422
634,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2310.000000,33,1,Ok,92386.000000,NonMono,14,-222598.000000,14.400707,14,-2252.397174,7,[11]=-225958;[12]=-224251;[13]=-223123;[14]=-222598;[15]=-222652;[16]=-223305;[17]=-224548
635,RECAL 3 1 9999 -2252 64 4 80,1,9999,-2252,0,64,4,80,-2928.000000,33,1,Ok,300738.000000,NonMono,14,-218627.000000,14.426745,14,-2870.293020,17,[6]=-332318;[7]=-307483;[8]=-285469;[9]=-266396;[10]=-250339;[11]=-237496;[12]=-227905;[13]=-221666;[14]=-218627;[15]=-218912;[16]=-222511;[17]=-229458;[18]=-239737;[19]=-253322;[20]=-270293;[21]=-290614;[22]=-314251
636,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2256.000000,33,1,Ok,84461.000000,NonMono,15,-218185.000000,14.894020,15,-2196.423921,9,[11]=-222601;[12]=-220621;[13]=-219226;[14]=-218419;[15]=-218185;[16]=-218537;[17]=-219471;[18]=-220978;[19]=-223063
637,RECAL 3 1 9999 -2196 64 4 80,1,9999,-2196,0,64,4,80,-2307.000000,33,1,Ok,270586.000000,NonMono,15,-217357.000000,15.086131,15,-2246.655478,5,[13]=-221894;[14]=-218584;[15]=-217357;[16]=-218220;[17]=-221125
638,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2300.000000,33,1,Ok,91764.000000,NonMono,15,-215191.000000,14.628904,15,-2241.484384,7,[12]=-217246;[13]=-215955;[14]=-215271;[15]=-215191;[16]=-215721;[17]=-216858;[18]=-218602
639,RECAL 3 1 9999 -2241 64 4 80,1,9999,-2241,0,64,4,80,-1414.000000,33,1,Ok,106023.000000,NonMono,15,-214606.000000,14.736433,15,-1355.054268,7,[12]=-217432;[13]=-215720;[14]=-214786;[15]=-214606;[16]=-215171;[17]=-216495;[18]=-218536
640,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2440.000000,33,1,Ok,115795.000000,NonMono,14,-215586.000000,13.769484,14,-2384.922062,7,[11]=-218232;[12]=-216651;[13]=-215775;[14]=-215586;[15]=-216094;[16]=-217288;[17]=-219182
641,RECAL 3 1 9999 -2385 64 4 80,1,9999,-2385,0,64,4,80,1170.000000,33,1,Ok,81308.000000,NonMono,16,-215554.000000,16.124415,16,1234.497661,7,[13]=-218572;[14]=-216946;[15]=-215943;[16]=-215554;[17]=-215790;[18]=-216646;[19]=-218143
642,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2385.000000,33,1,Ok,97767.000000,NonMono,15,-218086.000000,14.751088,15,-2325.995647,7,[12]=-220549;[13]=-219073;[14]=-218257;[15]=-218086;[16]=-218581;[17]=-219731;[18]=-221536
643,RECAL 3 1 9999 -2326 64 4 80,1,9999,-2326,0,64,4,80,2108.000000,33,1,Ok,249238.000000,NonMono,17,-217578.000000,16.735131,17,2174.940525,5,[15]=-220415;[16]=-218030;[17]=-217578;[18]=-219058;[19]=-222486
644,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2422.000000,33,1,Ok,93696.000000,NonMono,15,-222925.000000,15.224233,15,-2361.103067,7,[12]=-226312;[13]=-224526;[14]=-223401;[15]=-222925;[16]=-223099;[17]=-223951;[18]=-225456
645,RECAL 3 1 9999 -2361 64 4 80,1,9999,-2361,0,64,4,80,2746.000000,33,1,Ok,299712.000000,NonMono,17,-220051.000000,17.357963,17,2815.431852,5,[15]=-228866;[16]=-222831;[17]=-220051;[18]=-220507;[19]=-224213
646,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2362.000000,33,1,Ok,93978.000000,NonMono,16,-223419.000000,16.478129,16,2427.912514,7,[13]=-227710;[14]=-225567;[15]=-224130;[16]=-223419;[17]=-223439;[18]=-224187;[19]=-225683
647,RECAL 3 1 9999 2428 64 4 80,1,9999,2428,0,64,4,80,-2864.000000,33,1,Ok,299896.000000,NonMono,14,-219593.000000,14.419882,14,-2806.320473,5,[12]=-228702;[13]=-222560;[14]=-219593;[15]=-219866;[16]=-223341
648,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2279.000000,33,1,Ok,97401.000000,NonMono,16,-216787.000000,15.923534,16,2342.694136,7,[13]=-219816;[14]=-218094;[15]=-217091;[16]=-216787;[17]=-217197;[18]=-218315;[19]=-220147
649,RECAL 3 1 9999 2343 64 4 80,1,9999,2343,0,64,4,80,-2230.000000,33,1,Ok,260015.000000,NonMono,15,-215623.000000,14.891788,15,-2170.432846,5,[13]=-219095;[14]=-216389;[15]=-215623;[16]=-216814;[17]=-219961
650,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2275.000000,33,1,Ok,96437.000000,NonMono,17,-216943.000000,16.669300,17,2341.677200,7,[14]=-219489;[15]=-217910;[16]=-217067;[17]=-216943;[18]=-217545;[19]=-218880;[20]=-220947
651,RECAL 3 1 9999 2342 64 4 80,1,9999,2342,0,64,4,80,-1289.000000,33,1,Ok,80660.000000,NonMono,16,-216908.000000,15.607132,16,-1226.571471,7,[13]=-219067;[14]=-217697;[15]=-216977;[16]=-216908;[17]=-217470;[18]=-218661;[19]=-220443
652,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2376.000000,33,1,Ok,105953.000000,NonMono,17,-206318.000000,16.699674,17,2442.798696,7,[14]=-209256;[15]=-207470;[16]=-206489;[17]=-206318;[18]=-206986;[19]=-208473;[20]=-210794
653,RECAL 3 1 9999 2443 64 4 80,1,9999,2443,0,64,4,80,1286.000000,33,1,Ok,103454.000000,NonMono,16,-206288.000000,15.788089,16,1349.152358,7,[13]=-209321;[14]=-207530;[15]=-206521;[16]=-206288;[17]=-206850;[18]=-208212;[19]=-210353
654,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2279.000000,33,1,Ok,96924.000000,NonMono,16,-212478.000000,16.148108,16,2343.592431,7,[13]=-216040;[14]=-214131;[15]=-212942;[16]=-212478;[17]=-212729;[18]=-213706;[19]=-215409
655,RECAL 3 1 9999 2344 64 4 80,1,9999,2344,0,64,4,80,2169.000000,33,1,Ok,262307.000000,NonMono,17,-212171.000000,16.637682,17,2235.550729,5,[15]=-214900;[16]=-212456;[17]=-212171;[18]=-214009;[19]=-218005
656,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2376.000000,33,1,Ok,101943.000000,NonMono,17,-214203.000000,16.729134,17,2442.916536,7,[14]=-217056;[15]=-215328;[16]=-214383;[17]=-214203;[18]=-214809;[19]=-216206;[20]=-218420
657,RECAL 3 1 9999 2443 64 4 80,1,9999,2443,0,64,4,80,2788.000000,33,1,Ok,307955.000000,NonMono,17,-211934.000000,17.121619,17,2856.486474,5,[15]=-219804;[16]=-214110;[17]=-211934;[18]=-213250;[19]=-218006
658,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,554.000000,33,1,Ok,5211.000000,NonMono,16,-217706.000000,15.723709,16,616.894836,27,[3]=-220225;[4]=-219859;[5]=-219528;[6]=-219214;[7]=-218936;[8]=-218675;[9]=-218451;[10]=-218247;[11]=-218076;[12]=-217932;[13]=-217829;[14]=-217757;[15]=-217707;[16]=-217706;[17]=-217731;[18]=-217798;[19]=-217895;[20]=-218032;[21]=-218210;[22]=-218422;[23]=-218679;[24]=-218981;[25]=-219322;[26]=-219698;[27]=-220128;[28]=-220594;[29]=-221112
659,RECAL 3 1 9999 617 64 4 80,1,9999,617,0,64,4,80,2828.000000,33,1,Ok,303573.000000,NonMono,17,-216030.000000,16.967153,17,2895.868612,5,[15]=-222892;[16]=-217683;[17]=-216030;[18]=-217907;[19]=-223292
660,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-470.000000,33,0,ParabolaNotDownward,2262.000000,Flat,16,-213454.000000,,,,0,
661,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,-606.000000,101,1,Ok,30450.000000,NonMono,50,-213458.000000,50.006143,50,-405.975429,39,[31]=-216816;[32]=-216438;[33]=-216091;[34]=-215767;[35]=-215464;[36]=-215187;[37]=-214933;[38]=-214708;[39]=-214500;[40]=-214308;[41]=-214141;[42]=-213998;[43]=-213869;[44]=-213757;[45]=-213666;[46]=-213592;[47]=-213532;[48]=-213496;[49]=-213470;[50]=-213458;[51]=-213476;[52]=-213494;[53]=-213529;[54]=-213583;[55]=-213652;[56]=-213719;[57]=-213810;[58]=-213911;[59]=-214026;[60]=-214143;[61]=-214281;[62]=-214428;[63]=-214581;[64]=-214749;[65]=-214924;[66]=-215113;[67]=-215304;[68]=-215506;[69]=-215713
662,RECAL 3 0 9999 -406 64 4 80,0,9999,-406,0,64,4,80,-470.000000,33,0,ParabolaNotDownward,2310.000000,Flat,16,-213464.000000,,,,0,
663,RECAL 3 1 9999 -406 64 4 80,1,9999,-406,0,64,4,80,2223.000000,33,1,Ok,276835.000000,NonMono,17,-213125.000000,16.654504,17,2289.618016,5,[15]=-216020;[16]=-213462;[17]=-213125;[18]=-214982;[19]=-219038
664,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,556.000000,33,1,Ok,8998.000000,NonMono,12,-208683.000000,12.200973,12,604.803893,17,[4]=-209914;[5]=-209640;[6]=-209400;[7]=-209187;[8]=-209021;[9]=-208880;[10]=-208775;[11]=-208712;[12]=-208683;[13]=-208697;[14]=-208746;[15]=-208839;[16]=-208978;[17]=-209158;[18]=-209373;[19]=-209638;[20]=-209959
665,RECAL 3 1 9999 605 64 4 80,1,9999,605,0,64,4,80,1374.000000,33,1,Ok,112206.000000,NonMono,16,-208690.000000,16.021560,16,1438.086242,7,[13]=-212640;[14]=-210455;[15]=-209147;[16]=-208690;[17]=-209110;[18]=-210405;[19]=-212606
666,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-456.000000,33,0,ParabolaNotDownward,2984.000000,Flat,11,-214147.000000,,,,0,
667,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,-592.000000,101,1,Ok,25629.000000,NonMono,44,-214142.000000,44.875882,45,-412.496473,35,[27]=-217351;[28]=-216980;[29]=-216629;[30]=-216305;[31]=-216004;[32]=-215730;[33]=-215476;[34]=-215248;[35]=-215044;[36]=-214867;[37]=-214708;[38]=-214566;[39]=-214449;[40]=-214353;[41]=-214270;[42]=-214215;[43]=-214166;[44]=-214142;[45]=-214142;[46]=-214154;[47]=-214178;[48]=-214224;[49]=-214277;[50]=-214353;[51]=-214435;[52]=-214536;[53]=-214646;[54]=-214772;[55]=-214906;[56]=-215056;[57]=-215212;[58]=-215389;[59]=-215572;[60]=-215763;[61]=-215968
668,RECAL 3 0 9999 -412 64 4 80,0,9999,-412,0,64,4,80,-476.000000,33,0,ParabolaNotDownward,2488.000000,Flat,16,-214139.000000,,,,0,
669,RECAL 3 1 9999 -413 64 4 80,1,9999,-413,0,64,4,80,-1186.000000,33,1,Ok,67836.000000,NonMono,16,-214139.000000,15.757278,16,-1122.970890,9,[12]=-217824;[13]=-216105;[14]=-214927;[15]=-214272;[16]=-214139;[17]=-214522;[18]=-215422;[19]=-216836;[20]=-218765
670,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-465.000000,33,1,Ok,3063.000000,NonMono,11,-217430.000000,10.607981,11,-422.568076,17,[3]=-217958;[4]=-217824;[5]=-217707;[6]=-217615;[7]=-217540;[8]=-217486;[9]=-217455;[10]=-217432;[11]=-217430;[12]=-217446;[13]=-217476;[14]=-217524;[15]=-217583;[16]=-217655;[17]=-217750;[18]=-217854;[19]=-217973
671,RECAL 3 1 9999 -423 64 4 80,1,9999,-423,0,64,4,80,-2172.000000,33,1,Ok,248948.000000,NonMono,15,-216334.000000,14.920502,15,-2112.317990,5,[13]=-219774;[14]=-217112;[15]=-216334;[16]=-217407;[17]=-220353
