line_no,cmd,sweep_mode,base_dac,offset_dac,step_dac,delay_ms,dac_base,n_powers,fit_ok,validate_code,span,trend,global_max_idx,global_max_y,t_star,peak_idx,dac_peak,fit_n,fit_points
279,RECAL 3 1 -2227 64 4 80,1,-2227,64,4,80,-2734.000000,33,1,Ok,259519.000000,NonMono,15,-11564.000000,14.507640,15,-2675.969440,31,[0]=-267504;[1]=-263772;[2]=-255424;[3]=-237700;[4]=-210226;[5]=-179675;[6]=-146424;[7]=-116459;[8]=-90381;[9]=-68039;[10]=-49507;[11]=-34710;[12]=-23678;[13]=-16068;[14]=-12049;[15]=-11564;[16]=-14593;[17]=-21144;[18]=-31200;[19]=-44740;[20]=-61883;[21]=-82581;[22]=-106423;[23]=-133272;[24]=-162579;[25]=-190771;[26]=-217128;[27]=-239408;[28]=-255050;[29]=-264317;[30]=-268494
280,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2356.000000,33,1,Ok,135278.000000,NonMono,14,-12015.000000,14.433685,14,-2298.265260,29,[0]=-105700;[1]=-92450;[2]=-80387;[3]=-69424;[4]=-59517;[5]=-50675;[6]=-42803;[7]=-35890;[8]=-29856;[9]=-24708;[10]=-20442;[11]=-17044;[12]=-14501;[13]=-12825;[14]=-12015;[15]=-12037;[16]=-12908;[17]=-14630;[18]=-17209;[19]=-20630;[20]=-24913;[21]=-30042;[22]=-36079;[23]=-42985;[24]=-50839;[25]=-59586;[26]=-69278;[27]=-79885;[28]=-91440
281,RECAL 3 1 -2298 64 4 80,1,-2298,64,4,80,-2135.000000,33,1,Ok,244432.000000,NonMono,15,-10285.000000,14.725072,15,-2076.099711,31,[0]=-233325;[1]=-213267;[2]=-190234;[3]=-166402;[4]=-141378;[5]=-118189;[6]=-97461;[7]=-78671;[8]=-62029;[9]=-47731;[10]=-35760;[11]=-26090;[12]=-18716;[13]=-13639;[14]=-10838;[15]=-10285;[16]=-11940;[17]=-15768;[18]=-21796;[19]=-30017;[20]=-40400;[21]=-52943;[22]=-67427;[23]=-84036;[24]=-102562;[25]=-122832;[26]=-144597;[27]=-167421;[28]=-188627;[29]=-208742;[30]=-227126
282,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2361.000000,33,1,Ok,133704.000000,NonMono,15,-10975.000000,14.629859,15,-2302.480564,30,[0]=-108311;[1]=-94663;[2]=-82228;[4]=-60681;[5]=-51534;[6]=-43392;[7]=-36230;[8]=-29998;[9]=-24656;[10]=-20198;[11]=-16619;[12]=-13912;[13]=-12076;[14]=-11092;[15]=-10975;[16]=-11719;[17]=-13312;[18]=-15770;[19]=-19090;[20]=-23274;[21]=-28310;[22]=-34211;[23]=-41022;[24]=-48734;[25]=-57389;[26]=-66958;[27]=-77518;[28]=-89004;[29]=-101440;[30]=-114878
283,RECAL 3 1 -2302 64 4 80,1,-2302,64,4,80,-1272.000000,33,1,Ok,99956.000000,NonMono,16,-10928.000000,15.886323,16,-1208.454706,32,[0]=-110884;[1]=-98686;[2]=-87307;[3]=-76686;[4]=-66839;[5]=-57829;[6]=-49588;[8]=-35394;[9]=-29532;[10]=-24478;[11]=-20236;[12]=-16795;[13]=-14148;[14]=-12307;[15]=-11240;[16]=-10928;[17]=-11390;[18]=-12613;[19]=-14605;[20]=-17364;[21]=-20861;[22]=-25135;[23]=-30088;[24]=-35750;[25]=-42112;[26]=-49182;[27]=-56957;[28]=-65407;[29]=-74524;[30]=-84279;[31]=-94495;[32]=-105419
284,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2275.000000,33,1,Ok,122067.000000,NonMono,14,-9004.000000,14.476685,14,-2217.093261,28,[0]=-95853;[1]=-83874;[2]=-72818;[4]=-53548;[5]=-45269;[6]=-37908;[7]=-31395;[8]=-25715;[9]=-20932;[10]=-16919;[11]=-13732;[12]=-11357;[13]=-9773;[14]=-9004;[15]=-9025;[16]=-9814;[17]=-11405;[18]=-13747;[19]=-16877;[20]=-20785;[21]=-25493;[22]=-30992;[23]=-37294;[24]=-44394;[25]=-52224;[26]=-60973;[27]=-70556;[28]=-80945
285,RECAL 3 1 -2217 64 4 80,1,-2217,64,4,80,1158.000000,33,1,Ok,101063.000000,NonMono,16,-8914.000000,16.460456,16,1223.841824,33,[0]=-107609;[1]=-96430;[2]=-85910;[3]=-75940;[4]=-66592;[5]=-57930;[6]=-49938;[7]=-42600;[8]=-35960;[9]=-30020;[10]=-24780;[11]=-20270;[12]=-16496;[13]=-13461;[14]=-11185;[15]=-9669;[16]=-8914;[17]=-8929;[18]=-9729;[19]=-11354;[20]=-13776;[21]=-17030;[22]=-21125;[23]=-26089;[24]=-31903;[25]=-38574;[26]=-46153;[27]=-54622;[28]=-63966;[29]=-74206;[30]=-85338;[31]=-97141;[32]=-109977
286,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2282.000000,33,1,Ok,116321.000000,NonMono,15,-18662.000000,14.725050,15,-2223.099799,31,[0]=-105789;[1]=-93893;[2]=-83016;[3]=-73038;[4]=-63963;[5]=-55729;[6]=-48352;[7]=-41848;[8]=-36164;[9]=-31281;[10]=-27206;[11]=-23958;[12]=-21457;[13]=-19745;[14]=-18816;[15]=-18662;[16]=-19264;[17]=-20645;[18]=-22780;[19]=-25659;[20]=-29287;[21]=-33678;[22]=-38829;[23]=-44753;[24]=-51468;[25]=-58981;[26]=-67316;[27]=-76386;[28]=-86375;[29]=-97125;[30]=-108815
287,RECAL 3 1 -2223 64 4 80,1,-2223,64,4,80,2015.000000,33,1,Ok,239589.000000,NonMono,17,-17565.000000,16.761010,17,2082.044041,31,[2]=-229703;[3]=-209734;[4]=-188053;[5]=-165606;[6]=-142522;[7]=-121136;[8]=-101652;[9]=-84307;[10]=-68768;[11]=-55246;[12]=-43757;[13]=-34322;[14]=-26969;[15]=-21705;[16]=-18571;[17]=-17565;[18]=-18773;[19]=-22211;[20]=-27930;[21]=-35997;[22]=-46435;[23]=-59285;[24]=-74586;[25]=-92139;[26]=-112305;[27]=-134902;[28]=-159674;[29]=-185004;[30]=-208189;[31]=-229669;[32]=-246064
288,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2287.000000,33,1,Ok,104313.000000,NonMono,15,-16693.000000,15.122635,15,-2226.509458,30,[0]=-103758;[1]=-92128;[2]=-81484;[3]=-71724;[4]=-62812;[5]=-54751;[7]=-40983;[8]=-35291;[9]=-30381;[10]=-26225;[11]=-22833;[12]=-20208;[13]=-18307;[14]=-17132;[15]=-16693;[16]=-16975;[17]=-17987;[18]=-19718;[19]=-22151;[20]=-25280;[21]=-29112;[22]=-33652;[23]=-38911;[24]=-44898;[25]=-51649;[26]=-59134;[27]=-67404;[28]=-76369;[29]=-86259;[30]=-96909
289,RECAL 3 1 -2227 64 4 80,1,-2227,64,4,80,2612.000000,33,1,Ok,257026.000000,NonMono,17,-13753.000000,17.333051,17,2681.332202,31,[2]=-268535;[3]=-265178;[4]=-257536;[5]=-242127;[6]=-217833;[7]=-188942;[8]=-158746;[9]=-129204;[10]=-103056;[11]=-80339;[12]=-60992;[13]=-45009;[14]=-32333;[15]=-22861;[16]=-16659;[17]=-13753;[18]=-14171;[19]=-17926;[20]=-25205;[21]=-36086;[22]=-50651;[23]=-69082;[24]=-91484;[25]=-117983;[26]=-148988;[27]=-183680;[28]=-217360;[29]=-246651;[30]=-261838;[31]=-266422;[32]=-268522
290,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2138.000000,33,1,Ok,119842.000000,NonMono,17,-25164.000000,17.222432,17,2206.889726,31,[2]=-119069;[3]=-107186;[4]=-96080;[5]=-85794;[6]=-76270;[7]=-67566;[8]=-59663;[9]=-52593;[10]=-46414;[11]=-40940;[12]=-36271;[13]=-32407;[14]=-29361;[15]=-27146;[16]=-25732;[17]=-25164;[18]=-25414;[19]=-26488;[20]=-28376;[21]=-31126;[22]=-34689;[23]=-39101;[24]=-44366;[25]=-50538;[26]=-57439;[27]=-65320;[28]=-74131;[29]=-83890;[30]=-94554;[31]=-106247;[32]=-118926
291,RECAL 3 1 2207 64 4 80,1,2207,64,4,80,-2681.000000,33,1,Ok,249376.000000,NonMono,15,-21617.000000,14.828502,15,-2621.685991,31,[0]=-268788;[1]=-266116;[2]=-260838;[3]=-249822;[4]=-228656;[5]=-199133;[6]=-167568;[7]=-135193;[8]=-106719;[9]=-82416;[10]=-62233;[11]=-46207;[12]=-34223;[13]=-26187;[14]=-22007;[15]=-21617;[16]=-24936;[17]=-31962;[18]=-42576;[19]=-56678;[20]=-74017;[21]=-94211;[22]=-116784;[23]=-141220;[24]=-167021;[25]=-191181;[26]=-214986;[27]=-236292;[28]=-253075;[29]=-263386;[30]=-267965
292,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2041.000000,33,1,Ok,105177.000000,NonMono,17,-16286.000000,16.692725,17,2107.770902,31,[2]=-98200;[3]=-87551;[4]=-77556;[5]=-68253;[6]=-59719;[7]=-51920;[8]=-44883;[9]=-38634;[10]=-33163;[11]=-28474;[12]=-24540;[13]=-21372;[14]=-18946;[15]=-17299;[16]=-16412;[17]=-16286;[18]=-16925;[19]=-18342;[20]=-20525;[21]=-23511;[22]=-27281;[23]=-31856;[24]=-37242;[25]=-43437;[26]=-50523;[27]=-58487;[28]=-67333;[29]=-77107;[30]=-87780;[31]=-99294;[32]=-111755
293,RECAL 3 1 2108 64 4 80,1,2108,64,4,80,-2092.000000,33,1,Ok,241201.000000,NonMono,15,-14114.000000,14.571208,15,-2033.715170,31,[0]=-234024;[1]=-215299;[2]=-193139;[3]=-170044;[4]=-145008;[5]=-121500;[6]=-100065;[7]=-80934;[8]=-64116;[9]=-49775;[10]=-37877;[11]=-28385;[12]=-21383;[13]=-16647;[14]=-14238;[15]=-14114;[16]=-16249;[17]=-20579;[18]=-27080;[19]=-35679;[20]=-46392;[21]=-59119;[22]=-73726;[23]=-90068;[24]=-107811;[25]=-126890;[26]=-147118;[27]=-168320;[28]=-188119;[29]=-207737;[30]=-226615
294,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2042.000000,33,1,Ok,110573.000000,NonMono,17,-13164.000000,16.970819,17,2109.883276,31,[2]=-99551;[3]=-88460;[4]=-78076;[5]=-68405;[6]=-59501;[7]=-51397;[8]=-44037;[9]=-37500;[10]=-31753;[11]=-26792;[12]=-22598;[13]=-19168;[14]=-16509;[15]=-14621;[16]=-13505;[17]=-13164;[18]=-13583;[19]=-14766;[20]=-16756;[21]=-19525;[22]=-23098;[23]=-27470;[24]=-32666;[25]=-38676;[26]=-45588;[27]=-53359;[28]=-62026;[29]=-71620;[30]=-82083;[31]=-93418;[32]=-105693
295,RECAL 3 1 2110 64 4 80,1,2110,64,4,80,-1242.000000,33,1,Ok,100475.000000,NonMono,15,-13143.000000,15.495979,15,-1180.016083,31,[0]=-113618;[1]=-100963;[2]=-89125;[3]=-78051;[4]=-67839;[5]=-58510;[6]=-50093;[7]=-42629;[8]=-35961;[9]=-30144;[10]=-25189;[11]=-21104;[12]=-17871;[13]=-15473;[14]=-13903;[15]=-13143;[16]=-13163;[17]=-13945;[18]=-15500;[19]=-17808;[20]=-20845;[21]=-24618;[22]=-29114;[23]=-34217;[24]=-40059;[25]=-46555;[26]=-53654;[27]=-61375;[28]=-69689;[29]=-78497;[30]=-87773
296,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2128.000000,33,1,Ok,123286.000000,NonMono,17,-11558.000000,17.241530,17,2196.966118,31,[2]=-108422;[3]=-96313;[4]=-84982;[5]=-74351;[6]=-64508;[7]=-55504;[8]=-47319;[9]=-39992;[10]=-33492;[11]=-27843;[12]=-23105;[13]=-19124;[14]=-15958;[15]=-13642;[16]=-12187;[17]=-11558;[18]=-11787;[19]=-12876;[20]=-14820;[21]=-17619;[22]=-21283;[23]=-25822;[24]=-31249;[25]=-37578;[26]=-44799;[27]=-52976;[28]=-61940;[29]=-71973;[30]=-82974;[31]=-94949;[32]=-107961
297,RECAL 3 1 2197 64 4 80,1,2197,64,4,80,1136.000000,33,1,Ok,104364.000000,NonMono,16,-11528.000000,16.027735,16,1200.110941,33,[0]=-110571;[1]=-99152;[2]=-88352;[3]=-78150;[4]=-68701;[5]=-59798;[6]=-51635;[7]=-44192;[8]=-37511;[9]=-31566;[10]=-26368;[11]=-21941;[12]=-18295;[13]=-15383;[14]=-13294;[15]=-12003;[16]=-11528;[17]=-11875;[18]=-13053;[19]=-15071;[20]=-17907;[21]=-21626;[22]=-26197;[23]=-31632;[24]=-37909;[25]=-45000;[26]=-52929;[27]=-61645;[28]=-71181;[29]=-81354;[30]=-92205;[31]=-103739;[32]=-115892
298,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2126.000000,33,1,Ok,111119.000000,NonMono,17,-9532.000000,16.554864,17,2192.219458,31,[2]=-95423;[3]=-84063;[4]=-73487;[5]=-63654;[6]=-54629;[7]=-46435;[8]=-39066;[9]=-32527;[10]=-26801;[11]=-21902;[12]=-17809;[13]=-14571;[14]=-12101;[15]=-10427;[16]=-9564;[17]=-9532;[18]=-10323;[19]=-11962;[20]=-14413;[21]=-17714;[22]=-21840;[23]=-26817;[24]=-32661;[25]=-39377;[26]=-47002;[27]=-55549;[28]=-65023;[29]=-75293;[30]=-86692;[31]=-99069;[32]=-112521
299,RECAL 3 1 2192 64 4 80,1,2192,64,4,80,1978.000000,33,1,Ok,243487.000000,NonMono,17,-8824.000000,16.612006,17,2044.448026,31,[2]=-223469;[3]=-203872;[4]=-183208;[5]=-159690;[6]=-136271;[7]=-114311;[8]=-94158;[9]=-75989;[10]=-59911;[11]=-46053;[12]=-34326;[13]=-24767;[14]=-17422;[15]=-12310;[16]=-9419;[17]=-8824;[18]=-10494;[19]=-14496;[20]=-20861;[21]=-29608;[22]=-40702;[23]=-54124;[24]=-69828;[25]=-87602;[26]=-107358;[27]=-128834;[28]=-151725;[29]=-175629;[30]=-196860;[31]=-218389;[32]=-237563
300,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2117.000000,33,1,Ok,110883.000000,NonMono,17,-17027.000000,16.997164,17,2184.988657,31,[2]=-102935;[3]=-91738;[4]=-81364;[5]=-71780;[6]=-62999;[7]=-54981;[8]=-47720;[9]=-41258;[10]=-35559;[11]=-30623;[12]=-26451;[13]=-23049;[14]=-20406;[15]=-18560;[16]=-17416;[17]=-17027;[18]=-17409;[19]=-18578;[20]=-20497;[21]=-23219;[22]=-26725;[23]=-31025;[24]=-36099;[25]=-41972;[26]=-48672;[27]=-56244;[28]=-64675;[29]=-74033;[30]=-84308;[31]=-95346;[32]=-107534
301,RECAL 3 1 2185 64 4 80,1,2185,64,4,80,2563.000000,33,1,Ok,256651.000000,NonMono,17,-14010.000000,17.355967,17,2632.423867,30,[2]=-268486;[3]=-265052;[4]=-257968;[5]=-244445;[6]=-223201;[7]=-196018;[8]=-167040;[9]=-136566;[10]=-109073;[12]=-64254;[13]=-47082;[14]=-33479;[15]=-23428;[16]=-16975;[17]=-14010;[18]=-14690;[19]=-19096;[20]=-27309;[21]=-39400;[22]=-55491;[23]=-75590;[24]=-99338;[25]=-126631;[26]=-156736;[27]=-186719;[28]=-213748;[29]=-236628;[30]=-253338;[31]=-262963;[32]=-267464
302,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-182.000000,33,0,ParabolaNotDownward,1869.000000,StrictDec,0,-20349.000000,,,,33,[0]=-20349;[1]=-20393;[2]=-20451;[3]=-20499;[4]=-20551;[5]=-20615;[6]=-20671;[7]=-20744;[8]=-20814;[9]=-20869;[10]=-20932;[11]=-21011;[12]=-21069;[13]=-21132;[14]=-21190;[15]=-21269;[16]=-21335;[17]=-21402;[18]=-21465;[19]=-21529;[20]=-21594;[21]=-21652;[22]=-21711;[23]=-21775;[24]=-21831;[25]=-21882;[26]=-21939;[27]=-21987;[28]=-22038;[29]=-22083;[30]=-22135;[31]=-22175;[32]=-22218
303,RECAL 3 1 -182 64 4 80,1,-182,64,4,80,2593.000000,33,1,Ok,253189.000000,NonMono,17,-17934.000000,17.090431,17,2661.361726,31,[2]=-269177;[3]=-266267;[4]=-260883;[5]=-247422;[6]=-225544;[7]=-197357;[8]=-168271;[9]=-137512;[10]=-109997;[11]=-85992;[12]=-65570;[13]=-48816;[14]=-35656;[15]=-26115;[16]=-20203;[17]=-17934;[18]=-19317;[19]=-24417;[20]=-33353;[21]=-46187;[22]=-63031;[23]=-83873;[24]=-108103;[25]=-136192;[26]=-166892;[27]=-195407;[28]=-221508;[29]=-242304;[30]=-256456;[31]=-264662;[32]=-268647
304,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-134.000000,33,0,ParabolaNotDownward,1293.000000,StrictDec,0,-15778.000000,,,,33,[0]=-15778;[1]=-15834;[2]=-15892;[3]=-15950;[4]=-16013;[5]=-16065;[6]=-16129;[7]=-16180;[8]=-16234;[9]=-16286;[10]=-16344;[11]=-16393;[12]=-16444;[13]=-16495;[14]=-16541;[15]=-16589;[16]=-16639;[17]=-16677;[18]=-16717;[19]=-16757;[20]=-16790;[21]=-16831;[22]=-16868;[23]=-16899;[24]=-16928;[25]=-16950;[26]=-16971;[27]=-16995;[28]=-17014;[29]=-17027;[30]=-17043;[31]=-17068;[32]=-17071
305,RECAL 3 1 -134 64 4 80,1,-134,64,4,80,2012.000000,33,1,Ok,246319.000000,NonMono,17,-14581.000000,16.853391,17,2079.413564,31,[2]=-237818;[3]=-219738;[4]=-198467;[5]=-177217;[6]=-152989;[7]=-129969;[8]=-108693;[9]=-89615;[10]=-72300;[11]=-57186;[12]=-44291;[13]=-33705;[14]=-25402;[15]=-19443;[16]=-15823;[17]=-14581;[18]=-15771;[19]=-19439;[20]=-25607;[21]=-34324;[22]=-45635;[23]=-59458;[24]=-75739;[25]=-94034;[26]=-114560;[27]=-136817;[28]=-160302;[29]=-183651;[30]=-204408;[31]=-224658;[32]=-242001
306,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-253.000000,33,1,Ok,1427.000000,NonMono,22,-15391.000000,22.054327,22,-164.782694,21,[12]=-15628;[13]=-15578;[14]=-15541;[15]=-15496;[16]=-15464;[17]=-15445;[18]=-15423;[19]=-15408;[20]=-15398;[21]=-15397;[22]=-15391;[23]=-15394;[24]=-15399;[25]=-15408;[26]=-15412;[27]=-15430;[28]=-15439;[29]=-15456;[30]=-15477;[31]=-15498;[32]=-15516
307,RECAL 3 1 -165 64 4 80,1,-165,64,4,80,1201.000000,33,1,Ok,117444.000000,NonMono,16,-15398.000000,16.008112,16,1265.032448,33,[0]=-126693;[1]=-113855;[2]=-101683;[3]=-90232;[4]=-79579;[5]=-69580;[6]=-60339;[7]=-51939;[8]=-44368;[9]=-37683;[10]=-31849;[11]=-26872;[12]=-22779;[13]=-19599;[14]=-17293;[15]=-15895;[16]=-15398;[17]=-15817;[18]=-17159;[19]=-19444;[20]=-22632;[21]=-26815;[22]=-31948;[23]=-38049;[24]=-45057;[25]=-53043;[26]=-61942;[27]=-71723;[28]=-82400;[29]=-93880;[30]=-106177;[31]=-119188;[32]=-132842
308,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-709.000000,33,1,Ok,9844.000000,NonMono,16,-11278.000000,16.437663,16,-643.249347,33,[0]=-21122;[1]=-19892;[2]=-18772;[3]=-17714;[4]=-16745;[5]=-15854;[6]=-15051;[7]=-14335;[8]=-13692;[9]=-13142;[10]=-12655;[11]=-12258;[12]=-11932;[13]=-11662;[14]=-11464;[15]=-11342;[16]=-11278;[17]=-11283;[18]=-11344;[19]=-11475;[20]=-11664;[21]=-11914;[22]=-12222;[23]=-12580;[24]=-12997;[25]=-13464;[26]=-13992;[27]=-14571;[28]=-15204;[29]=-15892;[30]=-16616;[31]=-17393;[32]=-18217
309,RECAL 3 1 -643 64 4 80,1,-643,64,4,80,-1177.000000,33,1,Ok,92071.000000,NonMono,15,-10974.000000,15.053357,15,-1116.786573,31,[0]=-95061;[1]=-84116;[2]=-73912;[3]=-64463;[4]=-55804;[5]=-47925;[6]=-40842;[7]=-34615;[8]=-29055;[9]=-24255;[10]=-20224;[11]=-16916;[12]=-14354;[13]=-12520;[14]=-11396;[15]=-10974;[16]=-11262;[17]=-12246;[18]=-13936;[19]=-16321;[20]=-19389;[21]=-23126;[22]=-27521;[23]=-32496;[24]=-38148;[25]=-44408;[26]=-51299;[27]=-58733;[28]=-66701;[29]=-75189;[30]=-84114
310,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-723.000000,33,1,Ok,9465.000000,NonMono,16,-15168.000000,16.079530,16,-658.681879,33,[0]=-24633;[1]=-23432;[2]=-22316;[3]=-21284;[4]=-20344;[5]=-19490;[6]=-18720;[7]=-18019;[8]=-17411;[9]=-16875;[10]=-16415;[11]=-16033;[12]=-15720;[13]=-15477;[14]=-15308;[15]=-15206;[16]=-15168;[17]=-15188;[18]=-15292;[19]=-15438;[20]=-15656;[21]=-15922;[22]=-16244;[23]=-16630;[24]=-17075;[25]=-17570;[26]=-18111;[27]=-18715;[28]=-19361;[29]=-20050;[30]=-20805;[31]=-21598;[32]=-22442
311,RECAL 3 1 -659 64 4 80,1,-659,64,4,80,-2052.000000,33,1,Ok,238805.000000,NonMono,15,-13335.000000,14.662001,15,-1993.351997,31,[0]=-231900;[1]=-212597;[2]=-190625;[3]=-167433;[4]=-142796;[5]=-119821;[6]=-98988;[7]=-80414;[8]=-64063;[9]=-50049;[10]=-38221;[11]=-28678;[12]=-21415;[13]=-16447;[14]=-13761;[15]=-13335;[16]=-15130;[17]=-19160;[18]=-25292;[19]=-33648;[20]=-44097;[21]=-56609;[22]=-71018;[23]=-87175;[24]=-104831;[25]=-123797;[26]=-143737;[27]=-164581;[28]=-184997;[29]=-203814;[30]=-222577
312,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,153.000000,33,1,Ok,1193.000000,NonMono,13,-26650.000000,13.844149,14,208.376594,27,[0]=-27112;[1]=-27047;[2]=-26986;[3]=-26936;[4]=-26884;[5]=-26834;[6]=-26805;[7]=-26767;[8]=-26737;[9]=-26706;[10]=-26688;[11]=-26669;[12]=-26659;[13]=-26650;[14]=-26651;[15]=-26654;[16]=-26656;[17]=-26673;[18]=-26694;[19]=-26725;[20]=-26753;[21]=-26794;[22]=-26853;[23]=-26901;[24]=-26967;[25]=-27042;[26]=-27123
313,RECAL 3 1 208 64 4 80,1,208,64,4,80,-2648.000000,33,1,Ok,248565.000000,NonMono,14,-21798.000000,15.088875,15,-2587.644502,28,[0]=-268207;[1]=-264699;[2]=-257388;[3]=-242652;[4]=-218725;[5]=-188605;[6]=-156612;[7]=-126127;[8]=-99128;[9]=-76271;[11]=-42632;[12]=-31846;[13]=-24908;[14]=-21798;[15]=-22368;[16]=-26529;[17]=-34248;[18]=-45425;[19]=-59931;[20]=-77550;[21]=-97951;[22]=-120747;[23]=-145096;[24]=-171133;[25]=-194765;[26]=-218475;[27]=-239516;[28]=-255702
314,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2239.000000,33,1,Ok,117625.000000,NonMono,15,-23591.000000,14.928779,15,-2179.284885,31,[0]=-118414;[1]=-105732;[2]=-94017;[3]=-83240;[4]=-73390;[5]=-64461;[6]=-56456;[7]=-49354;[8]=-43143;[9]=-37846;[10]=-33381;[11]=-29775;[12]=-27007;[13]=-25042;[14]=-23922;[15]=-23591;[16]=-24059;[17]=-25309;[18]=-27367;[19]=-30219;[20]=-33856;[21]=-38268;[22]=-43471;[23]=-49481;[24]=-56285;[25]=-63952;[26]=-72443;[27]=-81769;[28]=-91936;[29]=-102943;[30]=-114850
315,RECAL 3 1 -2179 64 4 80,1,-2179,64,4,80,-2680.000000,33,1,Ok,252422.000000,NonMono,14,-18571.000000,14.845188,15,-2620.619249,28,[0]=-268173;[1]=-265782;[2]=-260375;[3]=-245774;[4]=-218992;[5]=-186412;[6]=-152852;[7]=-121750;[8]=-94966;[9]=-72377;[10]=-53822;[11]=-39244;[12]=-28542;[13]=-21667;[14]=-18571;[15]=-19192;[16]=-23536;[17]=-31609;[19]=-58672;[20]=-77424;[21]=-99171;[22]=-123543;[23]=-149694;[24]=-177120;[25]=-201103;[26]=-224499;[27]=-244130;[28]=-258223
316,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2332.000000,33,1,Ok,125630.000000,NonMono,15,-20103.000000,15.264411,15,-2270.942355,30,[0]=-131035;[1]=-116431;[2]=-102945;[3]=-90603;[4]=-79268;[5]=-68998;[6]=-59722;[7]=-51502;[8]=-44332;[9]=-38060;[10]=-32752;[11]=-28370;[12]=-24930;[13]=-22413;[14]=-20801;[15]=-20103;[16]=-20300;[18]=-23419;[19]=-26297;[20]=-30070;[21]=-34735;[22]=-40283;[23]=-46698;[24]=-53902;[25]=-62117;[26]=-71279;[27]=-81327;[28]=-92287;[29]=-104204;[30]=-117090
317,RECAL 3 1 -2271 64 4 80,1,-2271,64,4,80,-2096.000000,33,1,Ok,239384.000000,NonMono,15,-18458.000000,14.730005,15,-2037.079979,31,[0]=-246579;[1]=-228665;[2]=-205682;[3]=-181566;[4]=-155163;[5]=-130658;[6]=-108535;[7]=-88948;[8]=-71756;[9]=-57031;[10]=-44698;[11]=-34780;[12]=-27215;[13]=-22045;[14]=-19102;[15]=-18458;[16]=-20088;[17]=-23995;[18]=-30135;[19]=-38481;[20]=-49001;[21]=-61767;[22]=-76666;[23]=-93515;[24]=-112154;[25]=-132299;[26]=-153669;[27]=-175784;[28]=-195149;[29]=-214382;[30]=-232111
318,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2334.000000,33,1,Ok,126412.000000,NonMono,15,-16030.000000,15.281702,15,-2272.873191,31,[0]=-128916;[1]=-113994;[2]=-100261;[3]=-87682;[4]=-76178;[5]=-65720;[6]=-56312;[7]=-47931;[8]=-40690;[9]=-34316;[10]=-28915;[11]=-24460;[12]=-20959;[13]=-18405;[14]=-16757;[15]=-16030;[16]=-16206;[17]=-17300;[18]=-19295;[19]=-22197;[20]=-25987;[21]=-30674;[22]=-36257;[23]=-42718;[24]=-49979;[25]=-58231;[26]=-67448;[27]=-77583;[28]=-88639;[29]=-100613;[30]=-113568
319,RECAL 3 1 -2273 64 4 80,1,-2273,64,4,80,-1250.000000,33,1,Ok,106176.000000,NonMono,15,-15623.000000,15.038991,15,-1189.844035,31,[0]=-112129;[1]=-99580;[2]=-87903;[3]=-77041;[4]=-67047;[5]=-57995;[6]=-49840;[7]=-42583;[8]=-36212;[9]=-30787;[10]=-26137;[11]=-22364;[12]=-19413;[13]=-17320;[14]=-16060;[15]=-15623;[16]=-16008;[17]=-17171;[18]=-19122;[19]=-21837;[20]=-25334;[21]=-29610;[22]=-34619;[23]=-40378;[24]=-46872;[25]=-53979;[26]=-61863;[27]=-70440;[28]=-79625;[29]=-89416;[30]=-99692
320,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2307.000000,33,1,Ok,122350.000000,NonMono,15,-13640.000000,15.272329,15,-2245.910683,31,[0]=-122798;[1]=-108514;[2]=-95229;[3]=-83045;[4]=-71903;[5]=-61785;[6]=-52718;[7]=-44625;[8]=-37519;[9]=-31354;[10]=-26097;[11]=-21772;[12]=-18383;[13]=-15903;[14]=-14321;[15]=-13640;[16]=-13843;[17]=-14894;[18]=-16840;[19]=-19658;[20]=-23334;[21]=-27870;[22]=-33285;[23]=-39577;[24]=-46732;[25]=-54777;[26]=-63649;[27]=-73405;[28]=-84062;[29]=-95592;[30]=-108082
