line_no,cmd,sweep_mode,base_dac,offset_dac,step_dac,delay_ms,dac_base,n_powers,fit_ok,validate_code,span,trend,global_max_idx,global_max_y,t_star,peak_idx,dac_peak,fit_n,fit_points
2,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2122.000000,33,1,Ok,105032.000000,NonMono,17,-21070.000000,16.637326,17,2188.549303,31,[2]=-102004;[3]=-91241;[4]=-81272;[5]=-72120;[6]=-63675;[7]=-55979;[8]=-49058;[9]=-42939;[10]=-37570;[11]=-32964;[12]=-29104;[13]=-26002;[14]=-23660;[15]=-22052;[16]=-21172;[17]=-21070;[18]=-21732;[19]=-23152;[20]=-25342;[21]=-28321;[22]=-32062;[23]=-36547;[24]=-41798;[25]=-47852;[26]=-54734;[27]=-62421;[28]=-70962;[29]=-80333;[30]=-90424;[31]=-101472;[32]=-113470
3,RECAL 3 1 2189 64 4 80,1,2189,64,4,80,-2727.000000,33,1,Ok,253516.000000,NonMono,15,-17585.000000,14.572378,15,-2668.710489,31,[0]=-267783;[1]=-261919;[2]=-252332;[3]=-235602;[4]=-211623;[5]=-183995;[6]=-152759;[7]=-122930;[8]=-96426;[9]=-73711;[10]=-55062;[11]=-40062;[12]=-28866;[13]=-21440;[14]=-17697;[15]=-17585;[16]=-20998;[17]=-27892;[18]=-38174;[19]=-51960;[20]=-68996;[21]=-88981;[22]=-111591;[23]=-136373;[24]=-162799;[25]=-188139;[26]=-211787;[27]=-234073;[28]=-252336;[29]=-263433;[30]=-268304
4,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2080.000000,33,1,Ok,100628.000000,NonMono,17,-12175.000000,16.500404,17,2146.001617,31,[2]=-89612;[3]=-79154;[4]=-69502;[5]=-60598;[6]=-52502;[7]=-45139;[8]=-38639;[9]=-32792;[10]=-27659;[11]=-23251;[12]=-19589;[13]=-16635;[14]=-14415;[15]=-12931;[16]=-12182;[17]=-12175;[18]=-12923;[19]=-14425;[20]=-16707;[21]=-19767;[22]=-23620;[23]=-28255;[24]=-33615;[25]=-39886;[26]=-46964;[27]=-54906;[28]=-63721;[29]=-73396;[30]=-83959;[31]=-95396;[32]=-107772
5,RECAL 3 1 2146 64 4 80,1,2146,64,4,80,-2125.000000,33,1,Ok,236749.000000,NonMono,15,-10870.000000,15.073428,15,-2064.706289,31,[0]=-229274;[1]=-210700;[2]=-190480;[3]=-169337;[4]=-146311;[5]=-123871;[6]=-102802;[7]=-83578;[8]=-66364;[9]=-51417;[10]=-38797;[11]=-28519;[12]=-20654;[13]=-15128;[14]=-11897;[15]=-10870;[16]=-12092;[17]=-15505;[18]=-21098;[19]=-28851;[20]=-38561;[21]=-50423;[22]=-64226;[23]=-79840;[24]=-96962;[25]=-115589;[26]=-135271;[27]=-155827;[28]=-177023;[29]=-195619;[30]=-214640
6,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2121.000000,33,1,Ok,111287.000000,NonMono,17,-12839.000000,16.799885,17,2188.199541,31,[2]=-99176;[3]=-87950;[4]=-77487;[5]=-67820;[6]=-58919;[7]=-50751;[8]=-43385;[9]=-36830;[10]=-31069;[11]=-26095;[12]=-21923;[13]=-18522;[14]=-15943;[15]=-14113;[16]=-13080;[17]=-12839;[18]=-13401;[19]=-14752;[20]=-16924;[21]=-19929;[22]=-23742;[23]=-28321;[24]=-33734;[25]=-39983;[26]=-47069;[27]=-55022;[28]=-63827;[29]=-73540;[30]=-83982;[31]=-95429;[32]=-107783
7,RECAL 3 1 2188 64 4 80,1,2188,64,4,80,-1254.000000,33,1,Ok,100249.000000,NonMono,15,-12420.000000,14.998583,15,-1194.005670,31,[0]=-101929;[1]=-90704;[2]=-80016;[3]=-69994;[4]=-60707;[5]=-52254;[6]=-44576;[7]=-37755;[8]=-31732;[9]=-26529;[10]=-22213;[11]=-18643;[12]=-15883;[13]=-13939;[14]=-12787;[15]=-12420;[16]=-12824;[17]=-13997;[18]=-15919;[19]=-18569;[20]=-21929;[21]=-26008;[22]=-30780;[23]=-36265;[24]=-42402;[25]=-49218;[26]=-56550;[27]=-64611;[28]=-73235;[29]=-82421;[30]=-92063
8,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2054.000000,33,1,Ok,100111.000000,NonMono,17,-13983.000000,16.578895,17,2120.315581,31,[2]=-90893;[3]=-80479;[4]=-70840;[5]=-61979;[6]=-53893;[7]=-46610;[8]=-40125;[9]=-34361;[10]=-29309;[11]=-24972;[12]=-21373;[13]=-18481;[14]=-16278;[15]=-14814;[16]=-14042;[17]=-13983;[18]=-14634;[19]=-16007;[20]=-18123;[21]=-20965;[22]=-24542;[23]=-28926;[24]=-34098;[25]=-40061;[26]=-46843;[27]=-54423;[28]=-62825;[29]=-72109;[30]=-82221;[31]=-93051;[32]=-104935
9,RECAL 3 1 2120 64 4 80,1,2120,64,4,80,1172.000000,33,1,Ok,104935.000000,NonMono,16,-13910.000000,16.303491,16,1237.213963,33,[0]=-114545;[1]=-103565;[2]=-93050;[3]=-83066;[4]=-73467;[5]=-64488;[6]=-56159;[7]=-48506;[8]=-41583;[9]=-35387;[10]=-29951;[11]=-25349;[12]=-21449;[13]=-18349;[14]=-16045;[15]=-14563;[16]=-13910;[17]=-14104;[18]=-15132;[19]=-17024;[20]=-19745;[21]=-23311;[22]=-27731;[23]=-33031;[24]=-39200;[25]=-46277;[26]=-54176;[27]=-62864;[28]=-72514;[29]=-82971;[30]=-94227;[31]=-106194;[32]=-118845
10,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2137.000000,33,1,Ok,111644.000000,NonMono,17,-14810.000000,16.975611,17,2204.902443,31,[2]=-101222;[3]=-89857;[4]=-79315;[5]=-69620;[6]=-60722;[7]=-52691;[8]=-45439;[9]=-38971;[10]=-33330;[11]=-28390;[12]=-24228;[13]=-20801;[14]=-18166;[15]=-16267;[16]=-15155;[17]=-14810;[18]=-15238;[19]=-16415;[20]=-18363;[21]=-21062;[22]=-24547;[23]=-28817;[24]=-33868;[25]=-39754;[26]=-46317;[27]=-53805;[28]=-62146;[29]=-71392;[30]=-81528;[31]=-92572;[32]=-104563
11,RECAL 3 1 2205 64 4 80,1,2205,64,4,80,2021.000000,33,1,Ok,234544.000000,NonMono,17,-14168.000000,16.482575,16,2086.930300,30,[2]=-217248;[3]=-198161;[4]=-179305;[5]=-157539;[6]=-136284;[7]=-116315;[8]=-97399;[9]=-80173;[10]=-64663;[11]=-51092;[12]=-39558;[13]=-30130;[14]=-22838;[15]=-17697;[17]=-14168;[18]=-15910;[19]=-20063;[20]=-26635;[21]=-35681;[22]=-47216;[23]=-61002;[24]=-77496;[25]=-96244;[26]=-117255;[27]=-140199;[28]=-164469;[29]=-187557;[30]=-208950;[31]=-228323;[32]=-244372
12,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2130.000000,33,1,Ok,100683.000000,NonMono,17,-20056.000000,16.692492,17,2196.769969,31,[2]=-97439;[3]=-87137;[4]=-77506;[5]=-68628;[6]=-60529;[7]=-53228;[8]=-46684;[9]=-40854;[10]=-35783;[11]=-31406;[12]=-27780;[13]=-24816;[14]=-22564;[15]=-21023;[16]=-20180;[17]=-20056;[18]=-20632;[19]=-21954;[20]=-23976;[21]=-26684;[22]=-30123;[23]=-34288;[24]=-39188;[25]=-44831;[26]=-51263;[27]=-58455;[28]=-66314;[29]=-75126;[30]=-84774;[31]=-95313;[32]=-106763
13,RECAL 3 1 2197 64 4 80,1,2197,64,4,80,2614.000000,33,1,Ok,254083.000000,NonMono,17,-17078.000000,17.182972,17,2682.731890,31,[2]=-268311;[3]=-263982;[4]=-254249;[5]=-237229;[6]=-214165;[7]=-188101;[8]=-160339;[9]=-132353;[10]=-106870;[11]=-84437;[12]=-65085;[13]=-48898;[14]=-35942;[15]=-26263;[16]=-19954;[17]=-17078;[18]=-17699;[19]=-21829;[20]=-29659;[21]=-41247;[22]=-56691;[23]=-76085;[24]=-99409;[25]=-126596;[26]=-157476;[27]=-189224;[28]=-219104;[29]=-243048;[30]=-257330;[31]=-264597;[32]=-268310
14,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-476.000000,33,1,Ok,4046.000000,NonMono,9,-18601.000000,8.855546,9,-440.577817,19,[0]=-19423;[1]=-19247;[2]=-19088;[3]=-18964;[4]=-18843;[5]=-18769;[6]=-18679;[7]=-18633;[8]=-18613;[9]=-18601;[10]=-18620;[11]=-18650;[12]=-18701;[13]=-18764;[14]=-18858;[15]=-18944;[16]=-19063;[17]=-19193;[18]=-19335
15,RECAL 3 1 -441 64 4 80,1,-441,64,4,80,2637.000000,33,1,Ok,255954.000000,NonMono,17,-15093.000000,17.416184,17,2706.664734,31,[2]=-268661;[3]=-265050;[4]=-256112;[5]=-240208;[6]=-217766;[7]=-191625;[8]=-164218;[9]=-135730;[10]=-109668;[11]=-86438;[12]=-66264;[13]=-49539;[14]=-35860;[15]=-25506;[16]=-18587;[17]=-15093;[18]=-15126;[19]=-18739;[20]=-25979;[21]=-37030;[22]=-52109;[23]=-71285;[24]=-94672;[25]=-122310;[26]=-154123;[27]=-187529;[28]=-219035;[29]=-243774;[30]=-258531;[31]=-265131;[32]=-268534
16,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-397.000000,33,1,Ok,2142.000000,NonMono,12,-13877.000000,11.986881,12,-349.052474,25,[0]=-14981;[1]=-14799;[2]=-14626;[3]=-14484;[4]=-14352;[5]=-14234;[6]=-14134;[7]=-14061;[8]=-13989;[9]=-13938;[10]=-13902;[11]=-13884;[12]=-13877;[13]=-13882;[14]=-13906;[15]=-13936;[16]=-13980;[17]=-14041;[18]=-14108;[19]=-14190;[20]=-14276;[21]=-14378;[22]=-14491;[23]=-14600;[24]=-14737
17,RECAL 3 1 -349 64 4 80,1,-349,64,4,80,2050.000000,33,1,Ok,241399.000000,NonMono,17,-13291.000000,16.496867,16,2115.987467,31,[2]=-224925;[3]=-205492;[4]=-185461;[5]=-163657;[6]=-141402;[7]=-120281;[8]=-100491;[9]=-82353;[10]=-66014;[11]=-51760;[12]=-39640;[13]=-29745;[14]=-22138;[15]=-16821;[16]=-13897;[17]=-13291;[18]=-15098;[19]=-19375;[20]=-26146;[21]=-35463;[22]=-47316;[23]=-61700;[24]=-78506;[25]=-97499;[26]=-118816;[27]=-142136;[28]=-166917;[29]=-190102;[30]=-212078;[31]=-231504;[32]=-246945
18,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-774.000000,33,1,Ok,10908.000000,NonMono,14,-11259.000000,13.893771,14,-718.424916,28,[0]=-19144;[1]=-18005;[2]=-16988;[3]=-16030;[4]=-15173;[5]=-14403;[6]=-13725;[7]=-13128;[8]=-12624;[9]=-12198;[10]=-11862;[11]=-11586;[13]=-11295;[14]=-11259;[15]=-11314;[16]=-11435;[17]=-11626;[18]=-11889;[19]=-12216;[20]=-12618;[21]=-13083;[22]=-13612;[23]=-14210;[24]=-14872;[25]=-15598;[26]=-16378;[27]=-17201;[28]=-18093
19,RECAL 3 1 -718 64 4 80,1,-718,64,4,80,1222.000000,33,1,Ok,115761.000000,NonMono,16,-11268.000000,16.248106,16,1286.992425,32,[0]=-120035;[1]=-107834;[2]=-96143;[4]=-74686;[5]=-64962;[6]=-55993;[7]=-47830;[8]=-40513;[9]=-33968;[10]=-28207;[11]=-23271;[12]=-19150;[13]=-15883;[14]=-13480;[15]=-11953;[16]=-11268;[17]=-11470;[18]=-12562;[19]=-14568;[20]=-17496;[21]=-21338;[22]=-26117;[23]=-31892;[24]=-38666;[25]=-46440;[26]=-55201;[27]=-64966;[28]=-75691;[29]=-87325;[30]=-99817;[31]=-112937;[32]=-127029
20,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-504.000000,33,1,Ok,3504.000000,NonMono,14,-13692.000000,14.038296,14,-447.846817,29,[0]=-16649;[1]=-16219;[2]=-15835;[3]=-15474;[4]=-15156;[5]=-14873;[6]=-14612;[7]=-14393;[8]=-14199;[9]=-14041;[10]=-13908;[11]=-13817;[12]=-13749;[13]=-13713;[14]=-13692;[15]=-13703;[16]=-13744;[17]=-13805;[18]=-13896;[19]=-14004;[20]=-14137;[21]=-14287;[22]=-14459;[23]=-14663;[24]=-14877;[25]=-15103;[26]=-15360;[27]=-15631;[28]=-15916
21,RECAL 3 1 -448 64 4 80,1,-448,64,4,80,-1198.000000,33,1,Ok,90847.000000,NonMono,15,-13513.000000,15.221255,15,-1137.114978,31,[0]=-96545;[1]=-85989;[2]=-76025;[3]=-66765;[4]=-58299;[5]=-50623;[6]=-43650;[7]=-37414;[8]=-31915;[9]=-27126;[10]=-23065;[11]=-19718;[12]=-17133;[13]=-15223;[14]=-14012;[15]=-13513;[16]=-13697;[17]=-14560;[18]=-16101;[19]=-18309;[20]=-21208;[21]=-24783;[22]=-29018;[23]=-33906;[24]=-39443;[25]=-45620;[26]=-52376;[27]=-59749;[28]=-67557;[29]=-76041;[30]=-85031
22,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-699.000000,33,1,Ok,8113.000000,NonMono,14,-14786.000000,13.792234,14,-643.831065,29,[0]=-20718;[1]=-19854;[2]=-19053;[3]=-18326;[4]=-17668;[5]=-17080;[6]=-16575;[7]=-16128;[8]=-15761;[9]=-15445;[10]=-15200;[11]=-15000;[12]=-14880;[13]=-14802;[14]=-14786;[15]=-14832;[16]=-14922;[17]=-15066;[18]=-15260;[19]=-15509;[20]=-15805;[21]=-16146;[22]=-16541;[23]=-16987;[24]=-17472;[25]=-17998;[26]=-18592;[27]=-19208;[28]=-19870
23,RECAL 3 1 -644 64 4 80,1,-644,64,4,80,-2091.000000,33,1,Ok,237103.000000,NonMono,15,-13249.000000,14.778900,15,-2031.884400,31,[0]=-223086;[1]=-203912;[2]=-183879;[3]=-161290;[4]=-138734;[5]=-117317;[6]=-97495;[7]=-79583;[8]=-63631;[9]=-49803;[10]=-38170;[11]=-28875;[12]=-21683;[13]=-16675;[14]=-13879;[15]=-13249;[16]=-14750;[17]=-18420;[18]=-24166;[19]=-32018;[20]=-42044;[21]=-54115;[22]=-68189;[23]=-84145;[24]=-101756;[25]=-120866;[26]=-141235;[27]=-162180;[28]=-183153;[29]=-201664;[30]=-220260
24,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-545.000000,33,1,Ok,3421.000000,NonMono,15,-20966.000000,14.640738,15,-486.437050,31,[0]=-24225;[1]=-23757;[2]=-23346;[3]=-22956;[4]=-22622;[5]=-22314;[6]=-22041;[7]=-21797;[8]=-21584;[9]=-21421;[10]=-21272;[11]=-21148;[12]=-21058;[13]=-21002;[14]=-20979;[15]=-20966;[16]=-20990;[17]=-21031;[18]=-21111;[19]=-21208;[20]=-21327;[21]=-21477;[22]=-21642;[23]=-21826;[24]=-22040;[25]=-22265;[26]=-22520;[27]=-22783;[28]=-23059;[29]=-23370;[30]=-23695
25,RECAL 3 1 -486 64 4 80,1,-486,64,4,80,-2699.000000,33,1,Ok,253980.000000,NonMono,14,-16902.000000,15.009170,15,-2638.963319,29,[0]=-266802;[1]=-260982;[2]=-250220;[3]=-232540;[4]=-208024;[5]=-180267;[6]=-148915;[7]=-119673;[8]=-93846;[9]=-71676;[10]=-53246;[11]=-38603;[12]=-27595;[13]=-20389;[14]=-16902;[15]=-17093;[16]=-20882;[17]=-28257;[18]=-39095;[19]=-53113;[20]=-70574;[21]=-91017;[22]=-114112;[23]=-139481;[24]=-166428;[25]=-191585;[26]=-215974;[27]=-237430;[28]=-254266
26,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2322.000000,33,1,Ok,122800.000000,NonMono,15,-19107.000000,14.577016,15,-2263.691937,31,[0]=-107376;[1]=-95163;[2]=-83977;[3]=-73782;[4]=-64518;[5]=-56306;[6]=-48836;[7]=-42235;[8]=-36499;[9]=-31579;[10]=-27479;[11]=-24209;[12]=-21736;[13]=-20053;[14]=-19180;[15]=-19107;[16]=-19846;[17]=-21388;[18]=-23729;[19]=-26865;[20]=-30802;[21]=-35464;[22]=-40988;[23]=-47319;[24]=-54467;[25]=-62453;[26]=-71291;[27]=-80993;[28]=-91539;[29]=-102852;[30]=-114960
27,RECAL 3 1 -2264 64 4 80,1,-2264,64,4,80,-2733.000000,33,1,Ok,256841.000000,NonMono,14,-14450.000000,14.819166,15,-2673.723338,29,[0]=-267232;[1]=-262220;[2]=-252566;[3]=-233343;[4]=-205719;[5]=-175394;[6]=-142591;[7]=-113248;[8]=-87782;[9]=-66111;[10]=-48266;[11]=-34273;[12]=-24153;[13]=-17487;[14]=-14450;[15]=-14973;[16]=-19008;[17]=-26488;[18]=-37365;[19]=-51611;[20]=-69297;[21]=-90300;[22]=-114163;[23]=-140702;[24]=-169252;[25]=-195639;[26]=-220902;[27]=-242058;[28]=-257289
28,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2357.000000,33,1,Ok,126437.000000,NonMono,15,-13901.000000,14.733279,15,-2298.066886,31,[0]=-112278;[1]=-98562;[2]=-86064;[3]=-74648;[4]=-64316;[5]=-54998;[6]=-46788;[7]=-39575;[8]=-33270;[9]=-27885;[10]=-23393;[11]=-19778;[12]=-17027;[13]=-15135;[14]=-14107;[15]=-13901;[16]=-14506;[17]=-15961;[18]=-18245;[19]=-21346;[20]=-25278;[21]=-30032;[22]=-35688;[23]=-42212;[24]=-49607;[25]=-57849;[26]=-66957;[27]=-76972;[28]=-87881;[29]=-99610;[30]=-112119
29,RECAL 3 1 -2298 64 4 80,1,-2298,64,4,80,-2137.000000,33,1,Ok,242617.000000,NonMono,15,-12285.000000,14.828299,15,-2077.686805,31,[0]=-235495;[1]=-216752;[2]=-194860;[3]=-172317;[4]=-147345;[5]=-123838;[6]=-102284;[7]=-83189;[8]=-66000;[9]=-51210;[10]=-38778;[11]=-28770;[12]=-21124;[13]=-15848;[14]=-12919;[15]=-12285;[16]=-13884;[17]=-17698;[18]=-23720;[19]=-31941;[20]=-42312;[21]=-54822;[22]=-69401;[23]=-85730;[24]=-104022;[25]=-123992;[26]=-145314;[27]=-167639;[28]=-188399;[29]=-208188;[30]=-226647
30,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2316.000000,33,1,Ok,133565.000000,NonMono,14,-12086.000000,14.051523,14,-2259.793907,28,[0]=-98441;[1]=-86133;[2]=-74847;[3]=-64603;[4]=-55449;[5]=-47114;[6]=-39721;[7]=-33235;[8]=-27646;[9]=-22922;[10]=-19064;[12]=-13882;[13]=-12564;[14]=-12086;[15]=-12460;[16]=-13661;[17]=-15697;[18]=-18577;[19]=-22255;[20]=-26697;[21]=-32021;[22]=-38170;[23]=-45131;[24]=-52974;[25]=-61639;[26]=-71190;[27]=-81599;[28]=-92649
31,RECAL 3 1 -2260 64 4 80,1,-2260,64,4,80,-1279.000000,33,1,Ok,109603.000000,NonMono,15,-11571.000000,14.847849,15,-1219.608606,30,[0]=-103133;[1]=-91276;[2]=-80175;[3]=-69888;[4]=-60418;[5]=-51819;[6]=-44044;[7]=-37148;[8]=-31047;[9]=-25735;[10]=-21269;[12]=-14876;[13]=-12955;[14]=-11862;[15]=-11571;[16]=-12090;[17]=-13403;[18]=-15529;[19]=-18448;[20]=-22155;[21]=-26619;[22]=-31858;[23]=-37844;[24]=-44543;[25]=-51891;[26]=-59949;[27]=-68666;[28]=-78028;[29]=-88037;[30]=-98577
32,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2378.000000,33,1,Ok,138083.000000,NonMono,14,-15817.000000,14.087159,14,-2321.651364,28,[0]=-107328;[1]=-94110;[2]=-82085;[3]=-71302;[4]=-61404;[5]=-52572;[6]=-44739;[7]=-37902;[8]=-31995;[10]=-22975;[11]=-19853;[12]=-17643;[13]=-16294;[14]=-15817;[15]=-16175;[16]=-17392;[17]=-19439;[18]=-22313;[19]=-25976;[20]=-30511;[21]=-35888;[22]=-42101;[23]=-49155;[24]=-57072;[25]=-65871;[26]=-75545;[27]=-86185;[28]=-97767
33,RECAL 3 1 -2322 64 4 80,1,-2322,64,4,80,1145.000000,33,1,Ok,103395.000000,NonMono,16,-15803.000000,16.238270,16,1209.953079,33,[0]=-111505;[1]=-100687;[2]=-90612;[3]=-80878;[4]=-71755;[5]=-63268;[6]=-55435;[7]=-48267;[8]=-41822;[9]=-36053;[10]=-30957;[11]=-26545;[12]=-22871;[13]=-19939;[14]=-17785;[15]=-16401;[16]=-15803;[17]=-16007;[18]=-17001;[19]=-18814;[20]=-21457;[21]=-24944;[22]=-29277;[23]=-34489;[24]=-40549;[25]=-47475;[26]=-55259;[27]=-63807;[28]=-73226;[29]=-83500;[30]=-94588;[31]=-106499;[32]=-119198
34,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2301.000000,33,1,Ok,116750.000000,NonMono,15,-16282.000000,14.668787,15,-2242.324851,31,[0]=-104782;[1]=-92617;[2]=-81502;[3]=-71339;[4]=-62107;[5]=-53794;[6]=-46365;[7]=-39784;[8]=-33994;[9]=-29018;[10]=-24860;[11]=-21546;[12]=-19040;[13]=-17324;[14]=-16407;[15]=-16282;[16]=-16920;[17]=-18348;[18]=-20530;[19]=-23525;[20]=-27272;[21]=-31795;[22]=-37113;[23]=-43196;[24]=-50018;[25]=-57573;[26]=-65914;[27]=-75079;[28]=-85037;[29]=-95775;[30]=-107401
35,RECAL 3 1 -2242 64 4 80,1,-2242,64,4,80,2003.000000,33,1,Ok,235918.000000,NonMono,17,-15744.000000,16.440179,16,2068.760718,31,[2]=-220540;[3]=-200181;[4]=-180045;[5]=-157174;[6]=-135169;[7]=-114621;[8]=-95753;[9]=-78794;[10]=-63679;[11]=-50555;[12]=-39605;[13]=-30581;[14]=-23650;[15]=-18839;[16]=-16198;[17]=-15744;[18]=-17499;[19]=-21492;[20]=-27827;[21]=-36566;[22]=-47742;[23]=-61351;[24]=-77475;[25]=-95921;[26]=-116749;[27]=-139828;[28]=-164324;[29]=-188457;[30]=-211331;[31]=-231825;[32]=-247783
36,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2313.000000,33,1,Ok,120813.000000,NonMono,14,-19997.000000,14.149204,14,-2256.403186,29,[0]=-96036;[1]=-85264;[2]=-75398;[3]=-66545;[4]=-58437;[5]=-51156;[6]=-44641;[7]=-38957;[8]=-34025;[9]=-29835;[10]=-26412;[11]=-23695;[12]=-21714;[13]=-20474;[14]=-19997;[15]=-20254;[16]=-21252;[17]=-22984;[18]=-25436;[19]=-28596;[20]=-32539;[21]=-37214;[22]=-42656;[23]=-48866;[24]=-55847;[25]=-63643;[26]=-72237;[27]=-81589;[28]=-91667
37,RECAL 3 1 -2256 64 4 80,1,-2256,64,4,80,2599.000000,33,1,Ok,252276.000000,NonMono,17,-17646.000000,17.051911,17,2667.207644,31,[2]=-268296;[3]=-264486;[4]=-256332;[5]=-239987;[6]=-215683;[7]=-188155;[8]=-158698;[9]=-129867;[10]=-104091;[11]=-81665;[12]=-62553;[13]=-46830;[14]=-34468;[15]=-25546;[16]=-19933;[17]=-17646;[18]=-18743;[19]=-23306;[20]=-31413;[21]=-43121;[22]=-58562;[23]=-77474;[24]=-100488;[25]=-127493;[26]=-158580;[27]=-190978;[28]=-222745;[29]=-247647;[30]=-261333;[31]=-266499;[32]=-268756
38,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2118.000000,33,1,Ok,106830.000000,NonMono,17,-12108.000000,16.585298,17,2184.341192,31,[2]=-94276;[3]=-83281;[4]=-73116;[5]=-63765;[6]=-55235;[7]=-47431;[8]=-40407;[9]=-34163;[10]=-28707;[11]=-24006;[12]=-20077;[13]=-16940;[14]=-14565;[15]=-12996;[16]=-12165;[17]=-12108;[18]=-12830;[19]=-14355;[20]=-16674;[21]=-19803;[22]=-23766;[23]=-28511;[24]=-34066;[25]=-40463;[26]=-47718;[27]=-55868;[28]=-64935;[29]=-74960;[30]=-85985;[31]=-97761;[32]=-110838
39,RECAL 3 1 2184 64 4 80,1,2184,64,4,80,-2797.000000,33,1,Ok,262741.000000,NonMono,15,-8190.000000,14.402658,14,-2739.389369,31,[0]=-267211;[1]=-262170;[2]=-252079;[3]=-234563;[4]=-208907;[5]=-179886;[6]=-147090;[7]=-116592;[8]=-89595;[9]=-66301;[10]=-46914;[11]=-31444;[12]=-19986;[13]=-12240;[14]=-8308;[15]=-8190;[16]=-11844;[17]=-19189;[18]=-30229;[19]=-44921;[20]=-63089;[21]=-84537;[22]=-109001;[23]=-136118;[24]=-165204;[25]=-192577;[26]=-218581;[27]=-240895;[28]=-256675;[29]=-265436;[30]=-269456
40,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2029.000000,33,1,Ok,104471.000000,NonMono,17,-6681.000000,16.773353,17,2096.093413,31,[2]=-87349;[3]=-76642;[4]=-66715;[5]=-57699;[6]=-49308;[7]=-41699;[8]=-34820;[9]=-28706;[10]=-23341;[11]=-18729;[12]=-14859;[13]=-11745;[14]=-9377;[15]=-7748;[16]=-6848;[17]=-6681;[18]=-7251;[19]=-8566;[20]=-10633;[21]=-13394;[22]=-16952;[23]=-21292;[24]=-26395;[25]=-32301;[26]=-39014;[27]=-46552;[28]=-54949;[29]=-64281;[30]=-74579;[31]=-85846;[32]=-98053
41,RECAL 3 1 2096 64 4 80,1,2096,64,4,80,-2203.000000,33,1,Ok,257636.000000,NonMono,14,-3677.000000,14.449112,14,-2145.203553,29,[0]=-218613;[1]=-197788;[2]=-176559;[3]=-152014;[4]=-128265;[5]=-105992;[6]=-85581;[7]=-67451;[8]=-51326;[9]=-37486;[10]=-25986;[11]=-16862;[12]=-10109;[13]=-5706;[14]=-3677;[15]=-3989;[16]=-6671;[17]=-11718;[18]=-19092;[19]=-28816;[20]=-40864;[21]=-55205;[22]=-71695;[23]=-89936;[24]=-110275;[25]=-132157;[26]=-155261;[27]=-178816;[28]=-199242
42,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2015.000000,33,1,Ok,107470.000000,NonMono,17,-3500.000000,16.996698,17,2082.986792,30,[2]=-86900;[3]=-76038;[4]=-65928;[5]=-56610;[6]=-48050;[7]=-40300;[8]=-33276;[9]=-27065;[10]=-21519;[11]=-16715;[12]=-12657;[13]=-9327;[14]=-6752;[15]=-4924;[16]=-3842;[17]=-3500;[19]=-5037;[20]=-6909;[21]=-9540;[22]=-12923;[23]=-17079;[24]=-22018;[25]=-27633;[26]=-34135;[27]=-41448;[28]=-49591;[29]=-58589;[30]=-68499;[31]=-79301;[32]=-91049
43,RECAL 3 1 2083 64 4 80,1,2083,64,4,80,-1361.000000,33,1,Ok,120051.000000,NonMono,15,-2956.000000,14.876201,15,-1301.495197,31,[0]=-102293;[1]=-89571;[2]=-77563;[3]=-66366;[4]=-56064;[5]=-46772;[6]=-38244;[7]=-30642;[8]=-23973;[9]=-18235;[10]=-13429;[11]=-9523;[12]=-6525;[13]=-4455;[14]=-3270;[15]=-2956;[16]=-3516;[17]=-4936;[18]=-7222;[19]=-10366;[20]=-14340;[21]=-19088;[22]=-24717;[23]=-31186;[24]=-38454;[25]=-46519;[26]=-55343;[27]=-64957;[28]=-75265;[29]=-86333;[30]=-97985
44,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2025.000000,33,1,Ok,107118.000000,NonMono,17,-3850.000000,16.961992,17,2092.847967,31,[2]=-86784;[3]=-75899;[4]=-65835;[5]=-56546;[6]=-48107;[7]=-40345;[8]=-33328;[9]=-27065;[10]=-21546;[11]=-16782;[12]=-12768;[13]=-9486;[14]=-6963;[15]=-5197;[16]=-4158;[17]=-3850;[18]=-4271;[19]=-5432;[20]=-7341;[21]=-9998;[22]=-13362;[23]=-17523;[24]=-22476;[25]=-28193;[26]=-34721;[27]=-42080;[28]=-50275;[29]=-59325;[30]=-69333;[31]=-80316;[32]=-92258
